peak	cluster
chr4.12359221.12359366	C2
chr4.12359606.12359964	C2
chr4.12445618.12445860	C6
chr4.12446597.12446939	C3
chr4.12468342.12468455	C2
chr4.12485214.12485487	C6
chr4.12523367.12523472	C3
chr4.12582021.12582167	C2
chr4.12585819.12586130	C6
chr4.12658736.12658937	C6
chr4.12718422.12718699	C1
chr4.12764256.12764668	C3
chr4.12803311.12803414	C1
chr4.12854176.12854575	C6
chr4.12869049.12869311	C1
chr4.12878516.12878629	C1
chr4.12882810.12882987	C3
chr4.12918837.12918957	C1
chr4.12957170.12957395	C6
chr4.13011320.13011464	C3
chr4.13070601.13071460	C6
chr4.13080356.13080477	C1
chr4.13190372.13191336	C6
chr4.13302153.13302269	C3
chr4.13310148.13310249	C2
chr4.13342703.13342837	C6
chr4.13534154.13534420	C2
chr4.13614007.13614372	C4
chr4.13626781.13626932	C6
chr4.13634681.13634856	C4
chr4.13672542.13673495	C2
chr4.13679077.13679783	C6
chr4.13722555.13723033	C11
chr4.13848341.13848726	C3
chr4.13889367.13889469	C6
chr4.13901087.13901435	C10
chr4.14051884.14052114	C4
chr4.14052538.14052673	C4
chr4.14082750.14082814	C3
chr4.14082901.14083002	C10
chr4.14178781.14178967	C1
chr4.14238699.14239022	C11
chr4.14239962.14240090	C3
chr4.14266828.14266957	C6
chr4.14292341.14292552	C2
chr4.14317742.14317846	C3
chr4.14325903.14325977	C1
chr4.14328451.14328604	C3
chr4.14329550.14329786	C2
chr4.14340331.14340552	C6
chr4.14393704.14394419	C2
chr4.14418239.14418440	C6
chr4.14419305.14419681	C7
chr4.14469159.14469501	C3
chr4.14473263.14473564	C9
chr4.14544589.14544845	C5
chr4.14596077.14596364	C5
chr4.14727442.14727512	C3
chr4.14783851.14784295	C10
chr4.14795772.14795933	C3
chr4.14816655.14817118	C4
chr4.14917886.14918038	C3
chr4.15000771.15000902	C1
chr4.15016257.15016372	C4
chr4.15067450.15067514	C3
chr4.15348544.15348607	C1
chr4.15367109.15367262	C3
chr4.15853847.15854451	C4
chr4.15904768.15904861	C6
chr4.16016109.16016248	C6
chr4.16018613.16018777	C3
chr4.16018914.16019086	C10
chr4.16019900.16020539	C3
chr4.16021265.16021390	C3
chr4.16050301.16050597	C1
chr4.16067691.16067793	C6
chr4.16068850.16068984	C6
chr4.16100027.16100710	C2
chr4.16113525.16114277	C13
chr4.16127029.16127249	C2
chr4.16180481.16180595	C3
chr4.16181974.16183109	C6
chr4.16183365.16183525	C6
chr4.16207818.16207962	C4
chr4.16483999.16484156	C2
chr4.16484553.16484724	C2
chr4.16512000.16512207	C1
chr4.16549154.16549379	C6
chr4.16550774.16550844	C6
chr4.16578752.16578822	C1
chr4.16599808.16600693	C11
chr4.16617224.16617896	C1
chr4.16621482.16621601	C1
chr4.16624312.16624560	C1
chr4.16668360.16668663	C6
chr4.16668810.16669649	C6
chr4.16681124.16681216	C3
chr4.16722348.16722502	C3
chr4.16760000.16760127	C6
chr4.16792339.16792920	C4
chr4.16853765.16853837	C10
chr4.16859846.16860065	C3
chr4.16865790.16866084	C3
chr4.16896778.16897369	C4
chr4.17075529.17075685	C3
chr4.17187430.17187643	C2
chr4.17202393.17202682	C3
chr4.17255985.17256110	C3
chr4.17300125.17300288	C9
chr4.17312330.17312426	C3
chr4.17351487.17351629	C2
chr4.17470456.17470533	C3
chr4.17475015.17475148	C1
chr4.17475351.17475536	C1
chr4.17476317.17476436	C3
chr4.17484113.17484312	C3
chr4.17607371.17607487	C9
chr4.17734780.17734894	C6
chr4.17772003.17772613	C2
chr4.17772784.17773090	C6
chr4.17773212.17773698	C2
chr4.17799333.17799642	C2
chr4.17827940.17828043	C3
chr4.17880862.17880987	C3
chr4.17939897.17940017	C3
chr4.17988992.17989452	C6
chr4.17990946.17991263	C2
chr4.18027227.18027598	C3
chr4.18029548.18029704	C3
chr4.18032310.18033708	C10
chr4.18066182.18066314	C15
chr4.18077703.18077889	C4
chr4.18133037.18133169	C2
chr4.18133327.18133742	C2
chr4.18164874.18164980	C9
chr4.18195502.18196072	C2
chr4.18254694.18255446	C6
chr4.18280276.18280546	C11
chr4.18366458.18367247	C1
chr4.18376135.18376930	C6
chr4.18509219.18509320	C10
chr4.18509491.18509598	C3
chr4.18535171.18535321	C2
chr4.18568317.18568546	C3
chr4.18568886.18568989	C3
chr4.18633319.18633398	C1
chr4.18643662.18644024	C1
chr4.18741982.18742135	C3
chr4.18852734.18853083	C6
chr4.18856888.18857042	C3
chr4.18875749.18875846	C1
chr4.18879492.18880006	C4
chr4.18886060.18886202	C5
chr4.18891907.18891979	C3
chr4.18965072.18965164	C1
chr4.19184390.19184551	C3
chr4.19211726.19211990	C3
chr4.19215649.19215756	C3
chr4.19233318.19233406	C1
chr4.19318243.19318314	C3
chr4.19321869.19322593	C6
chr4.19322833.19323558	C6
chr4.19323656.19323782	C6
chr4.19333597.19333705	C3
chr4.19368531.19368826	C2
chr4.19376176.19376585	C11
chr4.19383677.19383903	C3
chr4.19420006.19420458	C2
chr4.19505403.19505540	C6
chr4.19505855.19505983	C6
chr4.19506127.19506236	C6
chr4.19514849.19514946	C3
chr4.19525417.19525703	C6
chr4.19525880.19525979	C2
chr4.19578101.19578404	C5
chr4.19607274.19607507	C9
chr4.19683576.19684169	C2
chr4.19704825.19704929	C3
chr4.19710364.19710736	C3
chr4.19724854.19726038	C6
chr4.19736260.19736475	C4
chr4.19736947.19737245	C4
chr4.19744179.19744505	C1
chr4.19747511.19747953	C2
chr4.19752093.19752244	C3
chr4.19840992.19841151	C2
chr4.19849862.19849934	C2
chr4.19875393.19875470	C1
chr4.19885891.19885983	C1
chr4.19931683.19932281	C6
chr4.19992058.19992537	C10
chr4.19998861.19998933	C3
chr4.20042962.20043153	C3
chr4.20076736.20076861	C9
chr4.20083278.20083445	C6
chr4.20083574.20083687	C6
chr4.20172482.20172671	C3
chr4.20400997.20401081	C15
chr4.20459683.20460294	C2
chr4.20476136.20476330	C3
chr4.20509722.20509901	C1
chr4.20609828.20610069	C1
chr4.20721393.20721600	C14
chr4.20732663.20732786	C11
chr4.20761382.20761531	C3
chr4.20766194.20766647	C10
chr4.20805559.20805775	C2
chr4.20812267.20813154	C1
chr4.20851616.20851753	C2
chr4.20873034.20873235	C3
chr4.20879362.20879497	C6
chr4.20951983.20952118	C2
chr4.21096414.21096569	C12
chr4.21098632.21098997	C1
chr4.21402781.21402924	C3
chr4.21431076.21432260	C2
chr4.21442937.21443004	C1
chr4.21462629.21462818	C1
chr4.21542836.21542901	C1
chr4.21631607.21631723	C12
chr4.21639564.21640283	C6
chr4.21653308.21653465	C2
chr4.21659806.21660025	C1
chr4.21701156.21701333	C3
chr4.21745353.21745675	C2
chr4.21784140.21784233	C14
chr4.21847831.21848063	C4
chr4.21854435.21854559	C10
chr4.21863810.21863905	C1
chr4.21875508.21875686	C1
chr4.22067400.22067516	C3
chr4.22080208.22081254	C5
chr4.22125853.22126419	C3
chr4.22137585.22137789	C6
chr4.22162089.22162585	C1
chr4.22269731.22269944	C2
chr4.22295271.22295372	C3
chr4.22343775.22344099	C6
chr4.22366500.22366862	C6
chr4.22421219.22421390	C3
chr4.22433158.22433337	C1
chr4.22448920.22449212	C2
chr4.22522148.22522259	C3
chr4.22600836.22600947	C3
chr4.22635294.22635484	C13
chr4.22687379.22687489	C3
chr4.22689221.22689345	C3
chr4.22703626.22704009	C8
chr4.22710161.22710332	C3
chr4.22726250.22726317	C3
chr4.22726383.22726486	C15
chr4.22800718.22800784	C3
chr4.22878565.22878797	C3
chr4.22880089.22880168	C3
chr4.22888432.22888495	C1
chr4.22917057.22917162	C6
chr4.22917891.22918026	C6
chr4.22929635.22930022	C3
chr4.22941190.22941831	C1
chr4.22947870.22947940	C1
chr4.22970385.22970613	C3
chr4.22998501.22998741	C1
chr4.22999226.22999299	C1
chr4.23032195.23032276	C1
chr4.23040031.23041030	C10
chr4.23042814.23043510	C6
chr4.23043721.23044139	C6
chr4.23075937.23076370	C3
chr4.23102431.23102801	C3
chr4.23163197.23163371	C3
chr4.23295838.23295960	C6
chr4.23300363.23300608	C1
chr4.23466825.23467081	C4
chr4.23474062.23474996	C6
chr4.23501213.23501280	C3
chr4.23520247.23520999	C2
chr4.23544321.23544508	C1
chr4.23546293.23546448	C2
chr4.23551977.23552049	C3
chr4.23554782.23555046	C6
chr4.23556563.23558024	C6
chr4.23587280.23587477	C9
chr4.23629285.23629362	C3
chr4.23657145.23657400	C6
chr4.23690963.23691055	C12
chr4.23803263.23803770	C6
chr4.23876087.23876264	C5
chr4.23876670.23877225	C1
chr4.23927930.23928343	C11
chr4.23953978.23954108	C10
chr4.24121726.24121895	C3
chr4.24275698.24275838	C3
chr4.24303836.24303908	C2
chr4.24304390.24304653	C2
chr4.24335404.24335622	C1
chr4.24366688.24367178	C3
chr4.24385974.24386234	C3
chr4.24412725.24412983	C2
chr4.24420316.24420605	C2
chr4.24504177.24504277	C1
chr4.24542868.24543334	C4
chr4.24571931.24572208	C10
chr4.24589553.24589651	C13
chr4.24615951.24616745	C10
chr4.24719633.24719896	C6
chr4.24746817.24746894	C14
chr4.24824683.24824880	C9
chr4.24829641.24829815	C2
chr4.24890218.24890659	C1
chr4.25056417.25056570	C1
chr4.25087287.25087375	C1
chr4.25098476.25098558	C1
chr4.25114507.25114599	C1
chr4.25167675.25168795	C6
chr4.25169064.25169927	C6
chr4.25195173.25196535	C4
chr4.25232594.25232694	C1
chr4.25292813.25292921	C12
chr4.25297872.25298088	C6
chr4.25298197.25299674	C6
chr4.25315477.25315566	C1
chr4.25318539.25318655	C3
chr4.25325843.25326413	C6
chr4.25364819.25364973	C1
chr4.25402177.25402324	C7
chr4.25449400.25450065	C2
chr4.25476831.25476919	C3
chr4.25485100.25485317	C14
chr4.25487099.25487216	C3
chr4.25568041.25568157	C6
chr4.25571553.25571862	C4
chr4.25584957.25585038	C3
chr4.25594671.25594870	C6
chr4.25657274.25657431	C9
chr4.25667361.25667579	C6
chr4.25676618.25676904	C4
chr4.25820147.25821146	C4
chr4.25879810.25879902	C3
chr4.25937839.25937990	C6
chr4.25986120.25986234	C3
chr4.25993997.25994152	C6
chr4.26013817.26013968	C3
chr4.26095212.26095316	C9
chr4.26180802.26180882	C1
chr4.26207021.26207147	C9
chr4.26211307.26211820	C1
chr4.26261786.26261958	C2
chr4.26265090.26265672	C2
chr4.26269244.26269449	C8
chr4.26275676.26276241	C3
chr4.26326934.26327172	C2
chr4.26377359.26377454	C3
chr4.26392350.26392506	C2
chr4.26392763.26394155	C2
chr4.26398310.26398656	C1
chr4.26417762.26417837	C3
chr4.26471651.26471855	C3
chr4.26513021.26513093	C1
chr4.26591638.26591803	C1
chr4.26600310.26600422	C2
chr4.26676043.26676152	C3
chr4.26693454.26693527	C1
chr4.26696345.26696426	C11
chr4.26709533.26709939	C3
chr4.26745240.26745838	C6
chr4.26746105.26746206	C6
chr4.26768933.26769037	C2
chr4.26789195.26789347	C3
chr4.26793848.26794142	C3
chr4.26799602.26799738	C3
chr4.26866918.26867412	C13
chr5.26074.26492	C7
chr5.53192.53373	C3
chr5.62773.63101	C1
chr5.95788.95894	C3
chr5.120586.121710	C4
chr5.124761.124924	C1
chr5.159646.159989	C1
chr5.186906.187058	C1
chr5.212789.212860	C3
chr5.218416.218538	C3
chr5.218964.219073	C3
chr5.399483.399738	C1
chr5.458289.458575	C3
chr5.470451.470964	C3
chr5.525003.525168	C7
chr5.608723.610291	C6
chr5.624234.624447	C2
chr5.624565.624850	C2
chr5.671796.671869	C3
chr5.749019.749126	C3
chr5.817095.817410	C3
chr5.1007332.1007949	C2
chr5.1040200.1040399	C7
chr5.1057789.1057892	C3
chr5.1117257.1117680	C2
chr5.1219110.1219174	C15
chr5.1365308.1365445	C2
chr5.2043345.2043508	C6
chr5.2061020.2061417	C5
chr5.2099840.2100025	C3
chr5.2100422.2100803	C2
chr5.2112475.2112557	C13
chr5.2144195.2144537	C3
chr5.2238191.2238332	C3
chr5.2294669.2294765	C3
chr5.2346565.2346670	C3
chr5.2364846.2364974	C2
chr5.2365625.2366069	C2
chr5.2402256.2402326	C1
chr5.2474301.2474693	C5
chr5.2483679.2483900	C6
chr5.2484092.2484425	C6
chr5.2484645.2485265	C6
chr5.2527426.2527732	C2
chr5.2577283.2577407	C6
chr5.2760505.2760920	C3
chr5.2766053.2766273	C3
chr5.2775379.2775597	C3
chr5.2782973.2783245	C6
chr5.2791239.2791443	C3
chr5.2806860.2806964	C3
chr5.2821447.2821541	C10
chr5.2857092.2857233	C3
chr5.2886927.2887529	C6
chr5.2892724.2892935	C3
chr5.2939777.2939983	C3
chr5.2995022.2995162	C2
chr5.3055378.3055659	C3
chr5.3060890.3061012	C3
chr5.3079046.3079139	C1
chr5.3084765.3084895	C3
chr5.3171976.3172243	C10
chr5.3192467.3192844	C1
chr5.3227799.3228091	C1
chr5.3262081.3262773	C4
chr5.3300561.3300971	C6
chr5.3301489.3301616	C6
chr5.3301745.3301870	C6
chr5.3302141.3302473	C6
chr5.3316184.3316568	C6
chr5.3326739.3326891	C6
chr5.3343701.3344098	C6
chr5.3378925.3379288	C3
chr5.3384748.3384867	C3
chr5.3402731.3402849	C3
chr5.3420837.3420906	C3
chr5.3421232.3421439	C3
chr5.3433938.3434872	C6
chr5.3454755.3455355	C2
chr5.3468726.3468829	C1
chr5.3489335.3489584	C14
chr5.3491604.3491856	C2
chr5.3503617.3503688	C10
chr5.3545048.3545318	C3
chr5.3589097.3589250	C13
chr5.3611853.3612093	C5
chr5.3640330.3640428	C2
chr5.3647480.3648200	C9
chr5.3863237.3863378	C3
chr5.3866329.3866433	C1
chr5.3911905.3912119	C3
chr5.3960087.3960222	C6
chr5.3972319.3972685	C5
chr5.4049167.4049596	C1
chr5.4098768.4098955	C3
chr5.4101722.4101951	C6
chr5.4102077.4102720	C6
chr5.4188306.4188958	C4
chr5.4205252.4205660	C6
chr5.4208918.4209053	C3
chr5.4209245.4209311	C3
chr5.4209442.4209705	C10
chr5.4212527.4212672	C3
chr5.4230077.4230155	C10
chr5.4231318.4231441	C3
chr5.4245601.4245843	C4
chr5.4367389.4367677	C6
chr5.4371567.4371798	C3
chr5.4380012.4380131	C5
chr5.4388472.4388774	C5
chr5.4436838.4437100	C2
chr5.4487648.4487857	C10
chr5.4506645.4507054	C4
chr5.4536540.4536680	C3
chr5.4579786.4579898	C3
chr5.4607349.4608745	C6
chr5.4608870.4608983	C6
chr5.4638508.4638636	C6
chr5.4710553.4710733	C1
chr5.4729917.4729997	C1
chr5.4744281.4744396	C1
chr5.4753186.4753293	C9
chr5.4760940.4761160	C1
chr5.4770936.4771026	C3
chr5.4776453.4776815	C3
chr5.4804213.4804320	C1
chr5.4821686.4821846	C3
chr5.4864562.4864681	C3
chr5.4915653.4915750	C3
chr5.4924980.4925076	C3
chr5.4927010.4927312	C1
chr5.4939614.4939800	C1
chr5.4995375.4995560	C6
chr5.5041139.5041296	C10
chr5.5055069.5055133	C10
chr5.5058744.5058883	C3
chr5.5063508.5063573	C10
chr5.5063987.5064351	C4
chr5.5067664.5067729	C10
chr5.5075384.5075482	C15
chr5.5082945.5083114	C4
chr5.5083877.5083977	C10
chr5.5085745.5085967	C3
chr5.5104609.5104980	C3
chr5.5124492.5124642	C10
chr5.5128437.5128567	C15
chr5.5149750.5150148	C3
chr5.5168563.5169130	C3
chr5.5195496.5195891	C2
chr5.5232278.5232407	C6
chr5.5233731.5234887	C4
chr5.5235053.5235564	C6
chr5.5235979.5236093	C6
chr5.5236274.5236479	C6
chr5.5313937.5314232	C3
chr5.5326792.5326949	C3
chr5.5328590.5328722	C3
chr5.5367511.5367745	C3
chr5.5394910.5395304	C6
chr5.5395842.5396147	C6
chr5.5443017.5443183	C3
chr5.5464015.5464145	C2
chr5.5583042.5583297	C6
chr5.5604643.5604924	C6
chr5.5606097.5606241	C6
chr5.5622114.5622183	C10
chr5.5646111.5646304	C6
chr5.5690882.5690946	C15
chr5.5694842.5694957	C3
chr5.5723546.5723679	C9
chr5.5733829.5734025	C6
chr5.5790832.5791014	C2
chr5.5793094.5793213	C9
chr5.5793359.5793483	C2
chr5.5796734.5797596	C6
chr5.5821778.5822309	C3
chr5.5846565.5846740	C1
chr5.5875312.5875758	C1
chr5.5876654.5876781	C6
chr5.5901672.5902240	C2
chr5.6004488.6004618	C4
chr5.6033151.6033523	C3
chr5.6037755.6037870	C3
chr5.6118371.6118569	C12
chr5.6147075.6147593	C10
chr5.6157191.6157641	C6
chr5.6172536.6172667	C7
chr5.6209860.6210050	C6
chr5.6234860.6236954	C6
chr5.6271726.6271936	C3
chr5.6342887.6343019	C1
chr5.6346072.6346138	C6
chr5.6363127.6363256	C3
chr5.6392268.6392820	C10
chr5.6396283.6396971	C10
chr5.6397119.6397236	C3
chr5.6466671.6466816	C6
chr5.6467042.6467158	C2
chr5.6467766.6467973	C2
chr5.6471855.6471996	C2
chr5.6472182.6472350	C2
chr5.6493810.6494005	C6
chr5.6497454.6497564	C3
chr5.6509589.6509805	C3
chr5.6542392.6542668	C3
chr5.6551864.6552024	C3
chr5.6611113.6611642	C2
chr5.6618147.6618313	C1
chr5.6638434.6638860	C1
chr5.6679735.6679798	C3
chr5.6772788.6772976	C3
chr5.6871901.6872031	C6
chr5.6872564.6872862	C6
chr5.6887020.6887383	C6
chr5.6887519.6887743	C6
chr5.6887939.6888745	C6
chr5.7046754.7046906	C9
chr5.7076760.7077110	C10
chr5.7107901.7109877	C2
chr5.7114308.7114609	C2
chr5.7124597.7125043	C8
chr5.7324366.7324521	C3
chr5.7331558.7331859	C10
chr5.7369791.7369920	C6
chr5.7408574.7408680	C6
chr5.7460959.7461612	C3
chr5.7472590.7472659	C1
chr5.7475782.7475944	C10
chr5.7479869.7480189	C11
chr5.7584093.7584347	C3
chr5.7584584.7585190	C3
chr5.7606489.7606582	C3
chr5.7632142.7632372	C8
chr5.7640858.7640962	C1
chr5.7878086.7878150	C3
chr5.8035823.8036023	C3
chr5.8037180.8037367	C3
chr5.8039111.8039215	C3
chr5.8039368.8039436	C3
chr5.8179242.8179454	C2
chr5.8289053.8289568	C6
chr5.8302400.8302708	C3
chr5.8305558.8305730	C10
chr5.8316413.8316945	C6
chr5.8362638.8362768	C2
chr5.8365272.8365384	C3
chr5.8534823.8534939	C1
chr5.8750309.8750617	C10
chr5.8750747.8750966	C3
chr5.8751043.8751141	C3
chr5.8818708.8818835	C3
chr5.8822616.8822978	C9
chr5.8840595.8841152	C4
chr5.8850737.8851596	C14
chr5.8883281.8883430	C6
chr5.8894213.8894305	C6
chr5.8929277.8929340	C1
chr5.8974445.8974577	C12
chr5.9002666.9003141	C6
chr5.9032678.9032922	C3
chr5.9043317.9043849	C3
chr5.9099250.9099442	C6
chr5.9099693.9100282	C6
chr5.9123656.9123806	C3
chr5.9146474.9146798	C3
chr5.9146887.9146981	C3
chr5.9160060.9160623	C9
chr5.9165749.9165853	C4
chr5.9238112.9238193	C1
chr5.9272935.9272998	C4
chr5.9404755.9404959	C6
chr5.9488983.9489091	C7
chr5.9525444.9525755	C3
chr5.9546675.9546910	C9
chr5.9615709.9615778	C6
chr5.9654306.9654766	C6
chr5.9654964.9655619	C6
chr5.9663064.9663365	C2
chr5.9666978.9667151	C3
chr5.9714714.9715533	C1
chr5.9834131.9834331	C2
chr5.9904269.9904345	C1
chr5.9929367.9929767	C7
chr5.9936771.9936840	C3
chr5.9973993.9974117	C3
chr5.9998651.9998753	C3
chr5.10037782.10038259	C6
chr5.10127214.10128030	C6
chr5.10131915.10132417	C1
chr5.10191948.10193372	C5
chr5.10205532.10205701	C11
chr5.10277501.10277763	C6
chr5.10280812.10280996	C2
chr5.10286601.10286703	C1
chr5.10299142.10299897	C8
chr5.10312344.10312468	C2
chr5.10386306.10387038	C1
chr5.10536585.10536870	C3
chr5.10539736.10539914	C2
chr5.10564973.10565150	C3
chr5.10589866.10590475	C10
chr5.10636308.10636393	C3
chr5.10643499.10643634	C1
chr5.10648864.10648995	C1
chr5.10649172.10649334	C1
chr5.10664396.10664547	C3
chr5.10872818.10872940	C3
chr5.10965394.10965509	C6
chr5.10965634.10966150	C6
chr5.10983134.10983351	C1
chr5.11271062.11271302	C3
chr5.11318160.11318596	C2
chr5.11329599.11330366	C6
chr5.11355753.11355870	C2
chr5.11382775.11382918	C3
chr5.11390957.11391060	C3
chr5.11402914.11403052	C1
chr5.11423271.11424398	C1
chr5.11424584.11424720	C1
chr5.11558708.11558788	C3
chr5.11567912.11569660	C1
chr5.11570145.11571610	C1
chr5.11571800.11572098	C1
chr5.11572195.11572286	C3
chr5.11572803.11572920	C1
chr5.11655312.11655493	C3
chr5.11676921.11677092	C3
chr5.11682573.11682682	C1
chr5.11699033.11699111	C3
chr5.11700561.11700672	C3
chr5.11715451.11715534	C10
chr5.11777207.11777834	C5
chr5.11927457.11927752	C3
chr5.11950034.11950138	C1
chr5.11986018.11986235	C3
chr5.12132493.12132633	C6
chr5.12133842.12134087	C1
chr5.12157640.12157759	C3
chr5.12168561.12170255	C13
chr5.12170370.12170461	C13
chr5.12237371.12237478	C12
chr5.12255547.12255714	C6
chr5.12275341.12275875	C14
chr5.12310862.12311734	C6
chr5.12313713.12313801	C11
chr5.12319443.12319563	C3
chr5.12371520.12371674	C4
chr5.12371870.12372036	C4
chr5.12394894.12395404	C5
chr5.12403040.12403144	C10
chr5.12444287.12444544	C3
chr5.12448533.12448825	C2
chr5.12463498.12463792	C6
chr5.12577996.12578089	C11
chr5.12616974.12617038	C3
chr5.12617473.12617560	C10
chr5.12658666.12658884	C6
chr5.12659018.12659293	C6
chr5.12719849.12721060	C6
chr5.12869537.12869669	C10
chr5.12869754.12870037	C10
chr5.12944424.12944589	C7
chr5.13110441.13110589	C4
chr5.13116956.13117080	C6
chr5.13137752.13137855	C3
chr5.13143097.13144074	C6
chr5.13173467.13173618	C5
chr5.13175315.13175518	C12
chr5.13196368.13196567	C1
chr5.13216830.13217102	C1
chr5.13300052.13300204	C3
chr5.13302061.13302252	C1
chr5.13346477.13346556	C3
chr5.13412363.13413176	C1
chr5.13416033.13416190	C1
chr5.13433513.13433687	C7
chr5.13440090.13440237	C5
chr5.13524088.13524380	C10
chr5.13546913.13547014	C3
chr5.13612883.13613032	C3
chr5.13617122.13617639	C5
chr5.13618869.13618966	C3
chr5.13639015.13639115	C7
chr5.13647505.13647665	C3
chr5.13742627.13742863	C1
chr5.13784520.13785024	C5
chr5.13858701.13858783	C3
chr5.13872279.13872449	C2
chr5.13902592.13902696	C1
chr5.13975774.13976200	C6
chr5.14036960.14037075	C6
chr5.14037273.14037695	C6
chr5.14037834.14038001	C6
chr5.14097215.14097481	C6
chr5.14188808.14189191	C3
chr5.14206125.14206214	C1
chr5.14231826.14231925	C9
chr5.14247473.14247903	C8
chr5.14333865.14333976	C10
chr5.14354176.14354247	C1
chr5.14390156.14390265	C3
chr5.14404598.14404716	C1
chr5.14430214.14430298	C3
chr5.14495023.14495087	C10
chr5.14547448.14547553	C6
chr5.14547796.14548329	C6
chr5.14574211.14574355	C6
chr5.14574469.14574710	C6
chr5.14580020.14580221	C3
chr5.14585601.14585666	C3
chr5.14601852.14602965	C6
chr5.14628022.14628148	C3
chr5.14674770.14675157	C3
chr5.14774196.14774337	C10
chr5.14884883.14884987	C3
chr5.14984941.14985029	C3
chr5.14989827.14990008	C1
chr5.15024570.15024728	C6
chr5.15070082.15070170	C3
chr5.15097693.15097793	C1
chr5.15099940.15100003	C2
chr5.15198969.15199082	C4
chr5.15225735.15225832	C14
chr5.15253202.15253342	C10
chr5.15263068.15263345	C3
chr5.15284237.15284502	C2
chr5.15327871.15328146	C6
chr5.15387358.15387537	C3
chr5.15455595.15455691	C3
chr5.15461637.15461734	C12
chr5.15462742.15463168	C6
chr5.15486764.15486926	C1
chr5.15495255.15495480	C6
chr5.15495632.15495768	C6
chr5.15495830.15496093	C6
chr5.15496240.15496387	C6
chr5.15569041.15569107	C1
chr5.15724438.15724677	C2
chr5.15776490.15776788	C3
chr5.15816109.15816187	C3
chr5.15822571.15823012	C6
chr5.15886551.15887678	C5
chr5.15916660.15917000	C3
chr5.15929554.15929640	C10
chr5.15945676.15947059	C11
chr5.15947837.15948125	C9
chr5.15951843.15951910	C14
chr5.16010024.16010466	C3
chr5.16035251.16035451	C2
chr5.16048883.16049047	C6
chr5.16065069.16065338	C6
chr5.16065433.16065935	C6
chr5.16069148.16069266	C10
chr5.16149172.16149518	C2
chr5.16170725.16171153	C2
chr5.16222653.16222750	C1
chr5.16240730.16241071	C2
chr5.16249546.16249685	C6
chr5.16268613.16268851	C6
chr5.16296382.16296529	C10
chr5.16367766.16367926	C6
chr5.16371474.16374259	C2
chr5.16461879.16462000	C3
chr5.16493282.16493376	C3
chr5.16515153.16515625	C3
chr5.16516931.16517055	C4
chr5.16517265.16517438	C6
chr5.16523326.16523652	C6
chr5.16527642.16527733	C3
chr5.16562142.16562619	C3
chr5.16586846.16587006	C6
chr5.16587652.16587767	C6
chr5.16588352.16588472	C10
chr5.16595417.16595981	C6
chr5.16607654.16607764	C2
chr5.16633472.16633584	C3
chr5.16643589.16644104	C2
chr5.16644915.16645257	C3
chr5.16694889.16695786	C4
chr5.16699726.16699839	C6
chr5.16726320.16727551	C4
chr5.16847948.16848031	C14
chr5.16849904.16849982	C12
chr5.16908929.16909370	C3
chr5.16926467.16926546	C1
chr5.17003851.17004218	C2
chr5.17008375.17010080	C2
chr5.17020253.17020698	C9
chr5.17025773.17025866	C1
chr5.17107007.17107141	C3
chr5.17132841.17133321	C1
chr5.17195248.17195572	C3
chr5.17249864.17251234	C4
chr5.17255006.17255443	C3
chr5.17278579.17278819	C3
chr5.17487266.17487444	C9
chr5.17541547.17541953	C5
chr5.17595116.17595187	C3
chr5.17629110.17629333	C6
chr5.17629450.17629578	C6
chr5.17637487.17637929	C2
chr5.17652385.17652602	C1
chr5.17701583.17701777	C2
chr5.17709994.17710125	C6
chr5.17730901.17730975	C1
chr5.17739055.17739581	C2
chr5.17779543.17779680	C5
chr5.17798250.17798357	C2
chr5.17893921.17894234	C14
chr5.17931592.17931767	C3
chr5.17978658.17978866	C3
chr5.17981991.17982103	C3
chr5.18184718.18184877	C3
chr5.18212275.18212861	C3
chr5.18245179.18245242	C1
chr5.18320950.18321023	C1
chr5.18363930.18364017	C10
chr5.18387967.18388414	C6
chr5.18407724.18407836	C3
chr5.18477264.18477524	C3
chr5.18601827.18602277	C3
chr5.18606110.18606451	C3
chr5.18615562.18615717	C1
chr5.18627010.18627333	C3
chr5.18640686.18640801	C2
chr5.18651701.18651781	C3
chr5.18652701.18652875	C3
chr5.18665150.18665352	C3
chr5.18697465.18697583	C6
chr5.18720722.18720868	C6
chr5.18722843.18723124	C3
chr5.18748533.18748863	C14
chr5.18768555.18768802	C6
chr5.18878617.18878886	C3
chr5.18966932.18967167	C11
chr5.19002926.19003289	C8
chr5.19011671.19011744	C1
chr5.19021560.19022094	C2
chr5.19024846.19025144	C6
chr5.19025733.19025907	C2
chr5.19043396.19044628	C6
chr5.19049171.19049920	C2
chr5.19054377.19055464	C2
chr5.19064022.19064087	C3
chr5.19169619.19169685	C15
chr5.19195340.19195461	C1
chr5.19222445.19222564	C3
chr5.19281649.19281816	C1
chr5.19394592.19394727	C6
chr5.19415994.19416375	C10
chr5.19441318.19441445	C3
chr5.19540736.19540868	C9
chr5.19559225.19559457	C2
chr5.19581706.19582103	C10
chr5.19653625.19653697	C3
chr5.19721332.19721413	C3
chr5.19721559.19721766	C3
chr5.19738563.19738773	C6
chr5.19793598.19793745	C6
chr5.19854057.19855589	C13
chr5.19862947.19863151	C10
chr5.19867397.19867516	C3
chr5.19903659.19903758	C1
chr5.19921212.19921306	C2
