peak	cluster
6.46000087.46000674	C1
6.46131955.46132296	C2
6.46158314.46158848	C1
6.46216949.46217188	C3
6.46280675.46282197	C1
6.46288461.46288781	C5
6.46300461.46300715	C3
6.46516941.46517205	C5
6.46612785.46613400	C3
6.46617915.46618289	C3
6.46700076.46700969	C5
6.46707993.46709963	C4
6.46712770.46713571	C5
6.46714708.46715378	C5
6.46718420.46718657	C2
6.46719775.46720721	C2
6.46725888.46726258	C4
6.46772298.46772572	C3
6.46977287.46977499	C2
6.47092589.47092868	C2
6.47157730.47158180	C3
6.47169236.47171408	C3
6.47175445.47175732	C1
6.47218130.47218795	C5
6.47273710.47273960	C3
6.47292371.47293070	C1
6.47489704.47490155	C2
6.47505394.47505670	C2
6.47579759.47580105	C1
6.47608978.47609273	C3
6.47618337.47618673	C3
6.47641584.47642725	C1
6.47665998.47667138	C4
6.47712945.47713373	C3
6.47743609.47744149	C2
6.47757072.47757460	C2
6.47759722.47760222	C2
6.47903001.47903292	C2
6.48144902.48145504	C1
6.48157976.48158290	C3
6.48169866.48170180	C2
6.48212391.48212714	C3
6.48228891.48229163	C3
6.48230361.48230620	C1
6.48253155.48253484	C1
6.48361437.48361728	C1
6.48381139.48381499	C2
6.48440634.48441023	C3
6.48464098.48464554	C4
6.48513557.48514027	C3
6.48558560.48558913	C3
6.48579708.48580059	C1
6.48641430.48642031	C2
6.48781639.48782054	C4
6.48798076.48798445	C5
6.48818945.48819227	C3
6.48822389.48823055	C1
6.48857054.48857477	C1
6.48874919.48875223	C2
6.48933246.48933463	C5
6.48963852.48964395	C3
6.49140264.49140556	C5
6.49267538.49268137	C4
6.49273431.49273693	C2
6.49442052.49442319	C5
6.49595098.49595337	C4
6.49691931.49693564	C3
6.49714096.49714386	C3
6.49740378.49740589	C1
6.49789461.49789728	C5
6.49863054.49863279	C1
6.49969562.49970521	C1
6.50041414.50043038	C3
6.50053015.50054294	C3
6.50057358.50059083	C3
6.50082461.50082759	C2
6.50106001.50107361	C3
6.50109539.50110723	C3
6.50118307.50118687	C3
6.50157747.50157970	C1
6.50170805.50171055	C2
6.50202773.50203076	C1
6.50230581.50231776	C4
6.50236697.50237109	C2
6.50249188.50249719	C5
6.50252507.50252837	C3
6.50268501.50268816	C3
6.50314741.50315372	C3
6.50318613.50319191	C3
6.50405553.50406047	C3
6.50422358.50422989	C2
6.50433918.50434135	C2
6.50460661.50461196	C1
6.50558544.50559119	C3
6.50623866.50624121	C5
6.50626344.50626658	C4
6.50670429.50670636	C3
6.50686852.50687137	C3
6.50738003.50738393	C4
6.50759492.50760157	C2
6.50765836.50766100	C1
6.50769365.50769995	C3
6.50917503.50917892	C3
6.50949111.50949382	C2
6.50951991.50952265	C2
6.50969608.50970223	C3
6.51102025.51105217	C3
6.51110297.51110746	C3
6.51139859.51140296	C3
6.51149698.51150210	C2
6.51172765.51173507	C3
6.51177546.51177982	C1
6.51184065.51184486	C2
6.51207358.51207975	C3
6.51209111.51209484	C3
6.51409450.51409776	C3
6.51422520.51422814	C3
6.51466694.51466939	C3
6.51495882.51496634	C2
6.51500495.51500720	C3
6.51541275.51541585	C5
6.51604888.51605373	C3
6.51666335.51666991	C3
6.51709429.51709938	C3
6.51863538.51864197	C5
6.51876744.51877076	C3
6.51889186.51889529	C3
6.51907495.51907811	C3
6.51910961.51911495	C3
6.51913690.51914158	C3
6.51929775.51930053	C1
6.51946563.51947048	C1
6.51947528.51947908	C1
6.51954188.51954659	C3
6.51972692.51973168	C3
6.51985201.51985630	C3
6.52019222.52019613	C3
6.52061705.52062042	C3
7.99496.99933	C3
7.173567.173857	C5
7.181559.181874	C3
7.270433.271064	C3
7.280365.280998	C3
7.284881.285091	C3
7.306385.307075	C3
7.377345.377886	C1
7.401763.402830	C1
7.477190.477497	C1
7.605654.605885	C3
7.609007.609448	C2
7.653176.654721	C4
7.661342.661678	C2
7.726936.727581	C1
7.742337.742690	C3
7.926539.927238	C2
7.933410.934134	C2
7.954823.955128	C3
7.1012788.1013413	C2
7.1055681.1056032	C3
7.1086878.1087337	C2
7.1088401.1088840	C2
7.1111007.1111728	C5
7.1112273.1112750	C4
7.1115087.1115836	C1
7.1382754.1382981	C5
7.1424584.1424853	C3
7.1493364.1493767	C1
7.1513203.1514068	C4
7.1839231.1839467	C1
7.1846124.1846366	C1
7.1890409.1891088	C3
7.1944133.1944392	C5
7.1992480.1992699	C2
7.2030577.2031002	C5
7.2103253.2103951	C5
7.2126246.2126968	C1
7.2137120.2137330	C3
7.2285512.2285767	C3
7.2326734.2327222	C3
7.2377513.2377920	C3
7.2388705.2388981	C1
7.2389607.2390006	C3
7.2408961.2409255	C5
7.2463538.2463761	C1
7.2471803.2472148	C3
7.2575748.2576244	C1
7.2667464.2667690	C2
7.2708770.2709035	C5
7.2761044.2761672	C4
7.2762439.2762713	C5
7.2839750.2840139	C3
7.2978831.2979735	C5
7.3060822.3061440	C5
7.3114921.3115328	C5
7.3135211.3135459	C2
7.3309927.3310621	C3
7.3313921.3314215	C2
7.3315254.3316031	C2
7.3420965.3421240	C3
7.3500484.3500959	C5
7.3534402.3534632	C1
7.3660832.3661455	C4
7.3808321.3808699	C3
7.3852875.3853982	C2
7.3864702.3865130	C3
7.3878528.3879005	C3
7.4108412.4108813	C4
7.4222041.4222395	C3
7.4589714.4590092	C3
7.5077173.5078866	C2
7.5109971.5110268	C1
7.5390155.5390475	C5
7.6733739.6734153	C4
7.6839850.6840212	C1
7.7717650.7718366	C5
7.7934135.7934574	C3
7.8958857.8959242	C3
7.9496808.9497100	C2
7.9601457.9601994	C1
7.11831517.11832010	C4
7.13600454.13600823	C1
7.17334991.17335359	C3
7.17744972.17745199	C1
7.18713508.18713717	C3
7.19607855.19608396	C3
7.19778057.19779611	C5
7.21491458.21491848	C5
7.21493415.21494343	C5
7.22962442.22962878	C3
7.23817645.23817956	C2
7.27549807.27550188	C2
7.28171667.28171932	C3
7.28540876.28541120	C3
7.31113099.31113533	C4
7.32359741.32362184	C2
7.33516936.33517316	C3
7.35816281.35816750	C5
7.36034993.36035486	C5
7.36555938.36556224	C2
7.36827543.36828194	C1
7.38580100.38580575	C2
7.39794423.39794667	C1
7.40835295.40835617	C5
7.41143800.41144332	C3
7.41400413.41400911	C2
7.44473023.44473316	C3
7.45557697.45557914	C4
7.45630215.45630582	C1
7.47090568.47091123	C1
7.47325779.47326076	C1
7.47343134.47343808	C1
7.49608598.49609676	C3
7.49621978.49622524	C3
7.49892211.49892715	C3
7.51688042.51688292	C5
7.51698674.51699065	C3
7.51913402.51913852	C3
7.51947331.51947635	C3
7.52128386.52128711	C2
7.52149463.52149725	C3
7.52214124.52216836	C3
7.52296021.52296433	C3
7.52297410.52297684	C4
7.53467389.53467809	C2
7.53752940.53754233	C3
7.54019682.54020197	C4
7.54174828.54175438	C5
7.54267579.54267928	C3
7.54283347.54283573	C3
7.54644114.54644334	C4
7.54745936.54746206	C3
7.54947872.54948374	C2
7.55274897.55275201	C3
7.55325904.55326191	C4
7.55410470.55411087	C1
7.55503127.55503815	C3
7.55505757.55506745	C3
7.55513871.55514238	C2
7.55530786.55531295	C5
7.55534984.55535452	C4
7.55664015.55664415	C3
7.55678501.55678718	C1
7.55840676.55841430	C2
7.55857941.55858321	C2
7.56188402.56188806	C3
7.56217999.56218268	C2
7.56225691.56225950	C3
7.56369105.56369364	C1
7.56644139.56644495	C3
7.56676903.56677360	C3
7.56682113.56682949	C1
7.56683474.56683893	C1
7.56686311.56686612	C1
7.56735128.56735458	C3
7.56889973.56890326	C5
7.57054056.57054553	C5
7.57087965.57088315	C1
7.57161547.57161860	C4
7.57195305.57195749	C3
7.57315760.57316080	C4
7.57671453.57671720	C2
7.57991748.57992110	C3
7.58065134.58065435	C3
7.58076565.58076801	C3
7.58078489.58079091	C2
7.58080593.58081129	C2
7.58147567.58147821	C1
7.58238270.58238709	C3
7.58331260.58331683	C2
7.58382559.58382984	C5
7.58562838.58563193	C3
7.58566968.58567258	C3
7.58730312.58730672	C3
7.59297975.59298525	C2
7.59379125.59379369	C3
7.59382733.59383084	C2
7.59397444.59397850	C3
7.59433468.59433900	C1
7.59505184.59505597	C1
7.59601467.59601939	C3
7.59605707.59607470	C3
7.59607930.59609369	C3
7.59835110.59835356	C3
7.59863725.59863964	C3
7.59879350.59879857	C1
7.59883231.59884041	C1
7.59940242.59940508	C3
7.59975785.59976329	C1
7.59991422.59992643	C1
7.59993039.59993738	C1
7.60156596.60156882	C3
7.60159706.60160175	C4
7.60253693.60254164	C3
7.60279933.60280166	C1
7.60283625.60283850	C2
7.60422800.60423445	C3
7.60904561.60905188	C5
7.60921266.60921689	C3
7.60923319.60923893	C4
7.61171401.61171679	C2
7.61385130.61385398	C4
7.61453073.61454012	C3
7.61675284.61675799	C5
7.61711068.61711740	C2
7.61729578.61730033	C3
7.61755374.61755729	C4
7.61811654.61812144	C2
7.61819811.61820060	C2
7.61872075.61872331	C3
7.61899643.61900285	C1
7.61903666.61904102	C3
7.61976021.61976744	C4
7.62038942.62039189	C1
7.62042337.62042993	C2
7.62137212.62138046	C2
7.62143100.62143526	C3
7.62190354.62190627	C2
7.62248552.62248988	C5
7.62428787.62429200	C1
7.62442214.62442499	C3
7.62487219.62487894	C3
7.62508235.62508510	C4
7.62539574.62540177	C3
7.62584482.62584996	C3
7.62588010.62588413	C2
7.62597767.62598073	C2
7.62614619.62615126	C1
7.62650939.62651466	C2
7.62678016.62678229	C3
7.62708292.62708794	C1
7.62800769.62801086	C3
7.62927690.62927935	C5
7.62986636.62987208	C3
7.63029839.63030089	C3
7.63036558.63037037	C3
7.63042375.63043047	C2
7.63043782.63044631	C3
7.63047198.63047462	C3
7.63049362.63049851	C2
7.63088808.63089167	C3
7.63101646.63102045	C2
7.63137909.63138217	C2
7.63157666.63158317	C1
7.63203041.63203372	C3
7.63360838.63361181	C3
7.63386959.63387228	C3
7.63409441.63409809	C3
7.63506452.63507068	C2
7.63511114.63511412	C5
7.63513097.63513441	C5
7.63633057.63633589	C2
7.63690747.63691464	C3
7.63772658.63773475	C2
7.63927519.63927780	C3
7.63972606.63972900	C2
7.63975910.63976149	C4
7.64071639.64072010	C5
7.64125136.64126642	C4
7.64179276.64179672	C2
7.64291419.64291840	C3
7.64297866.64298254	C3
7.64314096.64314546	C3
7.64381567.64382040	C4
7.64398627.64398978	C1
7.64409248.64409633	C3
7.64551611.64552040	C5
7.64599751.64600274	C3
7.64640984.64641478	C3
7.64660205.64660467	C2
7.64680681.64680990	C1
7.64783301.64783532	C5
7.64834993.64835877	C3
7.64860055.64860640	C1
7.64880657.64881175	C2
7.64983852.64984160	C3
7.65231802.65232281	C3
7.65291330.65291539	C3
7.65340331.65340555	C5
7.65350290.65350521	C3
7.65419213.65419507	C4
7.65500719.65501243	C3
7.65535317.65535637	C1
7.65613527.65614004	C3
7.65642536.65642905	C3
7.65713808.65714418	C1
7.65829853.65830356	C1
7.65879399.65879776	C1
7.65882926.65883378	C3
7.65896344.65896894	C3
7.66062713.66063087	C5
7.66161842.66162248	C1
7.66181893.66182201	C3
7.66224305.66224589	C3
7.66278832.66279107	C3
7.66308338.66308638	C1
7.66334622.66334911	C2
7.66354911.66355413	C5
7.66370519.66370783	C1
7.66463506.66464127	C2
7.66499352.66499690	C3
7.66505519.66506042	C3
7.66604606.66605029	C2
7.66674677.66675173	C5
7.66694564.66695057	C3
7.66697456.66697875	C3
7.66726819.66727027	C2
7.66727704.66727965	C2
7.66748290.66748847	C1
7.66815108.66815545	C3
7.66948007.66948415	C3
7.66962206.66962658	C3
7.67039660.67040169	C2
7.67082733.67083172	C3
7.67133050.67133261	C3
7.67253898.67254375	C3
7.67257531.67258133	C2
7.67421637.67421939	C3
7.67451168.67451448	C1
7.67556652.67557107	C3
7.67625028.67625274	C2
7.67629171.67629580	C2
7.67636180.67636815	C2
7.67637312.67637869	C2
7.67786423.67786935	C2
7.67834305.67834840	C3
7.67879081.67879401	C3
7.67904859.67906099	C3
7.67916998.67917407	C3
7.67966008.67966516	C3
7.67995911.67996691	C3
7.68007745.68008026	C5
7.68012338.68012710	C5
7.68021869.68022107	C4
7.68022421.68023377	C4
7.68068089.68068351	C3
7.68073057.68073731	C2
7.68129864.68130387	C5
7.68136857.68137086	C1
7.68277546.68277774	C5
7.68303011.68303306	C3
7.68350867.68351605	C3
7.68358723.68359024	C1
7.68399271.68399836	C3
7.68460021.68460543	C3
8.92671.93129	C3
8.103501.104044	C5
8.107985.108463	C3
8.127647.127871	C5
8.173167.173570	C3
8.192077.193225	C3
8.422175.422494	C1
8.427090.427693	C5
8.448936.449326	C2
8.616796.617059	C3
8.670209.670488	C2
8.757970.758345	C3
8.768042.768335	C3
8.811226.811520	C1
8.897696.898110	C3
8.935878.936573	C2
8.1084304.1085208	C5
8.1136138.1136430	C2
8.1389160.1389620	C4
8.1390075.1390531	C4
8.1512593.1513472	C4
8.1549032.1549633	C4
8.1606984.1607462	C3
8.1611517.1611848	C3
8.1628047.1628364	C3
8.1653462.1653703	C2
8.1682407.1683162	C2
8.1788249.1789470	C1
8.1872598.1873250	C5
8.1874804.1875180	C5
8.1892098.1892407	C2
8.2005799.2006066	C3
8.2088241.2088475	C3
8.2152581.2152830	C5
8.2210685.2211398	C4
8.2383475.2383854	C5
8.2447652.2448134	C3
8.2463355.2463809	C3
8.2531035.2531355	C2
8.2584363.2584664	C3
8.2636017.2636298	C2
8.2687051.2687398	C3
8.2750055.2750465	C3
8.2769872.2770303	C3
8.2772938.2773376	C1
8.2833142.2833710	C3
8.2838443.2838817	C1
8.2844198.2845562	C1
8.2895532.2895832	C1
8.2907262.2907540	C3
8.2915396.2915790	C1
8.2937661.2938319	C1
8.3004801.3005240	C3
8.3123441.3123818	C1
8.3291708.3292375	C3
8.3472277.3472592	C3
8.3614394.3614602	C3
8.4461827.4462472	C2
8.4576868.4577106	C4
8.5169315.5169709	C3
8.6564698.6564938	C3
8.6938116.6938363	C4
8.7181625.7181896	C4
8.7185756.7186072	C2
8.7188007.7188393	C1
8.8432662.8433070	C3
8.8436303.8437678	C3
8.8439053.8440379	C2
8.8506500.8506831	C1
8.8837984.8838354	C4
8.8839046.8839389	C1
8.9275960.9276379	C3
8.15423538.15424024	C3
8.18989600.18989920	C3
8.23138746.23138980	C4
8.24912457.24912927	C4
8.24915518.24915962	C4
8.26496266.26496622	C1
8.26552217.26552603	C3
8.27787051.27787386	C5
8.28326118.28326566	C1
8.28452091.28452466	C3
8.29420426.29420674	C2
8.30929628.30929904	C5
8.31540439.31540745	C5
8.31945607.31945900	C4
8.32993858.32994117	C1
8.35106388.35106684	C3
8.36759163.36759655	C3
8.36948666.36949181	C3
8.37184920.37185253	C4
8.39141644.39142040	C5
8.39154624.39154871	C3
8.39780449.39780742	C3
8.40734735.40735309	C3
8.41236150.41236389	C4
8.44150618.44151003	C5
8.46960343.46960662	C4
8.47116589.47117020	C4
8.47599065.47599386	C3
8.47889861.47890478	C5
8.49206433.49207326	C3
8.49216440.49217180	C3
8.49268109.49268684	C2
8.49325919.49326550	C3
8.49957477.49958194	C4
8.50085439.50085931	C1
8.50118322.50118584	C3
8.50129317.50129885	C1
8.50829530.50829915	C1
8.50830539.50830774	C3
8.50974166.50974581	C4
8.51614312.51614631	C4
8.51620898.51621491	C4
8.51867759.51869407	C3
8.51869933.51870301	C3
8.51947784.51948037	C2
8.52063284.52065419	C2
8.52110885.52111213	C1
8.52734911.52735226	C4
8.52760277.52760543	C3
8.52905131.52905628	C4
8.53094711.53094957	C1
8.53331607.53333203	C3
8.53334197.53334717	C2
8.53466075.53466345	C3
8.53874630.53874879	C3
8.53922263.53922547	C3
8.54371706.54372158	C1
8.54420531.54420861	C3
8.54541669.54541921	C3
8.54699702.54699962	C1
8.54706855.54707465	C5
8.54710977.54711194	C5
8.54797682.54797953	C3
8.54857470.54857919	C2
8.55048963.55049234	C3
8.55140952.55141396	C3
8.55241820.55242655	C4
8.55384833.55385174	C3
8.55385628.55385854	C3
8.55449186.55449411	C2
8.55576817.55577159	C3
8.56267751.56268070	C3
8.56292965.56293223	C3
8.56369711.56370178	C3
8.56385668.56385959	C1
8.56408913.56409303	C1
8.56423968.56424221	C1
8.56493941.56494185	C2
8.56886758.56887195	C1
8.56894756.56895027	C3
8.56934189.56934744	C3
8.57112317.57112555	C5
8.57221167.57221634	C1
8.57298199.57298559	C1
8.57363098.57363419	C3
8.57428493.57429040	C2
8.57429718.57430781	C2
8.57442068.57442351	C3
8.57443245.57443599	C3
8.57465799.57466178	C2
8.57489894.57490320	C2
8.57784281.57784489	C5
8.57968787.57969139	C3
8.57969758.57970165	C3
8.57972416.57973371	C2
8.58102668.58103163	C3
8.58246044.58246316	C3
8.58307394.58307854	C3
8.58594840.58595080	C2
8.58680853.58681146	C1
8.58752880.58753317	C3
8.58787020.58787370	C2
8.58879101.58879351	C3
8.58979485.58979837	C2
8.59037880.59038138	C3
8.59083603.59084044	C3
8.59103922.59104606	C2
8.59227448.59227682	C3
8.59253173.59253465	C5
8.59254047.59254630	C2
8.60205247.60205508	C3
8.60232676.60232999	C4
8.60331033.60331500	C3
8.60587598.60588037	C3
8.60595090.60595470	C3
8.60749513.60750654	C2
8.60793203.60794084	C2
8.60922240.60922758	C1
8.60952589.60953056	C3
8.61036417.61037069	C4
8.61052666.61053045	C3
8.61326818.61327030	C3
8.61364837.61365261	C5
8.61389440.61389790	C3
8.61625258.61625603	C5
8.61673956.61674442	C5
8.61787626.61788064	C3
8.61827232.61827885	C1
8.61848881.61849099	C1
8.61887082.61887493	C3
8.61929392.61929614	C3
8.61958086.61958539	C3
8.61972323.61972650	C5
8.62000174.62000445	C3
8.62011026.62011350	C3
8.62036111.62036366	C5
8.62087589.62088118	C4
8.62112828.62113065	C2
8.62137074.62138118	C3
8.62175456.62175849	C3
8.62180534.62180955	C1
8.62185597.62186049	C1
8.62211952.62212351	C2
8.62259137.62260673	C3
8.62270026.62270455	C3
8.62374044.62374437	C1
8.62378105.62378740	C1
8.62405809.62406700	C5
8.62456265.62456483	C4
8.62460628.62461390	C2
8.62549774.62550002	C4
8.62557129.62558906	C4
8.62567619.62568398	C5
8.62616543.62616846	C4
8.62637109.62637571	C2
8.62648340.62650634	C4
8.62672132.62672341	C3
8.62715333.62715676	C3
8.62763078.62763549	C3
8.62821445.62821856	C1
8.62826565.62827082	C2
8.62841334.62841627	C3
8.62844973.62845463	C3
8.62937021.62937280	C2
8.63024854.63025289	C3
8.63038544.63039247	C1
8.63055131.63055460	C5
8.63165415.63166005	C1
8.63242219.63242462	C2
8.63280906.63281183	C2
8.63336824.63337068	C5
8.63363619.63364023	C3
8.63509744.63510398	C2
8.63540147.63540458	C2
8.63576681.63577111	C5
8.63639817.63640037	C3
8.63776759.63777049	C3
8.63906161.63906386	C5
8.64115783.64117720	C2
8.64129443.64129855	C3
8.64146564.64147125	C4
8.64206158.64206584	C2
8.64255998.64256214	C2
8.64274240.64274500	C3
8.64344553.64344822	C3
8.64390199.64390672	C1
8.64410431.64411343	C2
8.64441051.64441385	C3
8.64446450.64446817	C3
8.64449388.64449995	C3
8.64453217.64455943	C3
8.64503399.64503756	C3
8.64510445.64511341	C3
8.64591521.64591759	C5
8.64596122.64596354	C4
8.64636314.64636771	C3
8.64648402.64648846	C3
8.64688142.64688778	C3
8.64692039.64692436	C5
8.64701759.64702034	C3
8.64710827.64711061	C1
8.64743467.64743827	C5
8.64817710.64818072	C1
8.64820756.64821048	C2
8.64849093.64849362	C2
8.64884159.64884734	C3
8.64902385.64902883	C1
8.64916881.64917122	C3
8.65062797.65063005	C5
8.65115142.65115511	C3
8.65179486.65179698	C1
8.65192765.65193097	C3
8.65205929.65206217	C3
8.65284943.65285265	C2
8.65297005.65298219	C1
8.65308789.65309438	C4
8.65313800.65314008	C5
8.65350162.65350980	C3
8.65361222.65361537	C2
8.65435887.65436250	C3
8.65466446.65467221	C2
8.65621585.65621806	C1
8.65635519.65635967	C5
8.65637420.65638004	C1
8.65797618.65798285	C2
8.65808914.65809883	C2
8.65825327.65825571	C1
8.65893465.65894903	C5
8.65906518.65906865	C2
8.66037421.66037716	C3
8.66078827.66079063	C4
8.66083953.66084239	C2
8.66102267.66102869	C5
8.66249655.66250192	C4
8.66276500.66276784	C3
8.66292401.66292634	C4
8.66327572.66328031	C2
8.66383849.66384407	C5
8.66472935.66473173	C3
8.66495338.66495683	C1
8.66608157.66608424	C3
8.66682398.66682618	C3
8.66878537.66878759	C5
8.66937810.66938198	C1
8.66985937.66986182	C2
8.67027182.67027807	C2
8.67036504.67036838	C5
8.67080198.67080464	C1
8.67085275.67085505	C1
8.67185978.67186196	C3
8.67193043.67193946	C2
8.67275695.67275977	C3
8.67280833.67281084	C5
8.67296008.67296383	C3
8.67300096.67300602	C2
8.67320250.67320757	C3
8.67365752.67365984	C2
8.67370101.67370447	C2
8.67391637.67392039	C1
8.67393666.67394001	C1
8.67453034.67453688	C3
8.67455242.67455450	C1
8.67529829.67530071	C1
8.67536061.67536445	C3
8.67547854.67549265	C1
9.53589.54101	C4
9.120436.121811	C3
9.126326.127221	C2
9.240797.241279	C5
9.256257.256495	C1
9.320658.320871	C3
9.365940.366238	C3
9.417789.418348	C1
9.476530.476954	C3
9.478077.478794	C1
9.552830.553377	C5
9.605337.605567	C3
9.611013.611460	C1
9.686724.687277	C3
9.726547.726901	C3
9.814426.814690	C2
9.821438.821648	C2
9.901682.902335	C2
9.903951.904205	C3
9.915509.915940	C3
9.947148.947404	C1
9.958960.959263	C2
9.970564.971369	C1
9.1003801.1004892	C2
9.1057308.1057650	C3
9.1093410.1093777	C2
9.1147528.1147776	C1
9.1381604.1381995	C2
9.1385149.1385717	C2
9.1387328.1388853	C2
9.1433686.1433965	C4
9.1509709.1510243	C1
9.1510670.1510949	C1
9.1513765.1514022	C5
9.1522852.1523107	C1
9.1609091.1609320	C1
9.1610307.1610801	C1
9.1613041.1613334	C3
9.1705112.1705515	C3
9.1729065.1729849	C2
9.1740297.1741364	C2
9.1743203.1743628	C2
9.1744771.1744996	C2
9.1751306.1751734	C3
9.1768742.1769062	C3
9.1837133.1837389	C2
9.1924712.1924946	C2
9.1947050.1947848	C3
9.1987627.1988067	C3
9.2023190.2023588	C2
9.2025349.2025760	C2
9.2303665.2305496	C4
9.2341547.2341825	C3
9.2374585.2374889	C3
9.2417976.2418442	C5
9.2429891.2430892	C3
9.2438808.2439754	C3
9.2559688.2560302	C2
9.2745121.2745680	C3
9.3019931.3020169	C3
9.3162624.3163054	C3
9.3212502.3212809	C2
9.3487481.3487878	C3
9.3535361.3535817	C3
9.3573958.3574242	C2
9.3679453.3679677	C3
9.3721336.3722527	C4
9.3776527.3776789	C3
9.4068365.4070141	C1
9.4347979.4348376	C3
9.4367746.4368118	C2
9.4374851.4376422	C5
9.4384571.4385250	C5
9.4394500.4395130	C2
9.4463454.4464999	C3
9.4465659.4467452	C3
9.4468398.4469018	C3
9.4490617.4490903	C5
9.4508311.4509243	C2
9.4509733.4510041	C3
9.4511576.4512756	C2
9.4601913.4602316	C3
9.4608977.4610588	C3
9.4662040.4662275	C4
9.4665701.4666125	C3
9.4673849.4674223	C3
9.4779182.4779483	C1
9.4805511.4805723	C2
9.4851818.4852132	C3
9.4946556.4946908	C1
9.4977366.4977856	C2
9.4994476.4994958	C3
9.5130552.5131026	C5
9.5136391.5136753	C3
9.5172311.5172796	C4
9.5205395.5205627	C3
9.5227596.5227844	C3
9.5237791.5238069	C3
9.5375003.5375216	C5
9.5650722.5651395	C3
9.5717483.5717880	C3
9.5832520.5832763	C3
9.5874422.5875063	C5
9.5876326.5876708	C4
9.5894549.5895143	C3
9.6167769.6167981	C3
9.6405512.6405799	C3
9.6408448.6409264	C3
9.6961329.6961580	C1
9.7065681.7066144	C3
9.7209035.7209511	C4
9.7320772.7320992	C3
9.7341652.7342385	C5
9.7343255.7343528	C4
9.7409358.7411067	C4
9.7543061.7543290	C1
9.7568452.7568904	C3
9.7573950.7574194	C3
9.7574918.7576852	C3
9.7583767.7586846	C2
9.7587668.7588985	C2
9.8305440.8305927	C3
9.8320689.8321165	C3
9.8499491.8499784	C5
9.10673669.10673978	C4
9.10805137.10805357	C3
9.11144001.11144308	C4
9.11431433.11431921	C4
9.12662357.12662781	C4
9.13800657.13801179	C3
9.13833424.13833959	C2
9.14044988.14045363	C5
9.14663465.14663764	C3
9.15253448.15253942	C1
9.15333834.15334145	C4
9.18103840.18104446	C3
9.18342121.18342554	C3
9.18650201.18650584	C3
9.19436616.19437167	C3
9.24448685.24449082	C4
9.24464511.24464729	C1
9.24591266.24591640	C3
9.29206241.29206607	C3
9.29885202.29885538	C1
9.32134673.32135032	C1
9.35697681.35698071	C3
9.38658374.38658831	C3
9.40375437.40375720	C3
9.41057402.41057785	C4
9.42555317.42555657	C3
9.42574592.42574859	C3
9.42626993.42627341	C3
9.43552920.43553148	C1
9.43799213.43799664	C2
9.43805107.43805479	C3
9.43829909.43830253	C2
9.45162845.45163216	C1
9.45169988.45171831	C2
9.45602055.45602741	C1
9.46347495.46348877	C2
9.46432436.46432862	C3
9.48588157.48588410	C3
9.50934749.50935481	C3
9.51064590.51064803	C1
9.51173844.51174285	C3
9.51175186.51175772	C3
9.51176085.51176837	C3
9.51372155.51373115	C3
9.51375001.51375706	C2
9.51555982.51556193	C2
9.51561597.51561904	C2
9.51818715.51818996	C2
9.51821723.51822171	C2
9.53296570.53296911	C3
9.53303381.53303824	C3
9.54656186.54656563	C2
9.54745487.54745780	C4
9.54758079.54758319	C5
9.54760348.54760561	C4
9.55011178.55011879	C3
9.55013077.55015124	C3
9.56142395.56142764	C2
9.56469100.56469409	C2
9.56568551.56569323	C2
9.56590304.56590586	C1
9.56671452.56675095	C2
9.56677028.56677530	C2
9.56835325.56835598	C5
9.57435342.57435634	C3
9.57446781.57447269	C3
9.57473240.57473715	C3
9.57652548.57652858	C2
9.57939832.57940110	C3
9.57949925.57950231	C3
9.57955589.57956091	C2
9.57963235.57963462	C3
9.58137636.58138023	C1
9.58138451.58138864	C1
9.58200770.58201156	C1
9.58734437.58734943	C4
9.58786572.58786879	C2
9.58788095.58788738	C3
9.59070158.59070891	C1
9.59386424.59386643	C1
9.59472742.59473331	C3
9.59738146.59738418	C3
9.59743456.59743750	C3
9.59858374.59859378	C3
9.59994975.59995261	C1
9.60114053.60114602	C3
9.60120100.60120698	C3
9.60150896.60153800	C2
9.60173374.60174548	C1
9.60256404.60256717	C5
9.60268097.60269034	C2
9.60270682.60271197	C3
9.60272276.60272830	C5
9.60508973.60509647	C4
9.60513666.60514455	C4
9.60527947.60528307	C2
9.60592252.60592717	C3
9.61037571.61037886	C2
9.61103343.61103636	C5
9.61187176.61187828	C3
9.61937240.61937761	C3
9.61946881.61947459	C2
9.62106592.62106919	C2
9.62308975.62309237	C1
9.62630781.62631004	C5
9.62937667.62938128	C1
9.62956559.62956822	C5
9.62971233.62971624	C5
9.63150586.63151022	C3
9.63161024.63161724	C2
9.63163358.63164143	C2
9.63164452.63165221	C2
9.63166038.63166447	C2
9.63171398.63172489	C2
9.63179874.63180249	C2
9.63185337.63186482	C2
9.63186916.63188692	C2
9.63198933.63199142	C3
9.63202824.63203152	C1
9.63274788.63275247	C4
9.63369855.63370662	C3
9.63414956.63415226	C3
9.63436589.63437005	C3
9.63442239.63442667	C3
9.63454777.63455076	C2
9.63582661.63583184	C3
9.63716698.63717091	C2
9.63734573.63734799	C3
9.63787546.63787798	C3
9.63862117.63862432	C3
9.63896899.63897351	C3
9.63919849.63920427	C3
9.64031226.64031508	C2
9.64043919.64044168	C2
9.64045372.64046000	C2
9.64073520.64074201	C2
9.64075859.64077354	C2
9.64087462.64087751	C2
9.64114940.64115583	C3
9.64153835.64154805	C3
