Orthogroup,MpTak_v6.1r1.protein,Athaliana_447_Araport11.protein
OG0006898,Mp2g20920.1,AT1G06720
OG0006899,Mp3g12780.1,AT1G78560
OG0006902,"Mp4g06950.2, Mp4g06950.1",AT1G22800
OG0006903,Mp8g15980.1,AT1G29320
OG0006904,"Mp1g29790.2, Mp1g29790.1",AT1G66510
OG0006905,"Mp4g20660.2, Mp4g20660.1",AT1G33270
OG0006906,Mp5g24040.1,"AT1G51390, AT3G20970"
OG0006907,Mp5g22480.1,AT1G80380
OG0006908,Mp1g08100.1,AT1G11780
OG0006909,Mp2g10930.1,"AT3G05260, AT1G54870"
OG0006910,Mp1g06430.1,"AT1G19750, AT1G27840"
OG0006911,Mp7g09610.1,AT1G30130
OG0006913,Mp8g18020.1,AT1G65320
OG0006914,Mp3g00560.1,AT1G48850
OG0006915,Mp1g15870.1,"AT1G50950, AT3G20560"
OG0006916,Mp3g19400.1,AT1G18335
OG0006917,Mp7g08950.1,AT1G68660
OG0006918,"Mp6g12540.2, Mp6g12540.1",AT1G70630
OG0006919,"Mp7g12540.2, Mp7g12540.1",AT1G13690
OG0006921,Mp2g03930.1,AT1G14000
OG0006922,Mp1g19420.1,AT1G79150
OG0006923,Mp1g14820.1,AT1G28100
OG0006924,"Mp6g05580.1, Mp6g05580.2",AT1G59760
OG0006925,Mp6g03580.1,AT1G14850
OG0006926,Mp4g02250.1,AT1G48380
OG0006927,Mp4g21830.1,AT1G10510
OG0006928,Mp4g09150.1,"AT1G55930, AT3G13070"
OG0006930,Mp1g26600.1,AT1G77090
OG0006931,Mp1g25280.1,AT1G03330
OG0006932,Mp6g15050.1,AT1G78620
OG0006933,Mp5g04780.1,"AT1G71370, AT5G05450"
OG0006934,Mp6g04260.1,AT1G08520
OG0006936,"Mp1g11680.1, Mp1g11680.2",AT1G09340
OG0006937,"Mp3g24660.2, Mp3g24660.1",AT1G17410
OG0006938,Mp1g01780.1,AT1G77290
OG0006939,Mp4g03860.1,AT1G01180
OG0006940,Mp2g14060.1,AT1G63770
OG0006941,Mp6g12560.1,AT1G16900
OG0006942,Mp3g21700.1,"AT1G50490, AT3G20060"
OG0006943,Mp3g04800.1,AT1G16720
OG0006946,"Mp7g18390.1, Mp7g18390.2",AT1G50240
OG0006947,Mp8g10030.1,AT1G21600
OG0006948,Mp3g05550.1,AT1G71790
OG0006949,Mp7g07780.1,"AT1G67460, AT1G67440"
OG0006951,Mp4g23930.1,AT1G55480
OG0006953,Mp5g13260.1,AT1G47278
OG0006954,"Mp7g06140.1, Mp7g06110.1",AT1G53670
OG0006956,Mp8g12730.1,AT1G67740
OG0006957,Mp8g03010.1,AT1G19600
OG0006958,"Mp4g04030.1, Mp4g04030.2",AT1G53345
OG0006959,Mp6g17670.1,AT1G78770
OG0006960,Mp4g20260.1,AT1G80350
OG0006962,Mp1g22820.1,AT1G69740
OG0006963,Mp2g14080.1,AT1G60170
OG0006964,Mp1g18940.1,AT1G07320
OG0006965,Mp3g01280.1,"AT5G10330, AT1G71920"
OG0006966,Mp7g02600.1,AT1G76065
OG0006967,Mp2g19950.1,AT1G61770
OG0006968,Mp7g14820.1,AT1G63900
OG0006969,"Mp2g23970.1, Mp2g23970.2",AT1G66730
OG0006970,"Mp4g15540.2, Mp4g15540.1",AT1G09230
OG0006971,"Mp1g01290.1, Mp1g01290.2",AT1G06900
OG0006972,Mp1g22860.1,AT1G14030
OG0006974,"Mp4g04560.2, Mp4g04560.1",AT1G33390
OG0006975,Mp8g11270.1,AT1G73990
OG0006976,"Mp1g11610.2, Mp1g11610.1",AT1G13680
OG0006977,Mp1g28560.1,AT1G47750
OG0006978,Mp6g20190.1,AT1G47330
OG0006979,Mp2g05610.1,AT1G69390
OG0006981,Mp5g18320.1,AT1G31220
OG0006983,Mp5g10140.1,AT1G31660
OG0006984,"Mp3g23320.1, Mp3g23320.2",AT1G17680
OG0006985,"Mp1g05740.2, Mp1g05740.1",AT1G05055
OG0006986,Mp5g14850.1,AT1G74640
OG0006987,Mp8g17640.1,AT1G44170
OG0006988,Mp1g16990.1,AT1G72440
OG0006989,"Mp5g14540.2, Mp5g14540.1",AT1G60550
OG0006990,"Mp1g29810.1, Mp1g29810.2",AT1G56230
OG0006991,Mp4g19730.1,"AT5G38600, AT1G67210"
OG0006992,Mp1g10200.1,AT1G67785
OG0006993,Mp1g00110.1,AT1G04945
OG0006994,Mp1g09250.1,AT1G03030
OG0006995,Mp4g19600.1,AT1G29900
OG0006996,Mp2g21540.1,AT1G11880
OG0006997,Mp1g06010.1,AT1G32520
OG0006999,Mp6g21500.1,AT1G79440
OG0007000,"Mp4g20870.1, Mp4g20870.2",AT1G67140
OG0007001,Mp3g21330.1,AT1G50910
OG0007002,Mp3g16660.1,AT1G80460
OG0007005,Mp3g14020.1,AT1G48160
OG0007006,Mp2g07600.1,AT1G61570
OG0007007,Mp4g11860.1,"AT1G78540, AT1G17040"
OG0007009,"Mp6g05530.1, Mp6g05530.2",AT1G32500
OG0007010,Mp7g02690.1,AT1G03687
OG0007012,Mp3g09840.1,AT1G17220
OG0007013,"Mp1g11740.2, Mp1g11740.1",AT1G06110
OG0007014,Mp1g19570.1,AT1G47830
OG0007015,Mp3g04260.1,AT1G01880
OG0007017,Mp2g10260.1,AT1G70570
OG0007018,Mp4g23460.1,AT1G67280
OG0007019,Mp1g05340.1,AT1G74030
OG0007021,"Mp4g16870.2, Mp4g16870.1",AT1G72030
OG0007022,Mp1g19780.1,AT1G67660
OG0007023,"Mp6g16240.2, Mp6g16240.1",AT1G70150
OG0007024,Mp6g18500.1,AT1G06470
OG0007026,Mp3g19900.1,AT1G17850
OG0007028,Mp1g04500.1,AT1G75690
OG0007029,Mp6g17420.1,"AT1G13450, AT3G25990"
OG0007031,Mp2g25440.1,"AT1G54210, AT3G13970"
OG0007032,Mp2g02840.1,AT1G78915
OG0007033,Mp1g20750.1,AT1G71990
OG0007034,Mp1g10310.1,AT1G09770
OG0007035,Mp5g06450.1,AT1G20770
OG0007036,Mp5g16190.1,AT1G51610
OG0007037,"Mp1g16150.1, Mp1g16150.2",AT1G73350
OG0007038,"Mp7g13450.1, Mp7g13450.2",AT1G67420
OG0007039,Mp7g05690.1,AT1G48130
OG0007041,Mp1g21370.1,AT1G35530
OG0007042,Mp1g04100.1,"AT1G67770, AT3G26120"
OG0007043,Mp8g08130.1,AT1G71840
OG0007044,"Mp4g22610.2, Mp4g22610.1",AT1G63610
OG0007045,Mp3g17410.1,AT1G03475
OG0007046,Mp3g06700.1,AT1G33420
OG0007048,Mp2g03120.1,"AT1G23560, AT1G70480"
OG0007049,Mp3g16370.1,AT1G12650
OG0007051,Mp2g14050.1,AT1G25375
OG0007052,Mp5g13510.1,AT1G51100
OG0007053,"Mp4g17770.2, Mp4g17770.1",AT1G71340
OG0007054,Mp1g02270.1,AT1G49820
OG0007057,"Mp7g15680.1, Mp1g20550.1",AT1G26330
OG0007058,"Mp5g05330.2, Mp5g05330.1",AT1G28140
OG0007059,Mp2g11640.1,AT1G12800
OG0007060,"Mp1g17160.2, Mp1g17160.1",AT1G16770
OG0007061,Mp3g22300.1,AT1G32130
OG0007062,Mp5g23330.1,AT1G31860
OG0007063,Mp3g12910.1,AT1G30450
OG0007064,Mp1g12000.1,AT1G07745
OG0007065,Mp8g08510.1,AT1G10500
OG0007066,Mp2g00270.1,AT1G73885
OG0007067,Mp6g20740.1,AT1G63680
OG0007069,Mp6g08110.1,AT1G48580
OG0007070,Mp3g11240.1,AT1G28340
OG0007071,"Mp1g17260.2, Mp1g17260.1",AT1G13770
OG0007072,"Mp1g05630.2, Mp1g05630.1",AT1G75340
OG0007073,Mp3g11460.1,AT1G67190
OG0007074,Mp6g19230.1,AT1G28320
OG0007075,"Mp5g17360.2, Mp5g17360.1",AT1G04190
OG0007077,"Mp6g13940.1, Mp6g13940.2",AT1G56590
OG0007079,Mp3g20600.1,AT1G12370
OG0007080,Mp3g19780.1,AT1G03600
OG0007083,Mp6g00490.1,"AT1G02270, AT5G54130"
OG0007084,Mp4g19220.1,AT1G49050
OG0007086,Mp1g09860.1,AT1G61850
OG0007089,"Mp2g04410.2, Mp2g04410.1",AT1G17870
OG0007090,"Mp5g06240.1, Mp5g06240.2",AT1G23360
OG0007091,Mp3g00940.1,AT1G54520
OG0007092,"Mp2g21220.1, Mp2g21230.1",AT1G10830
OG0007093,Mp5g15930.1,AT1G64520
OG0007097,Mp5g20920.1,AT1G07615
OG0007098,Mp7g16470.1,AT1G79730
OG0007100,Mp1g10280.1,AT1G11755
OG0007101,Mp6g18440.1,AT1G55670
OG0007103,Mp4g13080.1,"AT5G42790, AT1G47250"
OG0007105,Mp3g02610.1,AT1G76730
OG0007106,"Mp1g12500.2, Mp1g12500.1",AT1G16870
OG0007107,Mp4g02300.1,"AT5G01500, AT3G51870"
OG0007108,"Mp4g19570.1, Mp4g19570.2",AT3G18370
OG0007109,Mp4g22200.1,AT3G09180
OG0007110,Mp6g16200.1,AT3G44620
OG0007111,Mp5g05530.1,AT3G10210
OG0007112,Mp1g20960.1,"AT5G28500, AT3G04550"
OG0007114,Mp3g23080.1,AT3G21360
OG0007116,Mp1g11530.1,"AT3G61990, AT3G62000"
OG0007118,"Mp1g18610.1, Mp1g18610.2",AT3G53580
OG0007119,Mp2g08170.1,AT3G09150
OG0007121,Mp1g09660.1,AT3G12150
OG0007122,"Mp6g02440.2, Mp6g02440.1",AT3G61140
OG0007123,Mp7g03790.1,"AT3G27460, AT5G40550"
OG0007125,"Mp1g18910.2, Mp1g18910.1, Mp6g18820.1",AT3G42725
OG0007126,Mp3g08350.1,AT3G54900
OG0007127,Mp6g07130.1,AT3G28670
OG0007128,Mp7g07690.1,AT3G09720
OG0007129,Mp1g19550.1,AT3G49890
OG0007130,Mp5g19710.1,"AT5G46720, AT3G02910"
OG0007132,Mp2g01020.1,AT3G21060
OG0007133,Mp2g16980.1,"AT5G52500, AT3G57400"
OG0007134,Mp3g08270.1,AT3G09660
OG0007135,Mp6g03290.1,AT3G53900
OG0007136,Mp8g00510.1,AT3G47930
OG0007137,Mp8g15820.1,AT3G54010
OG0007138,Mp1g28510.1,AT3G14880
OG0007139,"Mp2g13050.1, Mp2g13050.2",AT3G62140
OG0007140,Mp7g03840.1,"AT3G12070, AT5G12210"
OG0007141,"Mp7g00660.1, Mp7g00670.1",AT3G03341
OG0007142,"Mp2g19060.2, Mp2g19060.1",AT3G10700
OG0007143,"Mp5g10850.2, Mp5g10850.1",AT3G55070
OG0007144,Mp1g00230.1,AT3G09090
OG0007145,"Mp5g12050.1, Mp5g12050.2",AT3G54826
OG0007148,Mp8g15940.1,AT3G44380
OG0007151,"Mp3g04400.1, Mp3g04400.2",AT3G62010
OG0007152,Mp1g15100.1,AT3G26060
OG0007153,Mp1g22880.1,AT3G49950
OG0007154,Mp7g09120.1,AT3G18110
OG0007156,Mp3g23110.1,AT3G15840
OG0007157,Mp6g11400.1,AT3G19420
OG0007158,"Mp4g18930.1, Mp4g18930.2",AT3G23255
OG0007159,Mp3g08100.1,AT3G06730
OG0007160,Mp3g10760.1,AT3G10350
OG0007161,"Mp4g17290.2, Mp4g17290.1",AT3G21400
OG0007162,Mp6g00780.1,AT3G63480
OG0007163,Mp5g12280.1,AT3G08650
OG0007164,Mp7g09900.1,AT3G49180
OG0007165,"Mp1g18170.1, Mp1g18170.2",AT3G52050
OG0007166,Mp1g14010.1,AT3G47630
OG0007167,"Mp7g00930.2, Mp7g00930.1",AT3G18210
OG0007169,Mp1g21040.1,AT3G56210
OG0007171,Mp7g05780.1,AT3G21820
OG0007172,Mp8g16590.1,AT3G27640
OG0007173,Mp3g23360.1,AT3G14120
OG0007174,Mp7g10590.1,AT3G27925
OG0007175,Mp5g07580.1,AT3G07565
OG0007176,Mp6g15620.1,AT3G18680
OG0007177,Mp3g13640.1,AT3G61440
OG0007178,Mp4g04530.1,AT3G61770
OG0007179,Mp2g12890.1,AT3G18790
OG0007180,Mp3g25130.1,"AT3G09970, AT3G09960"
OG0007181,Mp1g12630.1,"AT3G02460, AT5G15930"
OG0007182,Mp8g00130.1,AT3G57300
OG0007183,"Mp1g10290.2, Mp1g10290.1",AT3G05680
OG0007184,Mp1g22580.1,AT3G10330
OG0007186,Mp1g01240.1,AT3G45740
OG0007187,Mp4g23490.1,AT3G29770
OG0007188,Mp7g16240.1,"AT5G49560, AT3G50850"
OG0007189,Mp2g22670.1,AT3G13200
OG0007190,"Mp6g11670.1, Mp6g11670.2",AT3G10220
OG0007191,Mp3g01360.1,AT3G06540
OG0007193,Mp4g03440.1,AT3G25040
OG0007194,Mp6g19830.1,AT3G51820
OG0007196,Mp3g02230.1,AT3G15080
OG0007197,Mp2g18740.1,AT3G16730
OG0007198,Mp3g15300.1,AT3G04970
OG0007199,Mp2g15620.1,AT3G10572
OG0007200,"Mp4g04390.1, Mp4g04390.2",AT3G21110
OG0007203,Mp2g19740.1,AT3G18620
OG0007204,"Mp1g14320.2, Mp1g14320.1",AT3G61540
OG0007205,"Mp2g14230.1, Mp2g14230.2",AT3G49100
OG0007207,Mp1g03280.1,AT3G21200
OG0007208,Mp2g00540.1,AT3G16980
OG0007209,"Mp1g17000.1, Mp1g17000.2",AT3G22590
OG0007210,Mp3g07810.1,"AT5G18250, AT3G04040"
OG0007212,Mp5g11240.1,AT3G59380
OG0007213,Mp7g12990.1,AT3G63520
OG0007214,Mp4g00010.1,AT3G52860
OG0007215,"Mp3g14700.1, Mp3g14700.2",AT3G48380
OG0007216,"Mp3g07200.2, Mp3g07200.1",AT3G26410
OG0007218,Mp6g19870.1,AT3G20490
OG0007219,Mp6g08180.1,AT3G15110
OG0007220,Mp7g03440.1,AT3G60360
OG0007221,Mp3g01430.1,AT3G46100
OG0007223,Mp7g14220.1,AT3G13120
OG0007224,Mp1g03430.1,"AT3G12990, AT3G60500"
OG0007227,Mp8g03860.1,AT3G21350
OG0007228,Mp4g06250.1,AT3G47850
OG0007229,Mp7g01530.1,AT3G20050
OG0007230,Mp4g00030.1,AT3G17465
OG0007232,Mp8g15150.1,AT3G49080
OG0007233,Mp5g07400.1,AT3G63290
OG0007234,Mp8g06840.1,"AT3G01310, AT5G15070"
OG0007235,Mp1g09340.1,AT3G60310
OG0007237,Mp3g23510.1,AT3G52940
OG0007238,Mp1g25640.1,AT3G20480
OG0007240,Mp1g18200.1,AT3G55360
OG0007241,"Mp2g26400.1, Mp2g26400.2",AT3G19860
OG0007242,Mp6g19860.1,AT3G24560
OG0007243,"Mp1g24300.1, Mp1g24300.2",AT3G49725
OG0007244,Mp1g25210.1,AT3G14910
OG0007245,Mp3g08620.1,AT3G58730
OG0007247,"Mp1g28500.2, Mp1g28500.1",AT3G04020
OG0007248,Mp2g01270.1,AT3G07890
OG0007249,Mp5g08290.1,AT3G54440
OG0007250,"Mp1g26560.2, Mp1g26560.1",AT3G17340
OG0007251,Mp6g01030.1,AT3G12940
OG0007252,Mp5g20140.1,AT3G19820
OG0007253,"Mp5g13090.1, Mp1g01270.1",AT3G24080
OG0007254,Mp2g10470.1,AT3G06050
OG0007256,"Mp5g20980.1, Mp5g20980.2",AT3G26115
OG0007257,Mp7g04530.1,AT3G58720
OG0007259,Mp1g05750.1,"AT3G01740, AT5G14290"
OG0007260,"Mp7g08540.3, Mp7g08540.2, Mp7g08540.1",AT3G55080
OG0007262,"Mp6g07060.1, Mp6g07060.2",AT3G04600
OG0007263,Mp1g07140.1,AT3G44530
OG0007265,Mp1g20200.1,"AT5G13550, AT3G12520"
OG0007267,Mp8g14160.1,AT3G27520
OG0007268,Mp2g07230.1,AT3G02060
OG0007272,Mp4g23290.1,AT3G11530
OG0007273,Mp3g13420.1,AT3G23890
OG0007274,Mp3g11800.1,"AT5G65830, AT3G49750"
OG0007276,Mp7g18380.1,AT3G42050
OG0007277,Mp4g10960.1,AT3G26750
OG0007278,Mp5g18640.1,AT3G25530
OG0007279,Mp7g09270.1,AT3G21640
OG0007280,"Mp1g21060.1, Mp6g12570.1",AT3G29170
OG0007281,Mp2g15670.1,AT3G15520
OG0007282,Mp4g06280.1,AT3G51670
OG0007283,"Mp7g12870.1, Mp1g07850.1",AT3G16170
OG0007284,"Mp3g20110.1, Mp7g02810.1",AT3G07930
OG0007285,Mp1g24930.1,AT3G58600
OG0007286,Mp2g26040.1,"AT3G16640, AT3G05540"
OG0007287,Mp1g09520.1,AT3G15150
OG0007288,"Mp5g09630.1, Mp5g09630.4, Mp5g09630.3, Mp5g09630.2",AT3G62880
OG0007291,Mp5g09180.1,AT3G58830
OG0007294,Mp4g08250.1,AT3G48500
OG0007295,Mp5g13500.1,AT3G07750
OG0007298,"Mp2g13350.2, Mp2g13350.1",AT3G56690
OG0007299,Mp7g17740.1,AT3G54090
OG0007300,"Mp3g07190.1, Mp3g07190.2",AT3G10150
OG0007302,"Mp5g09430.2, Mp5g09430.1",AT3G07860
OG0007304,"Mp8g08640.2, Mp8g08640.1",AT3G13940
OG0007305,Mp6g19820.1,AT3G23700
OG0007306,Mp4g14380.1,AT3G62370
OG0007308,Mp4g23650.1,AT3G56510
OG0007309,"Mp7g10600.2, Mp7g10600.1",AT3G51610
OG0007312,Mp3g12460.1,AT3G10405
OG0007313,Mp4g22190.1,AT3G11710
OG0007315,"Mp2g15270.1, Mp2g15270.2",AT3G03790
OG0007317,"Mp5g03640.2, Mp5g03640.1",AT3G27325
OG0007318,Mp1g28370.1,AT3G45830
OG0007319,"Mp2g16450.2, Mp2g16450.1",AT3G56330
OG0007320,"Mp2g00450.1, Mp2g00450.2",AT3G18630
OG0007321,Mp7g09810.1,AT3G13490
OG0007323,Mp3g18370.1,AT3G17205
OG0007324,Mp1g22870.1,AT3G05625
OG0007325,Mp6g01680.1,AT3G51270
OG0007326,Mp8g15580.1,AT3G49400
OG0007327,Mp7g06410.1,AT3G10230
OG0007329,Mp6g05640.1,AT3G27530
OG0007331,"Mp6g14500.1, Mp6g14500.2",AT3G59040
OG0007332,Mp2g10730.1,AT3G17930
OG0007333,Mp3g19310.1,AT3G52040
OG0007334,Mp5g03060.1,AT3G56940
OG0007335,Mp6g06740.1,AT3G59400
OG0007336,Mp6g18510.1,AT3G46610
OG0007338,Mp1g14520.1,"AT3G02790, AT5G16470"
OG0007339,Mp2g23280.1,AT3G58140
OG0007341,Mp6g15420.1,AT3G45100
OG0007342,Mp8g14140.1,AT3G02710
OG0007343,Mp8g10770.1,AT3G56650
OG0007344,Mp5g05590.1,AT3G59650
OG0007345,Mp7g13330.1,"AT3G55200, AT3G55220"
OG0007346,Mp8g07120.1,AT3G57120
OG0007348,Mp1g15490.1,AT3G27110
OG0007349,Mp7g00800.1,AT3G07910
OG0007350,Mp6g15980.1,AT3G59780
OG0007351,"Mp4g11370.2, Mp4g11370.1",AT3G56840
OG0007352,Mp7g03630.1,AT3G52730
OG0007353,Mp2g11660.1,AT3G54690
OG0007356,Mp4g02880.1,AT3G15430
OG0007359,Mp1g20620.1,"AT5G04130, AT3G10270"
OG0007361,"Mp1g05330.1, Mp1g05330.2",AT3G28760
OG0007362,Mp2g00200.1,AT3G07080
OG0007364,Mp1g23990.1,AT3G47990
OG0007366,Mp4g01500.1,AT3G23620
OG0007367,Mp1g26510.1,AT3G17000
OG0007368,"Mp5g22550.1, Mp5g22550.2",AT3G60590
OG0007369,"Mp6g21340.2, Mp6g21340.1",AT3G20430
OG0007370,Mp4g11530.1,AT3G08800
OG0007371,"Mp7g03180.1, Mp7g03180.2",AT3G05345
OG0007372,Mp7g04290.1,AT3G50790
OG0007373,"Mp1g18840.1, Mp3g00610.1",AT3G51500
OG0007374,Mp5g14000.1,AT3G63190
OG0007375,"Mp4g02480.1, Mp4g02480.2",AT3G21630
OG0007376,Mp1g17060.1,AT3G03100
OG0007377,Mp5g18590.1,AT3G18940
OG0007380,Mp4g05600.1,"AT5G04540, AT3G10550"
OG0007381,Mp8g04580.1,AT3G19220
OG0007382,"Mp2g16200.1, Mp2g16200.2",AT3G04950
OG0007383,Mp5g22170.1,AT3G26670
OG0007384,"Mp5g14740.1, Mp5g14740.2",AT3G12270
OG0007385,Mp2g15370.1,AT3G26085
OG0007388,Mp6g09670.1,AT3G13882
OG0007389,Mp4g02120.1,AT3G08740
OG0007390,"Mp6g13730.1, Mp6g13730.2",AT3G10070
OG0007391,Mp3g07930.1,AT3G27820
OG0007392,Mp6g15290.1,AT3G20230
OG0007394,"Mp2g18320.2, Mp2g18320.1",AT3G28030
OG0007396,Mp3g23280.1,AT3G03420
OG0007397,Mp6g00970.1,AT3G54470
OG0007399,Mp1g21210.1,AT3G52180
OG0007401,Mp7g01120.1,AT3G44880
OG0007402,Mpzg01330.1,AT3G17210
OG0007403,"Mp8g17750.2, Mp8g17750.1",AT3G13235
OG0007404,Mp8g14970.1,AT3G49500
OG0007405,Mp6g14150.1,AT3G18190
OG0007406,Mp4g07530.1,AT3G47860
OG0007407,"Mp1g08040.2, Mp1g08040.1",AT3G44020
OG0007409,Mp7g02060.1,AT3G61350
OG0007411,Mp2g07770.1,AT3G48200
OG0007412,Mp5g20000.1,AT3G08840
OG0007413,Mp4g15160.1,AT3G19260
OG0007415,Mp6g15260.1,AT3G52155
OG0007416,Mp6g14510.1,AT3G18730
OG0007417,"Mp8g15460.1, Mp8g15460.2",AT3G04650
OG0007418,Mp8g18400.1,AT3G04790
OG0007419,Mp6g01980.1,AT3G16190
OG0007420,Mp1g25760.1,AT3G15351
OG0007423,Mp7g16050.1,AT3G06810
OG0007424,"Mp4g20640.1, Mp4g20630.1",AT3G62920
OG0007427,Mp6g14490.1,AT3G13226
OG0007429,Mp1g18430.1,AT3G55620
OG0007430,Mp1g14210.1,AT3G18760
OG0007431,Mp3g16860.1,AT3G51280
OG0007432,Mp2g06390.1,AT3G50560
OG0007433,Mp7g00090.1,AT3G56160
OG0007435,Mp6g07260.1,AT3G62080
OG0007437,Mp3g07920.1,AT3G03070
OG0007438,"Mp6g21510.2, Mp6g21510.1",AT3G48150
OG0007439,"Mp2g04320.1, Mp2g04320.2",AT3G12930
OG0007440,"Mp8g13210.2, Mp8g13210.1",AT3G18165
OG0007441,Mp5g04500.1,AT3G20860
OG0007443,"Mp4g09730.1, Mp4g09730.2",AT3G10030
OG0007445,"Mp4g03110.1, Mp4g03110.2","AT3G17712, AT3G17740"
OG0007446,Mp1g26130.1,AT3G19810
OG0007447,Mp4g12760.1,AT3G26570
OG0007448,Mp7g06250.1,AT3G12800
OG0007449,Mp5g02160.1,AT3G56010
OG0007450,Mp3g15860.1,AT3G09050
OG0007451,Mp6g18520.1,"AT5G62575, AT3G47833"
OG0007452,Mp2g24170.1,AT3G13440
OG0007454,Mp6g01500.1,AT3G03960
OG0007455,"Mp4g02870.2, Mp4g02870.1",AT3G19990
OG0007456,Mp8g09340.1,AT3G14920
OG0007457,Mp1g05450.1,AT3G27100
OG0007459,Mp3g16210.1,AT3G01910
OG0007461,Mp5g17540.1,AT5G41480
OG0007462,Mp1g26280.1,"AT5G36700, AT5G36790"
OG0007463,"Mp1g20710.2, Mp1g20710.1",AT5G06680
OG0007465,Mp8g05980.1,"AT5G14440, AT5G40570"
OG0007466,Mp4g06730.1,AT5G67220
OG0007467,Mp3g02050.1,AT5G24810
OG0007469,"Mp7g07790.1, Mp7g07790.2, Mp7g15910.1","AT5G24275, AT5G24280"
OG0007470,Mp3g20580.1,AT5G04590
OG0007471,Mp3g12140.1,AT5G08450
OG0007472,Mp3g21160.1,"AT5G65770, AT5G65780"
OG0007473,Mp2g16850.2,AT5G14530
OG0007474,Mp1g09270.1,AT5G51840
OG0007475,Mp8g15930.1,AT5G21930
OG0007476,Mp4g12030.1,AT5G25480
OG0007477,Mp1g27000.1,AT5G46630
OG0007478,Mp8g16780.1,AT5G27280
OG0007479,Mp8g00950.1,AT5G42470
OG0007480,Mp2g21640.1,"AT5G14980, AT5G19290"
OG0007481,Mp6g06030.1,AT5G61770
OG0007483,Mp4g08410.1,AT5G65000
OG0007484,Mp6g07020.1,AT5G60590
OG0007485,Mp5g03120.1,AT5G15680
OG0007486,Mp8g09520.1,AT5G49540
OG0007487,"Mp3g01400.1, Mp3g01400.2",AT5G67270
OG0007489,Mp3g08520.1,AT5G51570
OG0007491,Mp1g11050.1,AT5G63620
OG0007492,Mp3g02360.1,AT5G63480
OG0007493,Mp4g10640.1,AT5G15540
OG0007494,"Mp7g06390.1, Mp7g06390.2",AT5G26180
OG0007495,"Mp6g07270.1, Mp6g07270.2",AT5G62530
OG0007496,Mp5g08150.1,AT5G47570
OG0007498,Mp4g18970.1,AT5G17710
OG0007499,Mp2g02580.1,AT5G62640
OG0007500,Mp5g01410.1,AT5G05270
OG0007502,Mp1g18970.1,AT5G12260
OG0007503,Mp5g14810.1,AT5G51070
OG0007505,Mp4g05070.1,AT5G62270
OG0007507,Mp8g11570.1,AT5G49210
OG0007509,Mp2g18390.1,AT5G37590
OG0007510,Mp1g00220.1,AT5G51150
OG0007511,Mp4g12900.1,AT5G08040
OG0007512,Mp1g26770.1,AT5G60160
OG0007513,Mp5g04840.1,AT5G11030
OG0007514,Mp1g18130.1,AT5G28750
OG0007515,Mp7g08920.1,AT5G43600
OG0007516,Mp1g22630.1,AT5G60940
OG0007517,Mp1g02750.1,AT5G44730
OG0007518,Mp7g11090.1,"AT5G64840, AT5G09930"
OG0007519,Mp3g08300.1,AT5G16300
OG0007520,Mp8g14030.1,"AT5G27640, AT5G25780"
OG0007521,Mp5g06170.1,AT5G40950
OG0007522,Mp2g13020.1,AT5G08520
OG0007523,Mp4g23600.1,AT5G06360
OG0007525,Mp3g11500.1,AT5G55760
OG0007526,"MpUg00010.1, MpVg00310.1",AT5G06120
OG0007527,"Mp1g04630.2, Mp1g04630.1",AT5G44240
OG0007528,Mp6g20140.1,AT5G38840
OG0007529,"Mp3g10630.4, Mp3g10630.2, Mp3g10630.3, Mp3g10630.1",AT5G53860
OG0007530,"Mp2g10210.2, Mp2g10210.1",AT5G27860
OG0007531,Mp3g01500.1,AT5G53340
OG0007532,Mp1g17170.1,AT5G38900
OG0007533,Mp8g14010.1,AT5G19690
OG0007534,"Mp7g13290.1, Mp7g13290.2",AT5G16850
OG0007536,"Mp5g03350.1, Mp5g03350.2",AT5G26110
OG0007539,"Mp6g15430.1, Mp6g15430.2",AT5G06580
OG0007540,Mp4g01240.1,AT5G15880
OG0007541,Mp3g21280.1,AT5G10860
OG0007542,Mp8g00320.1,AT5G66540
OG0007543,Mp1g29160.1,"AT5G42360, AT5G42350"
OG0007544,Mp4g17940.1,AT5G17170
OG0007545,Mp3g08090.1,AT5G17660
OG0007546,Mp4g06570.1,AT5G58370
OG0007547,Mp5g24300.1,AT5G20170
OG0007548,Mp4g13970.1,AT5G12370
OG0007549,"Mp6g04820.2, Mp6g04820.1",AT5G22830
OG0007550,"Mp7g01360.2, Mp7g01360.1",AT5G15640
OG0007551,Mp3g04410.1,AT5G42390
OG0007553,"Mp4g23080.2, Mp4g23080.1",AT5G56090
OG0007556,Mp6g02680.1,AT5G37830
OG0007557,Mp1g27390.1,AT5G27720
OG0007559,Mp3g04450.1,AT5G13710
OG0007560,"Mp4g04020.2, Mp4g04020.1",AT5G05560
OG0007561,Mp2g01860.1,"AT5G23230, AT5G23220"
OG0007562,Mp4g21050.1,AT5G47810
OG0007563,"Mp5g14270.2, Mp5g14270.1",AT5G37630
OG0007564,Mp1g26170.1,AT5G20520
OG0007565,Mp6g01110.1,AT5G57300
OG0007566,Mp1g20740.1,AT5G55000
OG0007567,"Mp2g17430.2, Mp2g17430.1",AT5G64180
OG0007571,Mp5g11540.1,AT5G54290
OG0007572,Mp1g05120.1,AT5G67140
OG0007573,Mp3g02240.1,AT5G24120
OG0007574,Mp2g15900.1,AT5G52820
