TFBS_chr	TFBS_start	TFBS_end	kmer_motif_name	geneId	distanceToTSS	distanceToTSS (log10)	TFBS_name	TFBS_score	TFBS_strand	peak_chr	peak_start	peak_end	peak_cluster	HS_score	CK_score	HS_bound	CK_bound	HS_CK_log2fc	kmer_family
chr8	5473125	5473133	C3_C2H2_21	Mp8g04890	-2972	-0.599009239823344	_C3_C2H2_21	5.3698	-	chr8	5473016	5473191	C4	20.89554	12.71961	1	0	0.64574	C2H2
chr8	5473127	5473135	C10_C2H2_10-C13_C2H2_4-C4_C2H2_7-C6_C2H2_10	Mp8g04890	-2970	-0.598790506763115	_C10_C2H2_10-C13_C2H2_4-C4_C2H2_7-C6_C2H2_10	5.2423	+	chr8	5473016	5473191	C4	20.89554	12.71961	1	0	0.64574	C2H2
chr8	5473128	5473135	C10_AP2EREBP_38-C6_AP2EREBP_41	Mp8g04890	-2970	-0.598790506763115	_C10_AP2EREBP_38-C6_AP2EREBP_41	3.92517	-	chr8	5473016	5473191	C4	20.89554	12.71961	1	0	0.64574	AP2EREBP
chr8	5473136	5473142	C10_BZR_9-C2_BZR_19-C4_BZR_14-C6_BZR_22-C9_BZR_9	Mp8g04890	-2963	-0.59802407233419	_C10_BZR_9-C2_BZR_19-C4_BZR_14-C6_BZR_22-C9_BZR_9	8.41279	-	chr8	5473016	5473191	C4	20.89554	12.08663	1	0	0.71021	BZR
chr8	5797549	5797556	C6_HSF_1	Mp8g05060	8363	0.971415023384995	_C6_HSF_1	3.67017	-	chr8	5797511	5798088	C1	53.56985	53.32711	1	1	0.00634	HSF
chr8	5797550	5797556	C2_G2like_1-C4_G2like_2-C5_G2like_1-C6_G2like_1-C9_G2like_1	Mp8g05060	8364	0.971461405024587	_C2_G2like_1-C4_G2like_2-C5_G2like_1-C6_G2like_1-C9_G2like_1	8.28529	-	chr8	5797511	5798088	C1	53.56985	53.32711	1	1	0.00634	G2like
chr8	5797550	5797557	C2_C2H2_36	Mp8g05060	8364	0.971461405024587	_C2_C2H2_36	3.67017	-	chr8	5797511	5798088	C1	53.56985	53.32711	1	1	0.00634	C2H2
chr8	5797550	5797557	C2_LOBAS2_23	Mp8g05060	8364	0.971461405024587	_C2_LOBAS2_23	9.72992	-	chr8	5797511	5798088	C1	53.56985	53.32711	1	1	0.00634	LOBAS2
chr8	5797550	5797557	C4_WRKY_15	Mp8g05060	8364	0.971461405024587	_C4_WRKY_15	3.79767	+	chr8	5797511	5798088	C1	53.56985	53.32711	1	1	0.00634	WRKY
chr8	5797551	5797557	C10_LOBAS2_17-C2_LOBAS2_26-C4_LOBAS2_13-C5_LOBAS2_5-C6_LOBAS2_19-C9_LOBAS2_18	Mp8g05060	8365	0.971507781711256	_C10_LOBAS2_17-C2_LOBAS2_26-C4_LOBAS2_13-C5_LOBAS2_5-C6_LOBAS2_19-C9_LOBAS2_18	8.41279	-	chr8	5797511	5798088	C1	53.56985	53.32711	1	1	0.00634	LOBAS2
chr8	5797551	5797558	C6_C2H2_70	Mp8g05060	8365	0.971507781711256	_C6_C2H2_70	3.67017	-	chr8	5797511	5798088	C1	53.56985	53.32711	1	1	0.00634	C2H2
chr8	5797561	5797568	C2_MYB_38-C6_MYB_40	Mp8g05060	8375	0.971971276399756	_C2_MYB_38-C6_MYB_40	3.79767	-	chr8	5797511	5798088	C1	53.56985	53.32711	1	1	0.00634	MYB
chr8	5797562	5797568	C11_AP2EREBP_16-C13_AP2EREBP_44-C2_AP2EREBP_179-C3_AP2EREBP_157-C4_AP2EREBP_128-C6_AP2EREBP_211-C7_AP2EREBP_14-C9_AP2EREBP_98	Mp8g05060	8376	0.972017598674015	_C11_AP2EREBP_16-C13_AP2EREBP_44-C2_AP2EREBP_179-C3_AP2EREBP_157-C4_AP2EREBP_128-C6_AP2EREBP_211-C7_AP2EREBP_14-C9_AP2EREBP_98	8.41279	+	chr8	5797511	5798088	C1	53.56985	53.32711	1	1	0.00634	AP2EREBP
chr8	5797562	5797569	C2_C2H2_36	Mp8g05060	8376	0.972017598674015	_C2_C2H2_36	3.67017	-	chr8	5797511	5798088	C1	53.56985	53.32711	1	1	0.00634	C2H2
chr8	5797562	5797569	C2_NAC_61-C6_NAC_77	Mp8g05060	8376	0.972017598674015	_C2_NAC_61-C6_NAC_77	9.72992	-	chr8	5797511	5798088	C1	53.56985	53.32711	1	1	0.00634	NAC
chr8	5797563	5797569	C10_C2H2_28-C11_C2H2_6-C2_C2H2_33-C5_C2H2_10-C6_C2H2_40	Mp8g05060	8377	0.972063916008022	_C10_C2H2_28-C11_C2H2_6-C2_C2H2_33-C5_C2H2_10-C6_C2H2_40	8.28529	-	chr8	5797511	5798088	C1	53.56985	53.32711	1	1	0.00634	C2H2
chr8	5797573	5797580	C6_HSF_1	Mp8g05060	8387	0.972526817865856	_C6_HSF_1	3.67017	+	chr8	5797511	5798088	C1	53.56985	53.32711	1	1	0.00634	HSF
chr8	5797577	5797584	C3_bHLH_32	Mp8g05060	8391	0.972711840547066	_C3_bHLH_32	3.92517	-	chr8	5797511	5798088	C1	53.56985	53.32711	1	1	0.00634	bHLH
chr8	5797603	5797610	C2_NAC_8	Mp8g05060	8417	0.973912570419705	_C2_NAC_8	3.67017	-	chr8	5797511	5798088	C1	56.09975	58.53945	1	1	-0.05958	NAC
chr8	5797606	5797612	C6_AP2EREBP_120	Mp8g05060	8420	0.974050902792877	_C6_AP2EREBP_120	8.28529	-	chr8	5797511	5798088	C1	56.09975	58.53945	1	1	-0.05958	AP2EREBP
chr8	5797606	5797613	C10_HSF_5	Mp8g05060	8420	0.974050902792877	_C10_HSF_5	3.79767	-	chr8	5797511	5798088	C1	56.09975	58.53945	1	1	-0.05958	HSF
chr8	5797679	5797686	C4_BBRBPC_5	Mp8g05060	8493	0.977403480873435	_C4_BBRBPC_5	3.67017	-	chr8	5797511	5798088	C1	90.77327	87.08483	1	1	0.05868	BBRBPC
chr8	5797683	5797692	C3_C2H2_5	Mp8g05060	8497	0.977586438003851	_C3_C2H2_5	6.68693	-	chr8	5797511	5798088	C1	90.77327	87.08483	1	1	0.05868	C2H2
chr8	5797731	5797738	C4_MADS_1	Mp8g05060	8545	0.979775932729686	_C4_MADS_1	9.60242	+	chr8	5797511	5798088	C1	79.00435	75.26289	1	1	0.06843	MADS
chr8	5797772	5797779	C3_TCP_17-C4_TCP_29-C6_TCP_34-C9_TCP_18	Mp8g05060	8586	0.981637424655769	_C3_TCP_17-C4_TCP_29-C6_TCP_34-C9_TCP_18	3.79767	-	chr8	5797511	5798088	C1	44.78967	45.22333	1	1	-0.01338	TCP
chr8	5797799	5797806	C3_TCP_17-C4_TCP_29-C6_TCP_34-C9_TCP_18	Mp8g05060	8613	0.982858942312075	_C3_TCP_17-C4_TCP_29-C6_TCP_34-C9_TCP_18	3.79767	-	chr8	5797511	5798088	C1	65.69951	55.6652	1	1	0.23233	TCP
chr8	5797807	5797814	C2_C2H2_1-C6_C2H2_1	Mp8g05060	8621	0.983220214648103	_C2_C2H2_1-C6_C2H2_1	3.67017	-	chr8	5797511	5798088	C1	69.98687	57.65623	1	1	0.27205	C2H2
chr8	5797809	5797816	C4_C2C2YABBY_6	Mp8g05060	8623	0.983310485794116	_C4_C2C2YABBY_6	3.67017	+	chr8	5797511	5798088	C1	69.98687	58.58534	1	1	0.24966	C2C2YABBY
chr8	5797828	5797835	C2_C2H2_1-C6_C2H2_1	Mp8g05060	8642	0.984167127146988	_C2_C2H2_1-C6_C2H2_1	3.67017	-	chr8	5797511	5798088	C1	76.13217	65.97674	1	1	0.20153	C2H2
chr8	5797829	5797835	C10_AP2EREBP_2-C2_AP2EREBP_1-C3_AP2EREBP_2-C4_AP2EREBP_2-C6_AP2EREBP_2-C9_AP2EREBP_2	Mp8g05060	8643	0.984212166761434	_C10_AP2EREBP_2-C2_AP2EREBP_1-C3_AP2EREBP_2-C4_AP2EREBP_2-C6_AP2EREBP_2-C9_AP2EREBP_2	8.41279	-	chr8	5797511	5798088	C1	76.13217	65.97674	1	1	0.20153	AP2EREBP
chr8	5797845	5797851	C6_MYB_44-C9_MYB_18	Mp8g05060	8659	0.984932166067412	_C6_MYB_44-C9_MYB_18	8.41279	-	chr8	5797511	5798088	C1	84.48701	82.76363	1	1	0.02912	MYB
chr8	5797848	5797855	C2_NAC_57-C3_NAC_29	Mp8g05060	8662	0.985067033150501	_C2_NAC_57-C3_NAC_29	9.85742	+	chr8	5797511	5798088	C1	84.89519	84.00461	1	1	0.0149	NAC
chr8	5797848	5797855	C3_TCP_17-C4_TCP_29-C6_TCP_34-C9_TCP_18	Mp8g05060	8662	0.985067033150501	_C3_TCP_17-C4_TCP_29-C6_TCP_34-C9_TCP_18	3.79767	+	chr8	5797511	5798088	C1	84.89519	84.00461	1	1	0.0149	TCP
chr8	5797849	5797856	C6_C2H2_58	Mp8g05060	8663	0.985111979539354	_C6_C2H2_58	3.79767	-	chr8	5797511	5798088	C1	84.89519	84.00461	1	1	0.0149	C2H2
chr8	5797850	5797856	C10_ARF_7-C2_ARF_6-C3_ARF_5-C4_ARF_6-C5_ARF_2-C6_ARF_7-C9_ARF_5	Mp8g05060	8664	0.985156921277057	_C10_ARF_7-C2_ARF_6-C3_ARF_5-C4_ARF_6-C5_ARF_2-C6_ARF_7-C9_ARF_5	8.41279	-	chr8	5797511	5798088	C1	86.74899	84.57883	1	1	0.03581	ARF
chr8	5797851	5797857	C10_AP2EREBP_2-C2_AP2EREBP_1-C3_AP2EREBP_2-C4_AP2EREBP_2-C6_AP2EREBP_2-C9_AP2EREBP_2	Mp8g05060	8665	0.985201858364572	_C10_AP2EREBP_2-C2_AP2EREBP_1-C3_AP2EREBP_2-C4_AP2EREBP_2-C6_AP2EREBP_2-C9_AP2EREBP_2	8.41279	-	chr8	5797511	5798088	C1	87.92814	85.30962	1	1	0.04275	AP2EREBP
chr8	5797856	5797863	C3_TCP_17-C4_TCP_29-C6_TCP_34-C9_TCP_18	Mp8g05060	8670	0.985426474083002	_C3_TCP_17-C4_TCP_29-C6_TCP_34-C9_TCP_18	3.79767	-	chr8	5797511	5798088	C1	103.61894	94.54883	1	1	0.12984	TCP
chr8	5797858	5797865	C2_AP2EREBP_103-C3_AP2EREBP_86-C4_AP2EREBP_81-C5_AP2EREBP_37-C6_AP2EREBP_124	Mp8g05060	8672	0.985516287852716	_C2_AP2EREBP_103-C3_AP2EREBP_86-C4_AP2EREBP_81-C5_AP2EREBP_37-C6_AP2EREBP_124	4.05267	+	chr8	5797511	5798088	C1	103.61894	94.54883	1	1	0.12984	AP2EREBP
chr8	5797858	5797865	C3_Trihelix_13	Mp8g05060	8672	0.985516287852716	_C3_Trihelix_13	3.92517	+	chr8	5797511	5798088	C1	103.61894	94.54883	1	1	0.12984	Trihelix
chr8	5797860	5797867	C1_FAR1_2	Mp8g05060	8674	0.985606083052436	_C1_FAR1_2	4.05267	+	chr8	5797511	5798088	C1	103.61894	94.54883	1	1	0.12984	FAR1
chr8	5797861	5797867	C1_NAC_8-C10_NAC_30-C13_NAC_8-C2_NAC_32-C3_NAC_17-C4_NAC_29-C6_NAC_46-C7_NAC_6-C9_NAC_18	Mp8g05060	8675	0.985650973690949	_C1_NAC_8-C10_NAC_30-C13_NAC_8-C2_NAC_32-C3_NAC_17-C4_NAC_29-C6_NAC_46-C7_NAC_6-C9_NAC_18	8.66779	+	chr8	5797511	5798088	C1	103.61894	94.54883	1	1	0.12984	NAC
chr8	5797861	5797868	C1_MYB_6	Mp8g05060	8675	0.985650973690949	_C1_MYB_6	9.98492	-	chr8	5797511	5798088	C1	103.61894	94.54883	1	1	0.12984	MYB
chr8	5797861	5797868	C5_AP2EREBP_20	Mp8g05060	8675	0.985650973690949	_C5_AP2EREBP_20	3.92517	-	chr8	5797511	5798088	C1	103.61894	94.54883	1	1	0.12984	AP2EREBP
chr8	5797878	5797884	C10_MYB_21-C13_MYB_12-C3_MYB_10	Mp8g05060	8692	0.986413405465469	_C10_MYB_21-C13_MYB_12-C3_MYB_10	8.54029	-	chr8	5797511	5798088	C1	121.82949	111.67692	1	1	0.12366	MYB
chr8	5797878	5797885	C10_C2H2_50	Mp8g05060	8692	0.986413405465469	_C10_C2H2_50	4.05267	+	chr8	5797511	5798088	C1	121.82949	111.67692	1	1	0.12366	C2H2
chr8	5797879	5797885	C1_TCP_11-C10_TCP_32-C13_TCP_13-C3_TCP_21	Mp8g05060	8693	0.986458212737306	_C1_TCP_11-C10_TCP_32-C13_TCP_13-C3_TCP_21	8.66779	-	chr8	5797511	5798088	C1	121.82949	111.67692	1	1	0.12366	TCP
chr8	5797881	5797888	C6_TCP_54	Mp8g05060	8695	0.986547813414724	_C6_TCP_54	3.92517	-	chr8	5797511	5798088	C1	121.82949	111.67692	1	1	0.12366	TCP
chr8	5797884	5797891	C2_MYB_38-C6_MYB_40	Mp8g05060	8698	0.986682179779506	_C2_MYB_38-C6_MYB_40	3.79767	-	chr8	5797511	5798088	C1	121.82949	111.67692	1	1	0.12366	MYB
chr8	5797885	5797891	C11_AP2EREBP_16-C13_AP2EREBP_44-C2_AP2EREBP_179-C3_AP2EREBP_157-C4_AP2EREBP_128-C6_AP2EREBP_211-C7_AP2EREBP_14-C9_AP2EREBP_98	Mp8g05060	8699	0.986726959331218	_C11_AP2EREBP_16-C13_AP2EREBP_44-C2_AP2EREBP_179-C3_AP2EREBP_157-C4_AP2EREBP_128-C6_AP2EREBP_211-C7_AP2EREBP_14-C9_AP2EREBP_98	8.41279	+	chr8	5797511	5798088	C1	121.82949	111.67692	1	1	0.12366	AP2EREBP
chr8	5797885	5797892	C2_LOBAS2_23	Mp8g05060	8699	0.986726959331218	_C2_LOBAS2_23	3.79767	-	chr8	5797511	5798088	C1	121.82949	111.67692	1	1	0.12366	LOBAS2
chr8	5797885	5797892	C2_NAC_61-C6_NAC_77	Mp8g05060	8699	0.986726959331218	_C2_NAC_61-C6_NAC_77	3.79767	-	chr8	5797511	5798088	C1	121.82949	111.67692	1	1	0.12366	NAC
chr8	5797885	5797892	C4_WRKY_15	Mp8g05060	8699	0.986726959331218	_C4_WRKY_15	3.79767	+	chr8	5797511	5798088	C1	121.82949	111.67692	1	1	0.12366	WRKY
chr8	5797886	5797892	C10_LOBAS2_17-C2_LOBAS2_26-C4_LOBAS2_13-C5_LOBAS2_5-C6_LOBAS2_19-C9_LOBAS2_18	Mp8g05060	8700	0.986771734266245	_C10_LOBAS2_17-C2_LOBAS2_26-C4_LOBAS2_13-C5_LOBAS2_5-C6_LOBAS2_19-C9_LOBAS2_18	8.41279	-	chr8	5797511	5798088	C1	121.82949	111.67692	1	1	0.12366	LOBAS2
chr8	5797887	5797893	C4_LOBAS2_6-C9_LOBAS2_8	Mp8g05060	8701	0.986816504585536	_C4_LOBAS2_6-C9_LOBAS2_8	8.28529	-	chr8	5797511	5798088	C1	121.82949	111.67692	1	1	0.12366	LOBAS2
chr8	5797905	5797911	C2_RWPRK_7-C6_RWPRK_8	Mp8g05060	8719	0.987621582125484	_C2_RWPRK_7-C6_RWPRK_8	8.28529	+	chr8	5797511	5798088	C1	121.82949	111.9131	1	1	0.12066	RWPRK
chr8	5797906	5797913	C2_C2H2_38-C4_C2H2_31-C6_C2H2_46-C9_C2H2_17	Mp8g05060	8720	0.987666264926275	_C2_C2H2_38-C4_C2H2_31-C6_C2H2_46-C9_C2H2_17	3.79767	+	chr8	5797511	5798088	C1	121.82949	111.9131	1	1	0.12066	C2H2
chr8	5797906	5797913	C4_LOBAS2_19	Mp8g05060	8720	0.987666264926275	_C4_LOBAS2_19	3.79767	+	chr8	5797511	5798088	C1	121.82949	111.9131	1	1	0.12066	LOBAS2
chr8	5797906	5797913	C6_bZIP_48	Mp8g05060	8720	0.987666264926275	_C6_bZIP_48	3.92517	-	chr8	5797511	5798088	C1	121.82949	111.9131	1	1	0.12066	bZIP
chr8	5797907	5797913	C2_FAR1_16-C3_FAR1_12-C4_FAR1_14-C6_FAR1_18-C9_FAR1_8	Mp8g05060	8721	0.987710943130306	_C2_FAR1_16-C3_FAR1_12-C4_FAR1_14-C6_FAR1_18-C9_FAR1_8	8.54029	-	chr8	5797511	5798088	C1	121.82949	111.9131	1	1	0.12066	FAR1
chr8	5797907	5797914	C2_bHLH_39	Mp8g05060	8721	0.987710943130306	_C2_bHLH_39	3.79767	-	chr8	5797511	5798088	C1	121.82949	111.9131	1	1	0.12066	bHLH
chr8	5797908	5797914	C4_CAMTA_6-C6_CAMTA_6	Mp8g05060	8722	0.987755616738523	_C4_CAMTA_6-C6_CAMTA_6	8.41279	-	chr8	5797511	5798088	C1	121.82949	111.9131	1	1	0.12066	CAMTA
chr8	5797909	5797915	C10_CAMTA_5-C2_CAMTA_4-C6_CAMTA_7-C9_CAMTA_2	Mp8g05060	8723	0.987800285751872	_C10_CAMTA_5-C2_CAMTA_4-C6_CAMTA_7-C9_CAMTA_2	8.41279	-	chr8	5797511	5798088	C1	121.82949	111.9131	1	1	0.12066	CAMTA
chr8	5797919	5797926	C2_NAC_8	Mp8g05060	8733	0.988246723375378	_C2_NAC_8	3.67017	+	chr8	5797511	5798088	C1	121.82949	111.9131	1	1	0.12066	NAC
chr8	5797928	5797935	C1_C2H2_15-C3_C2H2_32-C5_C2H2_16	Mp8g05060	8742	0.988648125235751	_C1_C2H2_15-C3_C2H2_32-C5_C2H2_16	9.98492	-	chr8	5797511	5798088	C1	121.60689	107.88283	1	1	0.17014	C2H2
chr8	5797928	5797935	C10_AP2EREBP_38-C6_AP2EREBP_41	Mp8g05060	8742	0.988648125235751	_C10_AP2EREBP_38-C6_AP2EREBP_41	3.92517	-	chr8	5797511	5798088	C1	121.60689	107.88283	1	1	0.17014	AP2EREBP
chr8	5797928	5797936	C3_C2H2_21	Mp8g05060	8742	0.988648125235751	_C3_C2H2_21	5.3698	-	chr8	5797511	5798088	C1	121.60689	106.92759	1	1	0.18276	C2H2
chr8	5797932	5797938	C2_C2H2_20	Mp8g05060	8746	0.988826407045276	_C2_C2H2_20	8.28529	-	chr8	5797511	5798088	C1	121.60689	111.04442	1	1	0.12913	C2H2
chr8	5797941	5797948	C2_SBP_10	Mp8g05060	8755	0.989227273730537	_C2_SBP_10	9.60242	+	chr8	5797511	5798088	C1	121.60689	111.04442	1	1	0.12913	SBP
chr8	5797943	5797950	C4_C2C2YABBY_5	Mp8g05060	8757	0.989316304989951	_C4_C2C2YABBY_5	3.67017	-	chr8	5797511	5798088	C1	121.60689	111.04442	1	1	0.12913	C2C2YABBY
chr8	5797944	5797951	C6_NAC_5	Mp8g05060	8758	0.989360813776247	_C6_NAC_5	3.67017	+	chr8	5797511	5798088	C1	121.60689	111.04442	1	1	0.12913	NAC
chr8	5797945	5797951	C10_C2C2YABBY_10-C13_C2C2YABBY_3-C2_C2C2YABBY_13-C4_C2C2YABBY_7-C5_C2C2YABBY_2-C6_C2C2YABBY_7-C9_C2C2YABBY_8	Mp8g05060	8759	0.989405318001516	_C10_C2C2YABBY_10-C13_C2C2YABBY_3-C2_C2C2YABBY_13-C4_C2C2YABBY_7-C5_C2C2YABBY_2-C6_C2C2YABBY_7-C9_C2C2YABBY_8	8.28529	+	chr8	5797511	5798088	C1	121.60689	111.04442	1	1	0.12913	C2C2YABBY
chr8	5797947	5797954	C4_MADS_4	Mp8g05060	8761	0.989494312772709	_C4_MADS_4	3.67017	+	chr8	5797511	5798088	C1	121.60689	111.04442	1	1	0.12913	MADS
chr8	5797953	5797959	C2_ABI3VP1_2-C6_ABI3VP1_4	Mp8g05060	8767	0.989761187718778	_C2_ABI3VP1_2-C6_ABI3VP1_4	8.28529	+	chr8	5797511	5798088	C1	121.60689	111.04442	1	1	0.12913	ABI3VP1
chr8	5797957	5797963	C6_C2H2_19	Mp8g05060	8771	0.989939013284536	_C6_C2H2_19	8.28529	+	chr8	5797511	5798088	C1	121.60689	111.04442	1	1	0.12913	C2H2
chr8	5797961	5797968	C10_AP2EREBP_83-C3_AP2EREBP_71	Mp8g05060	8775	0.990116766067904	_C10_AP2EREBP_83-C3_AP2EREBP_71	3.92517	-	chr8	5797511	5798088	C1	121.60689	111.04442	1	1	0.12913	AP2EREBP
chr8	5797964	5797970	C10_AP2EREBP_12-C2_AP2EREBP_13-C3_AP2EREBP_14-C4_AP2EREBP_13-C5_AP2EREBP_1-C6_AP2EREBP_16-C9_AP2EREBP_11	Mp8g05060	8778	0.990250032927817	_C10_AP2EREBP_12-C2_AP2EREBP_13-C3_AP2EREBP_14-C4_AP2EREBP_13-C5_AP2EREBP_1-C6_AP2EREBP_16-C9_AP2EREBP_11	8.54029	-	chr8	5797511	5798088	C1	116.67031	104.12717	1	1	0.16151	AP2EREBP
chr8	5797965	5797972	C3_bZIP_24-C4_bZIP_26	Mp8g05060	8779	0.990294446128439	_C3_bZIP_24-C4_bZIP_26	3.79767	-	chr8	5797511	5798088	C1	115.72105	101.61529	1	1	0.18453	bZIP
chr8	5797973	5797979	C6_C2H2_19	Mp8g05060	8787	0.990649588318854	_C6_C2H2_19	8.28529	+	chr8	5797511	5798088	C1	89.17894	78.46482	1	1	0.18084	C2H2
chr8	5797976	5797983	C2_BBRBPC_18	Mp8g05060	8790	0.990782691803138	_C2_BBRBPC_18	3.79767	+	chr8	5797511	5798088	C1	86.14051	78.46482	1	1	0.13182	BBRBPC
chr8	5797976	5797983	C4_BBRBPC_4	Mp8g05060	8790	0.990782691803138	_C4_BBRBPC_4	3.79767	-	chr8	5797511	5798088	C1	86.14051	78.46482	1	1	0.13182	BBRBPC
chr8	5797977	5797983	C10_BBRBPC_17-C13_BBRBPC_1-C2_BBRBPC_14-C3_BBRBPC_12-C4_BBRBPC_15-C6_BBRBPC_15-C9_BBRBPC_6	Mp8g05060	8791	0.990827050567479	_C10_BBRBPC_17-C13_BBRBPC_1-C2_BBRBPC_14-C3_BBRBPC_12-C4_BBRBPC_15-C6_BBRBPC_15-C9_BBRBPC_6	8.41279	-	chr8	5797511	5798088	C1	86.14051	78.46482	1	1	0.13182	BBRBPC
chr8	5797977	5797984	C10_HSF_5	Mp8g05060	8791	0.990827050567479	_C10_HSF_5	3.79767	+	chr8	5797511	5798088	C1	86.14051	78.46482	1	1	0.13182	HSF
chr8	5797977	5797984	C2_BBRBPC_19-C6_BBRBPC_21	Mp8g05060	8791	0.990827050567479	_C2_BBRBPC_19-C6_BBRBPC_21	3.79767	-	chr8	5797511	5798088	C1	86.14051	78.46482	1	1	0.13182	BBRBPC
chr8	5797979	5797986	C2_C2H2_38-C4_C2H2_31-C6_C2H2_46-C9_C2H2_17	Mp8g05060	8793	0.990915754506084	_C2_C2H2_38-C4_C2H2_31-C6_C2H2_46-C9_C2H2_17	3.79767	-	chr8	5797511	5798088	C1	83.87875	78.46482	1	1	0.09421	C2H2
chr8	5797987	5797993	C2_G2like_2-C4_G2like_3-C6_G2like_2	Mp8g05060	8801	0.9912703891951	_C2_G2like_2-C4_G2like_3-C6_G2like_2	8.28529	-	chr8	5797511	5798088	C1	73.50433	74.8048	1	1	-0.02471	G2like
chr8	5797987	5797994	C6_AP2EREBP_101	Mp8g05060	8801	0.9912703891951	_C6_AP2EREBP_101	3.67017	-	chr8	5797511	5798088	C1	73.50433	74.8048	1	1	-0.02471	AP2EREBP
chr8	5798027	5798033	C4_TCP_43	Mp8g05060	8841	0.99303923180691	_C4_TCP_43	8.28529	-	chr8	5797511	5798088	C1	55.56637	45.31034	1	1	0.28436	TCP
chr8	5798028	5798034	C2_MYB_19-C6_MYB_21-C9_MYB_9	Mp8g05060	8842	0.993083360698062	_C2_MYB_19-C6_MYB_21-C9_MYB_9	8.28529	+	chr8	5797511	5798088	C1	55.56637	45.31034	1	1	0.28436	MYB
chr8	5798049	5798056	C4_MADS_4	Mp8g05060	8863	0.994009033123613	_C4_MADS_4	3.67017	-	chr8	5797511	5798088	C1	43.7403	45.31034	1	1	-0.04894	MADS
chr8	5798076	5798083	C5_NAC_5	Mp8g05060	8890	0.99519629159718	_C5_NAC_5	3.67017	-	chr8	5797511	5798088	C1	38.17516	37.66829	1	1	0.01843	NAC
chr8	6359462	6359468	C4_TCP_24-C9_TCP_15	Mp8g05630	5673	0.824321124850771	_C4_TCP_24-C9_TCP_15	8.28529	-	chr8	6359350	6359621	C1	55.83221	49.98374	1	1	0.15448	TCP
chr8	6359529	6359536	C4_ND_7	Mp8g05630	5740	0.82865989653532	_C4_ND_7	3.67017	-	chr8	6359350	6359621	C1	61.74921	54.30105	1	1	0.17996	ND
chr8	6359553	6359560	C2_WRKY_7	Mp8g05630	5764	0.830203598925704	_C2_WRKY_7	9.60242	+	chr8	6359350	6359621	C1	43.21958	40.23955	1	1	0.09889	WRKY
chr8	6359553	6359560	C6_AP2EREBP_101	Mp8g05630	5764	0.830203598925704	_C6_AP2EREBP_101	3.67017	+	chr8	6359350	6359621	C1	43.21958	40.23955	1	1	0.09889	AP2EREBP
chr8	6359554	6359560	C2_WRKY_2-C6_WRKY_1-C7_WRKY_1-C9_WRKY_2	Mp8g05630	5765	0.830267800933642	_C2_WRKY_2-C6_WRKY_1-C7_WRKY_1-C9_WRKY_2	8.28529	+	chr8	6359350	6359621	C1	43.21958	40.23955	1	1	0.09889	WRKY
chr8	6359567	6359574	C2_NAC_59	Mp8g05630	5778	0.831101564501359	_C2_NAC_59	3.67017	+	chr8	6359350	6359621	C1	34.51771	32.32929	1	1	0.08976	NAC
chr8	6359568	6359575	C10_AP2EREBP_82-C6_AP2EREBP_96	Mp8g05630	5779	0.831165633909443	_C10_AP2EREBP_82-C6_AP2EREBP_96	3.79767	+	chr8	6359350	6359621	C1	34.51771	32.32929	1	1	0.08976	AP2EREBP
chr8	6359569	6359576	C10_AP2EREBP_83-C3_AP2EREBP_71	Mp8g05630	5780	0.831229693867063	_C10_AP2EREBP_83-C3_AP2EREBP_71	3.92517	-	chr8	6359350	6359621	C1	34.51771	32.32929	1	1	0.08976	AP2EREBP
chr8	6359570	6359576	C1_AP2EREBP_17-C10_AP2EREBP_58-C2_AP2EREBP_51-C3_AP2EREBP_50-C4_AP2EREBP_47-C6_AP2EREBP_62-C9_AP2EREBP_34	Mp8g05630	5781	0.83129374437701	_C1_AP2EREBP_17-C10_AP2EREBP_58-C2_AP2EREBP_51-C3_AP2EREBP_50-C4_AP2EREBP_47-C6_AP2EREBP_62-C9_AP2EREBP_34	8.54029	+	chr8	6359350	6359621	C1	34.51771	32.32929	1	1	0.08976	AP2EREBP
chr8	6359596	6359602	C2_MYBrelated_1-C7_MYBrelated_1	Mp8g05630	5807	0.832955750604598	_C2_MYBrelated_1-C7_MYBrelated_1	8.28529	-	chr8	6359350	6359621	C1	27.39128	25.8576	1	1	0.07796	MYBrelated
chr8	6359608	6359614	C2_LOBAS2_1	Mp8g05630	5819	0.833720690444633	_C2_LOBAS2_1	8.28529	+	chr8	6359350	6359621	C1	27.39128	25.8576	1	1	0.07796	LOBAS2
chr8	6359608	6359615	C4_MADS_1	Mp8g05630	5819	0.833720690444633	_C4_MADS_1	3.67017	+	chr8	6359350	6359621	C1	27.39128	25.8576	1	1	0.07796	MADS
chr8	6359613	6359620	C4_MADS_4	Mp8g05630	5824	0.834039018159467	_C4_MADS_4	3.67017	+	chr8	6359350	6359621	C1	27.39128	25.8576	1	1	0.07796	MADS
chr8	6623484	6623491	C5_NAC_5	Mp8g05840	-17600	-1.26951294421792	_C5_NAC_5	3.67017	-	chr8	6623472	6623626	C1	53.15553	50.96432	1	1	0.05874	NAC
chr8	6623486	6623493	C2_BBRBPC_18	Mp8g05840	-17598	-1.26946624337569	_C2_BBRBPC_18	3.79767	+	chr8	6623472	6623626	C1	53.15553	50.96432	1	1	0.05874	BBRBPC
