a,b,d,T,a_OCR,AverageShortestPathLength,b_OCR,BetweennessCentrality,ClosenessCentrality,cluster,ClusteringCoefficient,D_HS a,D_HS b,D_HS d,D_HS T,d_OCR,Degree,description,dko_HS,dko_HS_oc,Eccentricity,family,hsfa_HS,hsfa_HS_oc,hsfb_HS,hsfb_HS_oc,IsSingleNode,Matching.Attribute,Matching.Attribute.1,Matching.Attribute.2,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,OCR_to_TSS,PartnerOfMultiEdgedNodePairs,Peak,Radiality,selected,SelfLoops,shared name,Stress,T_OCR,Tak1_HS,Tak1_HS_oc,TF,TopologicalCoefficient,U_HS a,U_HS b,U_HS d,U_HS T
,,U,,,4.6717914438502675,,0,0.2140506510230362,C4,0,,,,,,1,,1.053712613,,8,,1.669263226,,-0.039256482,,FALSE,Mp5g19570,Mp5g19570,Mp5g19570,Mp5g19570,35,0,1,,0,,0.9660019310754605,FALSE,0,Mp5g19570,0,,-0.099257601,,,0,,,,
,,U,,,3.6911764705882355,,5.963809946401974E-4,0.27091633466135456,C4,0.4642857142857143,,,,,,8,,1.454440726,,6,,0.284384526,,0.032368994,,FALSE,Mp6g17310,Mp6g17310,Mp6g17310,Mp6g17310,50.375,0,8,,0,,0.9750816993464052,FALSE,0,Mp6g17310,35780,,1.119174163,,,0.2722972972972973,,,,
U,,U,U,,4.231283422459893,,1.2968722788408184E-5,0.23633491311216429,C4,0.6666666666666666,,,,,,4,,2.016574295,,7,,0.149461546,,-0.246791675,,FALSE,Mp2g00260,Mp2g00260,Mp2g00260,Mp2g00260,55,0,4,,0,,0.9700807090512973,FALSE,0,Mp2g00260,600,,1.096200044,,,0.4230769230769231,,,,
,,U,U,,3.763368983957219,,0.001704458,0.2657193605683837,C2,0.3333333333333333,,,,,,3,,-0.0963948,,7,,-0.177484009,,-0.044094849,,FALSE,Mp2g04050,Mp2g04050,Mp2g04050,Mp2g04050,49,0,3,,0,,0.9744132501485443,FALSE,0,Mp2g04050,36190,,2.243285026,,,0.3772609819121447,,,,
U,,,,,3.943850267379679,,0,0.2535593220338983,C5,0,,,,,,1,,-0.049765443,,7,,2.995956005,,-0.282161988,,FALSE,Mp8g08700,Mp8g08700,Mp8g08700,Mp8g08700,71,0,1,,0,,0.972742127,FALSE,0,Mp8g08700,0,,-0.530037018,,,0,,,,
,D,D,D,,3.7439839572192515,,6.78273656437936E-4,0.2670951615782896,C6,0.6666666666666666,,,,,,4,,-0.383690376,,7,,0.346539321,,-0.331301008,,FALSE,Mp7g01270,Mp7g01270,Mp7g01270,Mp7g01270,56.75,0,4,,0,,0.9745927411368588,FALSE,0,Mp7g01270,19234,,-1.805567944,,,0.30842391304347827,,,,
D,D,,,,4.227941176470588,,0,0.2365217391304348,C1,0,,,,,,1,,0.044762591,,7,,-0.42120717,,-1.944073015,,FALSE,Mp1g25730,Mp1g25730,Mp1g25730,Mp1g25730,43,0,1,,0,,0.9701116557734204,FALSE,0,Mp1g25730,0,,-0.37078491,,,0,,,,
U,U,,U,,4.492647058823529,,0,0.22258592471358432,C2,0,,,,,,1,,-1.123840908,,7,,0.068028444,,1.251467122,,FALSE,Mp7g13390,Mp7g13390,Mp7g13390,Mp7g13390,42,0,1,,0,,0.9676606753812635,FALSE,0,Mp7g13390,0,,1.447057341,,,0,,,,
,D,,,,4.873663101604278,,0,0.20518447400905224,C1,0,,,,,,1,,0.808808226,,8,,0.520055355,,-1.991290008,,FALSE,Mp3g06310,Mp3g06310,Mp3g06310,Mp3g06310,23,0,1,,0,,0.9641327490592196,FALSE,0,Mp3g06310,0,,-1.1072222,,,0,,,,
D,,,,,3.8475935828877006,,0.007017921,0.2599027102154274,C1,0.2,,,,,,5,,0.475545039,,7,,-1.601214289,,-0.650325061,,FALSE,Mp2g08510,Mp2g08510,Mp2g08510,Mp2g08510,62.2,0,5,,0,,0.9736333927510399,FALSE,0,Mp2g08510,194996,,0.538218275,,,0.27224669603524226,,,,
U,D,D,,,5.791443850267379,,0,0.172668513,C6,0,,,,,,1,,-1.163579434,,9,,2.05955716,,-1.097518795,,FALSE,Mp4g14190,Mp4g14190,Mp4g14190,Mp4g14190,8,0,1,,0,,0.9556347791641909,FALSE,0,Mp4g14190,0,,-1.183554724,,,0,,,,
,U,,,,4.377673796791444,,0,0.2284318216521606,C3,0,,,,,,1,,0.403318397,,8,,-0.170449189,,2.56946662,,FALSE,Mp5g13130,Mp5g13130,Mp5g13130,Mp5g13130,36,0,1,,0,,0.9687252426223014,FALSE,0,Mp5g13130,0,,0.684485613,,,0,,,,
,,U,,,3.939171122994652,,7.172042614138701E-4,0.2538605124724249,C4,0,,,,,,2,,1.352220634,,7,,0.854484632,,0.059069216,,FALSE,Mp5g08110,Mp5g08110,Mp5g08110,Mp5g08110,38,0,2,,0,,0.9727854525648644,FALSE,0,Mp5g08110,10924,,0.511458061,,,0.5068493150684932,,,,
U,,,,,4.169117647058823,,0,0.2398589065255732,C5,0,,,,,,1,,-0.033383683,,7,,1.523757966,,-0.44417884,,FALSE,Mp1g25620,Mp1g25620,Mp1g25620,Mp1g25620,108,0,1,,0,,0.9706563180827886,FALSE,0,Mp1g25620,0,,0.266581796,,,0,,,,
,U,U,U,,3.786096256684492,,6.063941987358546E-4,0.2641242937853107,C2,0.4,,,,,,5,,0.607564411,,7,,-0.317831759,,0.576805834,,FALSE,Mp1g11700,Mp1g11700,Mp1g11700,Mp1g11700,48.4,0,5,,0,,0.9742028124381066,FALSE,0,Mp1g11700,18444,,1.751065209,,,0.2662983425414365,,,,
,,U,,,3.9725935828877006,,0.00331828,0.25172471815581354,C4,0.2,,,,,up,5,,1.31302371,1.705426862,7,,-1.167089499,1.039739671,-0.123996096,-0.385601304,FALSE,Mp7g01300,Mp7g01300,Mp7g01300,Mp7g01300,34.2,0,5,3' UTR,0,chr7.1853221.1853549,0.9724759853436324,FALSE,0,Mp7g01300,70970,,1.419452423,0.123783472,,0.2793388429752066,,,,
,D,,,,5.353609625668449,,0,0.18678986140591836,C6,0,,,,,,1,,-0.454415209,,9,,-0.392785949,,-1.773090741,,FALSE,Mp1g04530,Mp1g04530,Mp1g04530,Mp1g04530,6,0,1,,0,,0.9596887997623291,FALSE,0,Mp1g04530,0,,-0.078801764,,,0,,,,
,U,,,,4.451871657754011,,0,0.22462462462462462,C7,0,,,,,,1,,0.644128556,,8,,0.289424026,,1.527189042,,FALSE,Mp6g15680,Mp6g15680,Mp6g15680,Mp6g15680,53,0,1,,0,,0.9680382253911666,FALSE,0,Mp6g15680,0,,-0.252946783,,,0,,,,
,,U,,,4.495989304812834,,0,0.22242045792447218,C4,0,,,,,up,1,,1.900497061,1.002266753,7,,0.284938045,0.088447551,0.328861557,0.687895099,FALSE,Mp3g06490,Mp3g06490,Mp3g06490,Mp3g06490,68,0,1,Promoter,0,chr3.6365809.6366668,0.9676297286591404,FALSE,0,Mp3g06490,0,,0.597671352,0.418408376,,0,,,,
U,U,U,U,down,3.703877005347594,,0.001532426,0.26998736690128133,C3,0.3333333333333333,,,,,,4,,0.443293,-0.206269398,7,,-0.129844768,-1.91798928,1.237758728,0.019448917,FALSE,Mp4g06560,Mp4g06560,Mp4g06560,Mp4g06560,49.25,0,4,Promoter,0,chr4.7471262.7471777,0.9749641018023371,FALSE,0,Mp4g06560,27526,,1.335336451,-0.355598205,,0.27982954545454547,,,,
,U,U,U,,4.247326203208556,,0,0.2354422411079635,C8,0,,,,,,1,,0.946296292,,8,,-0.778329368,,1.526946073,,FALSE,Mp6g18450,Mp6g18450,Mp6g18450,Mp6g18450,23,0,1,,0,,0.9699321647851059,FALSE,0,Mp6g18450,0,,0.889023119,,,0,,,,
,,D,D,up,4.555481283,,1.938602949024861E-4,0.21951577402787967,C6,0,,,,,,2,,-1.173872021,0.416115882,7,,-0.430881316,1.267297242,-0.610671844,-0.63977932,FALSE,Mp1g16390,Mp1g16390,Mp1g16390,Mp1g16390,20.5,0,2,Promoter,0,chr1.16618530.16618889,0.9670788770053476,FALSE,0,Mp1g16390,2606,,-0.726092105,0.729691792,,0.5,,,,
U,,,,,3.953877005347594,,0,0.25291631445477597,C5,1,,,,,,2,,-0.151175137,,7,,1.939130822,,-0.146725523,,FALSE,Mp5g03140,Mp5g03140,Mp5g03140,Mp5g03140,102.5,0,2,,0,,0.9726492869875223,FALSE,0,Mp5g03140,0,,0.339915459,,,0.6174698795180723,,,,
,D,D,D,,4.451871657754011,,0,0.22462462462462462,C6,0,,,,,,1,,-0.964334658,,8,,-0.640709594,,-0.154509217,,FALSE,Mp7g10730,Mp7g10730,Mp7g10730,Mp7g10730,53,0,1,,0,,0.9680382253911666,FALSE,0,Mp7g10730,0,,-0.563571592,,,0,,,,
D,,,,,4.428475935828877,,0,0.22581132075471697,C1,0,,,,,down,1,,-0.401242718,-1.634625644,8,,-0.60874776,-0.290599925,-1.052853335,-0.088843278,FALSE,Mp6g00690,Mp6g00690,Mp6g00690,Mp6g00690,43,0,1,Promoter,0,chr6.1147861.1148743,0.9682548524460289,FALSE,0,Mp6g00690,0,,-1.15422169,0.084586621,,0,,,,
,D,,D,,4.650401069518717,,0,0.2150352163288774,C1,0,,,,,,1,,0.638462418,,8,,0.320330688,,-0.929602993,,FALSE,Mp1g12190,Mp1g12190,Mp1g12190,Mp1g12190,43,0,1,,0,,0.9661999900970488,FALSE,0,Mp1g12190,0,,-1.047009675,,,0,,,,
,U,U,,up,5.182486631016043,,0,0.19295756481362053,C4,0,,,,,,1,,2.438690964,1.049042916,9,,-0.047947768,1.6719548,0.582347864,0.591309187,FALSE,Mp8g14650,Mp8g14650,Mp8g14650,Mp8g14650,30,0,1,3' UTR,0,chr8.16436918.16437990,0.9612732719350366,FALSE,0,Mp8g14650,0,,-0.547524349,0.387622137,,0,,,,
,,,D,,5.222593582887701,,0,0.19147574555228467,C6,0,,,,,,1,,-0.15214442,,8,,-0.237598146,,-0.705530069,,FALSE,Mp6g03450,Mp6g03450,Mp6g03450,Mp6g03450,20,0,1,,0,,0.9609019112695584,FALSE,0,Mp6g03450,0,,-1.602054768,,,0,,,,
,D,,,,3.9899732620320854,,0,0.25062824593734295,C6,1,,,,,,2,,0.049118333,,7,,-0.456863366,,-1.297812917,,FALSE,Mp3g00980,Mp3g00980,Mp3g00980,Mp3g00980,72.5,0,2,,0,,0.9723150623885919,FALSE,0,Mp3g00980,0,,-1.223739016,,,0.5894308943089431,,,,
,D,D,,,4.929812834224599,,0,0.20284745762711864,C6,0,,,,,,1,,-1.967384723,,8,,-0.47889658,,-1.282665295,,FALSE,Mp8g04780,Mp8g04780,Mp8g04780,Mp8g04780,17,0,1,,0,,0.963612844,FALSE,0,Mp8g04780,0,,0.190118374,,,0,,,,
D,D,,,,4.811497326203209,,0.006817291,0.20783550986385108,C1,0,,,,,,7,"transcription factor, AP2/ERF",0.045810278,,8,AP2/ERF,-0.526867232,,-1.511414635,,FALSE,Mp6g18650,Mp6g18650,Mp6g18650,Mp6g18650,2.4285714285714284,0,7,,0,,0.964708358,FALSE,0,Mp6g18650,241648,,0.099108408,,MpERF8,0.23809523809523808,,,,
,D,,,,4.141042780748663,,0,0.2414850686037127,C6,0,,,,,,1,,-0.907404231,,8,,-0.958700419,,-1.458139859,,FALSE,Mp4g18010,Mp4g18010,Mp4g18010,Mp4g18010,69,0,1,,0,,0.9709162705486235,FALSE,0,Mp4g18010,0,,-0.890597211,,,0,,,,
U,,,,,4.211229946524064,,1.0922365798933756E-4,0.23746031746031748,C5,0,,,,,,2,,-0.029170138,,7,,1.724343157,,0.156452973,,FALSE,Mp8g05490,Mp8g05490,Mp8g05490,Mp8g05490,58.5,0,2,,0,,0.9702663893840364,FALSE,0,Mp8g05490,5024,,-0.119460861,,,0.5227272727272727,,,,
U,,,,,3.911096256684492,,0,0.255682789,C5,1,,,,,,3,,0.239411824,,7,,1.637953789,,0.477620479,,FALSE,Mp1g21440,Mp1g21440,Mp1g21440,Mp1g21440,95.66666666666667,0,3,,0,,0.9730454050306991,FALSE,0,Mp1g21440,0,,-0.059478005,,,0.5008726003490401,,,,
,,,D,,4.666443850267379,,0,0.21429594613952158,C6,0,,,,,,1,,-0.539076734,,8,,-0.488062572,,-0.163867449,,FALSE,Mp1g00620,Mp1g00620,Mp1g00620,Mp1g00620,28,0,1,,0,,0.9660514458308576,FALSE,0,Mp1g00620,0,,-1.467350124,,,0,,,,
U,,,,,3.944518717,,0,0.25351635316048127,C5,1,,,,,,2,,-0.09447213,,7,,2.086166147,,0.536357106,,FALSE,Mp4g07970,Mp4g07970,Mp4g07970,Mp4g07970,95,0,2,,0,,0.9727359378094673,FALSE,0,Mp4g07970,0,,-0.015150435,,,0.5828220858895705,,,,
U,,,,,4.6717914438502675,,0,0.2140506510230362,C4,0,,,,,,1,,0.6410203,,8,,1.696301348,,1.109855681,,FALSE,Mp4g21450,Mp4g21450,Mp4g21450,Mp4g21450,35,0,1,,0,,0.9660019310754605,FALSE,0,Mp4g21450,0,,0.244726588,,,0,,,,
,D,,D,,3.731283422459893,,9.563964824288681E-4,0.2680042995342171,C6,0.3333333333333333,,,,,up,3,,0.093422451,0.945747383,6,,-0.696737825,0.859835538,-0.617794654,0.890499389,FALSE,Mp3g14050,Mp3g14050,Mp3g14050,Mp3g14050,56.666666666666664,0,3,3' UTR,0,chr3.13762396.13763225,0.9747103386809269,FALSE,0,Mp3g14050,21088,,-1.046430393,0.739342879,,0.3611111111111111,,,,
D,D,D,D,,4.7005347593582885,,0,0.21274175199089876,C6,0,,,,,,1,,-0.522737187,,8,,-0.966661184,,-0.040078956,,FALSE,Mp4g01950,Mp4g01950,Mp4g01950,Mp4g01950,46,0,1,,0,,0.965735789,FALSE,0,Mp4g01950,0,,-1.254989594,,,0,,,,
U,,U,,,3.943850267379679,,0,0.2535593220338983,C5,0,,,,,up,1,,1.826866915,1.301869768,7,,1.212885432,0.445461223,-0.23210174,0.765143001,FALSE,Mp4g14600,Mp4g14600,Mp4g14600,Mp4g14600,71,0,1,Promoter,0,chr4.16760000.16760127,0.972742127,FALSE,0,Mp4g14600,0,,0.442361469,0.421845894,,0,,,,
,,U,,,3.7787433155080214,,7.064706998727469E-4,0.2646382451795507,C4,0,,,,,,3,,1.807348011,,7,,0.457643387,,0.291490909,,FALSE,Mp4g03840,Mp4g03840,Mp4g03840,Mp4g03840,68.33333333333333,0,3,,0,,0.9742708952267776,FALSE,0,Mp4g03840,45128,,2.120266829,,,0.4080808080808081,,,,
U,U,U,,up,3.8609625668449197,,1.8419209121303093E-4,0.2590027700831025,C5,0.5,,,,,,4,,1.106469933,0.978841453,7,,1.79497377,1.695718047,-0.379806407,0.471894651,FALSE,Mp4g06390,Mp4g06390,Mp4g06390,Mp4g06390,32.75,0,4,Promoter,0,chr4.7102614.7103620,0.9735096058625471,FALSE,0,Mp4g06390,6352,,0.149633441,0.487711353,,0.32107843137254904,,,,
,U,,,,3.8475935828877006,up,0.002531565,0.2599027102154274,C2,0.16666666666666666,,,,,,4,,-0.961949086,-1.134373776,8,,-1.25689176,-0.505571017,1.407947317,1.881297851,FALSE,Mp1g06280,Mp1g06280,Mp1g06280,Mp1g06280,47.75,0,4,3' UTR,0,chr1.6605867.6607120,0.9736333927510399,FALSE,0,Mp1g06280,55126,,1.301388715,1.331768771,,0.27958579881656803,,,,
,U,U,U,,3.9545454545454546,,2.1022291977763647E-4,0.25287356321839083,C3,0.5,,,,,,4,,0.883833757,,7,,-0.487355424,,1.328525456,,FALSE,Mp2g19460,Mp2g19460,Mp2g19460,Mp2g19460,24.5,0,4,,0,,0.9726430976430976,FALSE,0,Mp2g19460,8010,,1.023595565,,,0.3368055555555556,,,,
,,,D,,4.608288770053476,,0,0.2170002901073397,C6,0,,,,,,1,,-1.073912096,,7,,-0.564866696,,-0.747160475,,FALSE,Mp1g10260,Mp1g10260,Mp1g10260,Mp1g10260,36,0,1,,0,,0.9665899187958011,FALSE,0,Mp1g10260,0,,-1.289766968,,,0,,,,
D,,,D,up,4.169117647058823,up,0,0.2398589065255732,C6,0,,,,,up,1,,-0.185090288,0.764255771,7,,-0.430198268,1.264700625,-0.306843849,0.73209636,FALSE,Mp5g03900,Mp5g03900,Mp5g03900,Mp5g03900,108,0,1,Downstream (<=300bp),0,chr5.4367389.4367677,0.9706563180827886,FALSE,0,Mp5g03900,0,up,-1.328594614,0.38556378,,0,,,,
,D,,,,4.181818181818182,,0,0.2391304347826087,C1,0,,,,,,1,,-0.274378742,,7,,0.552776614,,-2.495560752,,FALSE,Mp2g21000,Mp2g21000,Mp2g21000,Mp2g21000,45,0,1,,0,,0.9705387205387205,FALSE,0,Mp2g21000,0,,-0.561206235,,,0,,,,
,,,U,,4.283422459893048,,0,0.233458177,C2,0,,,,,,1,,0.536126913,,8,,0.883295257,,-0.05363474,,FALSE,Mp8g18550,Mp8g18550,Mp8g18550,Mp8g18550,24,0,1,,0,,0.9695979401861755,FALSE,0,Mp8g18550,0,,1.247476528,,,0,,,,
,U,U,U,,4.856283422459893,,0,0.20591878871300756,C4,0,,,,,,1,,0.933360866,,8,,-0.533083929,,0.970096633,,FALSE,Mp2g22760,Mp2g22760,Mp2g22760,Mp2g22760,25,0,1,,0,,0.9642936720142602,FALSE,0,Mp2g22760,0,,1.499420534,,,0,,,,
,U,,,,4.064171122994653,,0.005148165,0.24605263157894736,C3,0.038095238,,,,,,15,"transcription factor, GeBP",-0.441876011,,7,GeBP,0.179379254,,1.842703904,,FALSE,Mp2g25290,Mp2g25290,Mp2g25290,Mp2g25290,8.666666666666666,0,15,,0,,0.9716280451574569,FALSE,0,Mp2g25290,104670,,0.317911671,,MpGEBP4,0.086021505,,,,
D,D,D,D,,4.068181818181818,,0,0.24581005586592178,C6,0,,,,,,1,,0.201480621,,7,,-0.97361167,,-0.792324229,,FALSE,Mp5g13870,Mp5g13870,Mp5g13870,Mp5g13870,81,0,1,,0,,0.9715909090909092,FALSE,0,Mp5g13870,0,,-1.659607605,,,0,,,,
U,,U,U,,4.227941176470588,,0,0.2365217391304348,C4,0,,,,,,1,,1.037956204,,7,,1.198587351,,0.144754448,,FALSE,Mp7g09420,Mp7g09420,Mp7g09420,Mp7g09420,43,0,1,,0,,0.9701116557734204,FALSE,0,Mp7g09420,0,,0.41657288,,,0,,,,
,D,,,,4.540106951871658,,0,0.22025912838633688,C6,0,,,,,,1,,-0.006947282,,8,,0.346642192,,-1.419815545,,FALSE,Mp2g17870,Mp2g17870,Mp2g17870,Mp2g17870,41,0,1,,0,,0.9672212319271142,FALSE,0,Mp2g17870,0,,-1.465258991,,,0,,,,
U,U,,,,4.095588235294118,,0,0.24416517055655296,C3,1,,,,,,3,,-0.326840093,,7,,0.872328205,,0.954269488,,FALSE,Mp2g07900,Mp2g07900,Mp2g07900,Mp2g07900,86,0,3,,0,,0.9713371459694989,FALSE,0,Mp2g07900,0,,0.614904546,,,0.5029239766081871,,,,
,U,D,U,,4.227941176470588,,0,0.2365217391304348,C2,0,,,,,,1,,-1.143914732,,7,,-0.160422213,,0.995996215,,FALSE,Mp6g16970,Mp6g16970,Mp6g16970,Mp6g16970,43,0,1,,0,,0.9701116557734204,FALSE,0,Mp6g16970,0,,1.568468785,,,0,,,,
,U,,U,,3.7947860962566846,,0.00285204,0.26351946450590097,C3,0,,,,,,2,,0.018263863,,7,,0.434919696,,0.892505208,,FALSE,Mp4g15120,Mp4g15120,Mp4g15120,Mp4g15120,65.5,0,2,,0,,0.9741223509605862,FALSE,0,Mp4g15120,44834,,1.352703938,,,0.5,,,,
D,D,D,D,,5.446524064171123,,0,0.18360333824251351,C6,0,,,,,,1,,-0.759480873,,9,,-0.948130372,,-0.450477002,,FALSE,Mp5g15040,Mp5g15040,Mp5g15040,Mp5g15040,5,0,1,,0,,0.9588284808873043,FALSE,0,Mp5g15040,0,,-1.110960837,,,0,,,,
,D,,D,,4.042780748663102,,0,0.24735449735449735,C6,1,,,,,,2,,0.15717521,,7,,-0.868427215,,-0.838682867,,FALSE,Mp7g05770,Mp7g05770,Mp7g05770,Mp7g05770,48,0,2,,0,,0.9718261041790454,FALSE,0,Mp7g05770,0,,-1.303528826,,,0.5647058823529412,,,,
,,,U,,4.167780748663102,,3.984170790161585E-4,0.23993584603047313,C2,0,,,,,,2,,-0.734791612,,7,,-1.009229478,,1.220055137,,FALSE,Mp6g05140,Mp6g05140,Mp6g05140,Mp6g05140,29,0,2,,0,,0.9706686967716379,FALSE,0,Mp6g05140,3438,,1.660476521,,,0.509090909,,,,
D,,,,down,3.7399732620320854,,4.699975599942797E-4,0.2673815907059875,C1,0.3,,,,,,5,,0.343682841,-0.371185726,6,,-0.782937609,-1.320747585,-1.608654815,-0.518186527,FALSE,Mp5g17610,Mp5g17610,Mp5g17610,Mp5g17610,54.8,0,5,Promoter,0,chr5.18651701.18651781,0.9746298772034067,FALSE,0,Mp5g17610,18940,,-0.663500175,-0.568463585,,0.2676470588235294,,,,
U,,D,,,5.791443850267379,,0,0.172668513,C5,0,,,,,,1,,-1.497805531,,9,,2.33880042,,-0.574228704,,FALSE,Mp5g16770,Mp5g16770,Mp5g16770,Mp5g16770,8,0,1,,0,,0.9556347791641909,FALSE,0,Mp5g16770,0,,-1.044174591,,,0,,,,
,D,D,D,,4.2366310160427805,,0.006089893,0.2360366046071316,C1,0.060606061,,,,,,13,"transcription factor, MYB",-0.872616519,,7,MYB,0.014420819,,-1.1706416,,FALSE,Mp3g23170,Mp3g23170,Mp3g23170,Mp3g23170,6.333333333333333,0,13,,1,,0.9700311942959002,FALSE,0,Mp3g23170,122454,,-1.492299868,,MpR2R3-MYB8,0.11734693877551021,,,,
U,,,U,,3.6343582887700534,,0.004261297,0.2751517380908589,C4,0.3333333333333333,,,,,,4,,-0.096928915,,7,,1.512138305,,-0.241837783,,FALSE,Mp4g21990,Mp4g21990,Mp4g21990,Mp4g21990,60.5,0,4,,0,,0.9756077936224995,FALSE,0,Mp4g21990,95680,,1.530562344,,,0.29534313725490197,,,,
,D,,,,4.000668449197861,,4.629024562599118E-5,0.2499582289055973,C6,0,,,,,,2,,-0.056447919,,7,,-0.199971287,,-1.075407488,,FALSE,Mp6g09960,Mp6g09960,Mp6g09960,Mp6g09960,56,0,2,,0,,0.9722160328777976,FALSE,0,Mp6g09960,1424,,-1.189642378,,,0.5392156862745098,,,,
,U,U,U,,3.679144385026738,,0.001657656,0.27180232558139533,C3,0.4,,,,,,5,,1.305523209,,7,,-0.59114837,,1.054920912,,FALSE,Mp6g08260,Mp6g08260,Mp6g08260,Mp6g08260,47,0,5,,0,,0.9751931075460488,FALSE,0,Mp6g08260,35608,,1.391402403,,,0.26292134831460673,,,,
D,D,D,D,,4.0755347593582885,,0,0.2453665737247827,C1,0,,,,,,1,,-0.662939227,,7,,-0.342177295,,-0.891505519,,FALSE,Mp3g03890,Mp3g03890,Mp3g03890,Mp3g03890,89,0,1,,0,,0.9715228263022381,FALSE,0,Mp3g03890,0,,-1.128547749,,,0,,,,
D,D,D,D,,4.092914438502674,,0,0.24432467744569655,C6,1,,,,,,2,,-0.238331251,,7,,-1.414676351,,-0.141662523,,FALSE,Mp6g18780,Mp6g18780,Mp6g18780,Mp6g18780,54.5,0,2,,0,,0.9713619033471974,FALSE,0,Mp6g18780,0,,-1.437055628,,,0.6123595505617978,,,,
D,D,D,D,,4.666443850267379,,0,0.21429594613952158,C1,0,,,,,,1,,-0.824408935,,8,,-0.214137042,,-1.0238576,,FALSE,Mp7g04070,Mp7g04070,Mp7g04070,Mp7g04070,28,0,1,,0,,0.9660514458308576,FALSE,0,Mp7g04070,0,,-1.359884882,,,0,,,,
D,,,,,4.169117647058823,,0,0.2398589065255732,C6,0,,,,,,1,,0.165394537,,7,,-1.11102162,,-0.59863191,,FALSE,Mp7g02500,Mp7g02500,Mp7g02500,Mp7g02500,108,0,1,,0,,0.9706563180827886,FALSE,0,Mp7g02500,0,,-1.395913219,,,0,,,,
D,,U,,,4.925133689839572,,1.286978747775016E-4,0.20304017372421282,C7,0,,,,,,2,,2.040311963,,8,,-0.706332,,-0.548364688,,FALSE,Mp5g14050,Mp5g14050,Mp5g14050,Mp5g14050,13.5,0,2,,0,,0.9636561695385225,FALSE,0,Mp5g14050,2704,,-0.130864693,,,0.5208333333333334,,,,
,D,,D,up,4.303475935828877,,0,0.23237030133581857,C1,1,,,,,up,2,,0.437965619,1.125211138,7,,-0.357835561,0.306282513,-1.694729066,0.149767748,FALSE,Mp8g14820,Mp8g14820,Mp8g14820,Mp8g14820,59,0,2,3' UTR,0,chr8.16577961.16578132,0.9694122598534364,FALSE,0,Mp8g14820,0,,-0.918131611,0.394754078,,0.5784313725490197,,,,
D,D,D,D,,4.903743315508021,,0.00534342,0.2039258451472192,C6,0,,,,,,7,"transcription factor, MYB",0.023864292,,8,MYB,-1.203780227,,-0.428620521,,FALSE,Mp6g21430,Mp6g21430,Mp6g21430,Mp6g21430,2,0,7,,0,,0.9638542285601109,FALSE,0,Mp6g21430,149266,,-0.650023278,,Mp1R-MYB18,0.25,,,,
D,,,D,,5.903074866310161,down,0,0.169403239,C6,0,,,,,down,1,,0.214076269,-1.19571871,9,,-1.664359805,0.168330031,-0.212702044,-1.599794103,FALSE,Mp3g03370,Mp3g03370,Mp3g03370,Mp3g03370,7,0,1,Promoter,0,chr3.3214605.3214671,0.9546011586452763,FALSE,0,Mp3g03370,0,,-0.53642534,0.316056459,,0,,,,
D,D,D,D,,3.9692513368983957,,9.837987618065086E-5,0.25193667901650385,C1,0,,,,,down,2,,-0.517789613,-1.458278685,8,,-0.146167481,-0.803570212,-1.298372922,-0.735318081,FALSE,Mp5g18500,Mp5g18500,Mp5g18500,Mp5g18500,67,0,2,Promoter,0,chr5.19581706.19582103,0.9725069320657556,FALSE,0,Mp5g18500,4072,,-1.388360826,-0.273373643,,0.5409836065573771,,,,
D,,,,down,4.659759358,,0,0.21460335676373546,C1,0,,,,,,1,,0.394145887,0.122859244,8,,-0.279381937,-1.2947829,-0.94460341,0.261160866,FALSE,Mp5g10480,Mp5g10480,Mp5g10480,Mp5g10480,34,0,1,"Intron (Mp5g10480.1/Mp5g10480, intron 4 of 4)",0,chr5.11682573.11682682,0.966113339,FALSE,0,Mp5g10480,0,,-1.14586348,-1.133636118,,0,,,,
D,D,,,,5.222593582887701,,0,0.19147574555228467,C6,0,,,,,,1,,-0.27779121,,8,,-1.948502452,,-0.95738723,,FALSE,Mp3g20970,Mp3g20970,Mp3g20970,Mp3g20970,20,0,1,,0,,0.9609019112695584,FALSE,0,Mp3g20970,0,,-0.413063332,,,0,,,,
U,U,U,U,,4.0755347593582885,,0,0.2453665737247827,C3,0,,,,,,1,,0.351142722,,7,,0.261181033,,1.358358724,,FALSE,Mp4g02390,Mp4g02390,Mp4g02390,Mp4g02390,89,0,1,,0,,0.9715228263022381,FALSE,0,Mp4g02390,0,,1.288747307,,,0,,,,
U,U,U,U,,4.068181818181818,,0,0.24581005586592178,C2,0,,,,,,1,,0.265571967,,7,,0.279464742,,0.96666497,,FALSE,Mp3g04160,Mp3g04160,Mp3g04160,Mp3g04160,81,0,1,,0,,0.9715909090909092,FALSE,0,Mp3g04160,0,,1.550458488,,,0,,,,
,D,D,D,,4.070187165775401,,0,0.2456889472819839,C1,1,,,,,,2,,-0.790868968,,8,,-0.932546007,,-0.110335585,,FALSE,Mp8g07270,Mp8g07270,Mp8g07270,Mp8g07270,56,0,2,,0,,0.9715723410576352,FALSE,0,Mp8g07270,0,,-1.025454279,,,0.5544554455445545,,,,
