Matching.Attribute,name,shared name,TF,family,description, T, a, b, d,Tak1_HS,hsfa_HS,hsfb_HS,dko_HS,Peak,cluster,OCR_to_TSS,T_OCR,a_OCR,b_OCR,d_OCR,Tak1_HS_oc,hsfa_HS_oc,hsfb_HS_oc,dko_HS_oc
Mp7g19220,Mp7g19220,Mp7g19220,,,,,,,U,-1.308877852,0.295826128,-0.511665773,1.244496028,,C7,,,,,,,,,
Mp4g07630,Mp4g07630,Mp4g07630,,,,,U,,,-0.163853422,2.097328848,1.368267707,0.212104662,,C3,,,,,,,,,
Mp3g20680,Mp3g20680,Mp3g20680,,,,D,,,,-1.438977127,-0.969158083,0.095469713,-0.240357993,,C6,,,,,,,,,
Mp6g15640,Mp6g15640,Mp6g15640,,,,D,,D,,-0.681800706,1.779752711,-1.969303247,-0.608459533,,C1,,,,,,,,,
Mp7g11930,Mp7g11930,Mp7g11930,,,,U,,U,,1.493085419,-0.064429935,1.043484841,-0.454378152,chr7.13271248.13273653,C3,3' UTR,up,,up,,1.184959835,0.524864851,1.210022736,-0.043841946
Mp2g25930,Mp2g25930,Mp2g25930,,,,U,,U,,1.672212775,-0.517525706,1.132924721,-0.33217604,chr2.28372710.28372941,C2,Promoter,,down,,,0.050955779,-1.416465851,1.226823119,-1.980208767
Mp2g09820,Mp2g09820,Mp2g09820,,,,,,U,,-1.791528363,0.56225731,0.700404608,0.501752232,,C7,,,,,,,,,
Mp8g03330,Mp8g03330,Mp8g03330,,,,,D,,,-0.350480186,-1.280569051,-0.241763161,-0.144384796,chr8.3578847.3579032,C1,3' UTR,,up,up,up,0.609990629,0.706644557,1.664557016,0.760971213
Mp4g15450,Mp4g15450,Mp4g15450,,,,,U,,,0.470844555,2.222320798,-0.967895161,-0.270805261,,C5,,,,,,,,,
Mp4g22420,Mp4g22420,Mp4g22420,,,,,,U,U,-0.505952891,-0.499295129,1.038297257,0.712229492,,C8,,,,,,,,,
Mp1g10610,Mp1g10610,Mp1g10610,,,,U,,,U,0.458343873,0.253882147,-0.383688665,1.720361368,,C4,,,,,,,,,
Mp4g13940,Mp4g13940,Mp4g13940,,,,,,,D,-1.34586605,0.640463837,-0.840044818,-1.127564179,chr4.16067691.16067793,C6,3' UTR,,up,,,-0.758056756,1.054803316,0.540034423,0.66373051
Mp2g09970,Mp2g09970,Mp2g09970,,,,U,U,,U,0.603704793,0.812465411,-0.039883126,0.909755632,,C4,,,,,,,,,
Mp1g21950,Mp1g21950,Mp1g21950,,,,,,,U,1.053084848,0.052824957,0.297948362,1.459175859,,C4,,,,,,,,,
Mp3g11790,Mp3g11790,Mp3g11790,,,,U,,U,,1.724865498,-0.811345776,1.175620097,-0.510810295,chr3.11445779.11446719,C2,3' UTR,up,,up,,1.427131879,-0.876036653,1.838358523,-0.949500801
Mp5g02750,Mp5g02750,Mp5g02750,,,,,,,U,0.929917483,0.540225998,-0.630863809,2.192628127,,C4,,,,,,,,,
Mp6g20450,Mp6g20450,Mp6g20450,,,,U,D,U,D,1.416498361,-0.924292058,1.62369322,-1.067693382,,C2,,,,,,,,,
Mp4g12300,Mp4g12300,Mp4g12300,,,,,,U,,1.689960629,-1.289793515,1.100587794,-1.297452885,chr4.13672542.13673495,C2,3' UTR,,,up,up,1.156695947,0.403667509,1.158681636,0.26451804
Mp4g01890,Mp4g01890,Mp4g01890,,,,D,D,D,U,-0.917664686,-0.025797397,-0.963729852,1.103196019,,C1,,,,,,,,,
Mp6g14830,Mp6g14830,Mp6g14830,,,,,,U,,1.214211106,1.158932631,0.278355578,0.203109867,,C4,,,,,,,,,
Mp2g22600,Mp2g22600,Mp2g22600,,,,,,D,,-0.087120503,0.870353351,-1.85123742,-0.624067333,chr2.24746954.24747449,C1,Promoter,,,down,down,-0.507076209,-0.228101057,-0.866345219,-1.171335389
Mp7g12690,Mp7g12690,Mp7g12690,,,,,,,U,1.097657126,-0.753557831,-0.444179771,1.99802986,chr7.14007163.14007544,C4,"Exon (Mp7g12690.1/Mp7g12690, exon 3 of 3)",,up,,,0.285353418,1.41801633,0.441563765,1.140621507
Mp1g08490,Mp1g08490,Mp1g08490,,,,,D,,,-0.173537744,-1.230645788,-0.943123296,1.35822875,,C7,,,,,,,,,
Mp5g05730,Mp5g05730,Mp5g05730,,,,D,,U,U,-0.978417871,-0.712941242,1.558416671,0.381980877,,C7,,,,,,,,,
Mp2g13850,Mp2g13850,Mp2g13850,,,,,D,D,,-0.837255635,-1.476281238,-0.350233203,0.425556927,,C1,,,,,,,,,
Mp4g00430,Mp4g00430,Mp4g00430,,,,U,,U,,1.341617041,-0.88901963,1.34530289,-1.082604525,chr4.635179.635276,C2,Promoter,up,,,,1.793154492,-0.717631049,0.612432282,-1.438269635
Mp4g20450,Mp4g20450,Mp4g20450,,,,D,D,D,D,-1.118391743,-0.774476755,-0.676014512,-0.87689266,,C6,,,,,,,,,
Mp8g14870,Mp8g14870,Mp8g14870,,,,U,U,U,,0.958396751,0.392092187,1.16132456,0.767618637,chr8.16643468.16643987,C3,3' UTR,up,,up,,1.086561237,-0.302397789,1.765129074,-0.020264682
Mp2g24200,Mp2g24200,Mp2g24200,MpHD14,HD,"transcription factor, HD",D,U,D,,-1.497941599,1.667404899,-1.511739025,0.116105753,,C1,,,,,,,,,
Mp2g10270,Mp2g10270,Mp2g10270,,,,U,,U,,1.604228488,0.012822145,0.746086326,-0.300348143,chr2.10521566.10521684,C2,"Exon (Mp2g10270.1/Mp2g10270, exon 8 of 10)",up,up,up,up,1.758389079,0.613484438,1.220574499,-0.159573224
Mp8g16970,Mp8g16970,Mp8g16970,,,,,,D,D,-1.165344353,1.017544147,-1.153341845,-0.723234983,,C6,,,,,,,,,
Mp8g08450,Mp8g08450,Mp8g08450,,,,,U,,,0.718391987,1.595390993,-0.191619264,0.856764188,,C5,,,,,,,,,
Mp2g05790,Mp2g05790,Mp2g05790,,,,D,D,D,D,-0.803118843,0.744706055,-0.415823353,-1.390560309,,C1,,,,,,,,,
Mp5g13320,Mp5g13320,Mp5g13320,,,,,,,U,0.222487762,0.229891291,-0.658880946,2.152784572,chr5.14574211.14574355,C4,"Exon (Mp5g13320.1/Mp5g13320, exon 1 of 1)",up,up,up,,1.022746542,1.420309038,-0.386468123,-0.048254621
Mp6g13680,Mp6g13680,Mp6g13680,,,,,,U,,0.949321972,-0.197490923,1.778859932,-0.447756255,chr6.15035794.15036299,C3,Promoter,up,up,up,,1.003915173,0.665342142,1.273495732,-0.487247269
Mp5g19620,Mp5g19620,Mp5g19620,,,,,,U,,0.449308497,0.985454639,2.086693299,-0.89021952,,C3,,,,,,,,,
Mp3g09560,Mp3g09560,Mp3g09560,,,,U,,U,,1.522919294,-0.591636548,1.458406219,-0.590768213,chr3.9413375.9413635,C2,Promoter,up,,up,,0.724452834,-1.016060528,1.692826038,-0.93841821
Mp1g24070,Mp1g24070,Mp1g24070,,,,U,,U,,1.63269295,-0.119115033,0.874170138,-0.086684066,,C2,,,,,,,,,
Mp2g10120,Mp2g10120,Mp2g10120,,,,,D,D,U,0.889352636,-0.360169145,-1.409040425,1.535354361,chr2.10350303.10350503,C4,Promoter,,down,,,-1.042059587,-1.164044777,-0.821388739,-0.585529575
Mp5g20930,Mp5g20930,Mp5g20930,,,,,,,U,0.07010233,0.223607785,0.435945687,1.915173174,,C4,,,,,,,,,
Mp5g10280,Mp5g10280,Mp5g10280,MpAP2L3,AP2/ERF,"transcription factor, AP2/ERF",U,,U,,1.741129406,-0.998412517,1.002505702,-0.161788605,,C2,,,,,,,,,
Mp3g06560,Mp3g06560,Mp3g06560,,,,,,U,,-0.774840867,-1.014534153,1.727859227,0.14532777,,C7,,,,,,,,,
Mp8g16400,Mp8g16400,Mp8g16400,,,,,,,U,1.299409632,0.426250832,0.445506396,1.287636164,,C4,,,,,,,,,
Mp7g16830,Mp7g16830,Mp7g16830,,,,,,D,,-0.944678484,-1.164947942,0.547072058,0.513763846,,C6,,,,,,,,,
Mp2g13670,Mp2g13670,Mp2g13670,,,,U,U,U,,1.05070245,1.072526868,1.044068957,0.646450438,,C3,,,,,,,,,
Mp7g12440,Mp7g12440,Mp7g12440,,,,,U,,D,-0.191018851,0.491254107,0.45887415,-1.650666089,,C5,,,,,,,,,
Mp4g00070,Mp4g00070,Mp4g00070,,,,,,D,,-0.735608837,-0.274743995,-1.776575477,0.300624719,,C1,,,,,,,,,
Mp6g16980,Mp6g16980,Mp6g16980,,,,,D,,,0.506591411,-0.18155468,-1.260588496,-0.978588594,,C1,,,,,,,,,
Mp2g05780,Mp2g05780,Mp2g05780,,,,D,D,D,D,-0.8449444,0.555640369,-0.945187927,-1.324055554,,C1,,,,,,,,,
Mp1g10180,Mp1g10180,Mp1g10180,,,,,U,,,1.32186848,1.55433667,-0.475040648,0.997833277,,C4,,,,,,,,,
Mp7g06380,Mp7g06380,Mp7g06380,,,,D,D,D,,-1.164042958,-0.018729257,-1.271479195,0.166556362,chr7.7427142.7427295,C1,3' UTR,,,down,,-0.550750119,-0.617173932,-1.309650871,-1.518893178
Mp8g02750,Mp8g02750,Mp8g02750,,,,,,D,,-0.668093273,0.055144846,-2.006590404,0.915351257,,C1,,,,,,,,,
Mp5g04260,Mp5g04260,Mp5g04260,,,,U,,U,,1.525976808,0.181846873,1.079360428,-0.474531078,,C2,,,,,,,,,
Mp1g10970,Mp1g10970,Mp1g10970,,,,D,,,D,-1.440721089,-0.482958126,0.260625197,-1.209602998,,C6,,,,,,,,,
Mp6g05060,Mp6g05060,Mp6g05060,,,,U,,U,,1.569459181,0.179103512,0.870589462,-0.014628868,,C2,,,,,,,,,
Mp7g02900,Mp7g02900,Mp7g02900,,,,,,D,,0.082930457,1.114207432,-1.278454496,-1.245825788,,C5,,,,,,,,,
Mp7g06530,Mp7g06530,Mp7g06530,,,,,U,,D,-0.876301421,1.449248633,0.938748324,-1.397916297,,C5,,,,,,,,,
Mp2g23775,Mp2g23775,Mp2g23775,,,,D,D,,D,-0.748693207,-1.29875284,-0.17294884,-0.45976953,,C6,,,,,,,,,
Mp5g13860,Mp5g13860,Mp5g13860,,,,D,D,D,D,-0.449101023,-0.323640856,-1.191213337,-1.478685117,,C6,,,,,,,,,
Mp8g02920,Mp8g02920,Mp8g02920,,,,,,D,D,0.791388424,-0.627593204,-1.429848906,-1.080805676,chr8.2985345.2985565,C1,Promoter,,,down,down,-0.609903653,-0.670501056,-1.137628819,-1.124619423
Mp3g18030,Mp3g18030,Mp3g18030,,,,,D,D,,-1.049311025,-1.652483055,-1.254440853,-0.581206386,chr3.18362829.18362949,C6,Promoter,,,,down,-0.395342796,0.132627644,0.493750175,-1.667589956
Mp3g04860,Mp3g04860,Mp3g04860,,,,,D,,,-1.031886058,-1.087206669,-0.884799209,-0.476237889,,C6,,,,,,,,,
Mp1g19760,Mp1g19760,Mp1g19760,,,,,,D,,-1.488141329,-0.18582019,-1.567261857,0.647913988,,C6,,,,,,,,,
Mp4g23230,Mp4g23230,Mp4g23230,,,,U,U,U,U,0.798023679,0.912480652,0.161467176,1.727980926,,C4,,,,,,,,,
Mp3g06260,Mp3g06260,Mp3g06260,,,,,D,,,-0.288912521,-0.977317444,-0.917905765,0.580205656,,C1,,,,,,,,,
Mp1g09290,Mp1g09290,Mp1g09290,,,,D,D,D,D,-0.331743224,0.020383137,-1.294561998,-1.28782442,,C6,,,,,,,,,
Mp5g19710,Mp5g19710,Mp5g19710,,,,U,,,U,1.724013537,-0.497220453,0.305210391,0.859962504,,C2,,,,,,,,,
Mp1g25890,Mp1g25890,Mp1g25890,,,,,U,D,U,0.952793398,1.093361513,-0.505365137,-0.097896247,,C5,,,,,,,,,
Mp5g05380,Mp5g05380,Mp5g05380,,,,,,U,,0.410327647,-1.162510352,1.912103036,1.117302622,,C3,,,,,,,,,
Mp3g18710,Mp3g18710,Mp3g18710,,,,D,D,,,-1.011366544,-1.046124342,-0.494815937,-0.712689127,,C1,,,,,,,,,
Mp1g06930,Mp1g06930,Mp1g06930,,,,,,,U,0.986760595,0.100051528,0.378670907,1.806464893,chr1.7279342.7279480,C4,3' UTR,,,,up,0.758885047,1.016306589,-0.02056274,1.924582629
Mp5g06100,Mp5g06100,Mp5g06100,,,,U,,U,U,1.187710825,-0.568908018,1.824313286,-0.391953137,chr5.6466671.6466816,C2,"Intron (Mp5g06090.1/Mp5g06090, intron 2 of 2)",,up,up,up,0.151333076,0.226763945,1.511383698,1.298154637
Mp3g21280,Mp3g21280,Mp3g21280,,,,,D,,,-0.661831274,-1.358799474,-0.012881242,0.351742436,chr3.21969855.21970013,C1,Promoter,,down,,,-1.012194451,-1.489551862,-0.787031156,-0.688475911
Mp5g03160,Mp5g03160,Mp5g03160,,,,U,,U,U,0.511161436,-0.591361098,1.180539497,0.34383223,chr5.3647480.3648200,C2,Promoter,up,,up,,1.361831296,-0.833508496,1.857439347,-1.219268529
Mp2g22750,Mp2g22750,Mp2g22750,,,,,U,U,,0.973550014,0.7862746,0.550141694,1.187478561,,C4,,,,,,,,,
Mp6g05800,Mp6g05800,Mp6g05800,,,,,D,,,0.289386405,-1.197921432,-1.351020453,-0.323277691,,C1,,,,,,,,,
Mp6g11940,Mp6g11940,Mp6g11940,,,,,,,D,-1.264040264,1.085055623,0.268590372,-1.535516832,,C5,,,,,,,,,
Mp6g15820,Mp6g15820,Mp6g15820,,,,,U,,U,-0.981275645,1.876967013,-1.036405607,1.650579768,,C7,,,,,,,,,
Mp1g25420,Mp1g25420,Mp1g25420,,,,,,D,,-0.600508687,-0.556706509,-2.041857122,0.995772131,chr1.25984500.25984887,C1,"Exon (Mp1g25420.1/Mp1g25420, exon 13 of 22)",down,down,down,down,-0.301884005,-0.744288444,-0.844177346,-1.688592801
Mp6g01440,Mp6g01440,Mp6g01440,,,,,U,,D,-1.209010714,0.936035078,-0.038595296,-1.299415862,,C6,,,,,,,,,
Mp7g14550,Mp7g14550,Mp7g14550,,,,,,D,,-0.785345233,-0.414127185,-1.67061825,-0.129708134,,C6,,,,,,,,,
Mp1g01880,Mp1g01880,Mp1g01880,,,,,U,,U,-0.093148876,2.404075613,0.240688084,0.86666813,chr1.2140761.2141400,C5,Promoter,up,up,up,up,0.83285217,1.381184528,0.850585669,0.873513574
Mp2g10240,Mp2g10240,Mp2g10240,,,,U,U,U,U,1.116980321,1.166962942,0.410759837,1.049083969,,C4,,,,,,,,,
Mp3g24120,Mp3g24120,Mp3g24120,,,,D,D,D,D,-0.720303562,7.57804785419516E-4,-1.542667947,-1.054316506,,C1,,,,,,,,,
Mp5g24390,Mp5g24390,Mp5g24390,,,,U,,U,,1.729585454,-0.267363909,0.885017412,-0.840584646,chr5.26503066.26503976,C2,3' UTR,up,up,up,up,1.356290462,0.124245394,1.755784783,0.007338396
Mp3g25200,Mp3g25200,Mp3g25200,MpBHLH41,bHLH,"transcription factor, bHLH",D,,D,,-1.261996455,0.597471839,-1.850179371,-0.152720753,,C6,,,,,,,,,
Mp5g22920,Mp5g22920,Mp5g22920,,,,U,,U,,1.808397742,-0.380208379,0.790648391,-0.18060753,,C2,,,,,,,,,
Mp4g16310,Mp4g16310,Mp4g16310,,,,,U,U,,-0.135467237,1.557688949,1.259802113,-0.12438489,,C3,,,,,,,,,
Mp4g00150,Mp4g00150,Mp4g00150,,,,,,D,D,-1.291009156,0.692483752,-0.801998418,-0.862457648,,C6,,,,,,,,,
Mp2g23900,Mp2g23900,Mp2g23900,,,,,,,U,1.100270733,0.823034604,0.258528301,0.752392215,,C4,,,,,,,,,
Mp4g07520,Mp4g07520,Mp4g07520,,,,U,,,U,1.374997727,0.82082681,0.233979475,1.117862038,,C4,,,,,,,,,
Mp1g06770,Mp1g06770,Mp1g06770,,,,,U,,,1.048551266,2.175573501,-0.541844505,0.167854791,,C5,,,,,,,,,
Mp2g14830,Mp2g14830,Mp2g14830,,,,U,,U,,1.628983383,-1.017563418,1.666978725,-0.781911368,,C2,,,,,,,,,
Mp7g18360,Mp7g18360,Mp7g18360,,,,,D,D,,-0.383108159,-0.69272661,-1.595131821,0.639084334,,C1,,,,,,,,,
Mp6g03710,Mp6g03710,Mp6g03710,,,,U,,,U,1.342629865,0.631290824,0.417849808,1.068309841,,C4,,,,,,,,,
Mp5g18180,Mp5g18180,Mp5g18180,,,,D,,D,D,-1.22484744,-0.8209343,-0.685132856,-0.411991043,,C6,,,,,,,,,
Mp2g18580,Mp2g18580,Mp2g18580,,,,D,D,D,D,-0.296531267,0.034440783,-1.460848693,-1.296766736,chr2.20002123.20002194,C1,3' UTR,,down,,,-0.783669274,-0.947715557,0.331720098,-0.517936901
Mp4g04090,Mp4g04090,Mp4g04090,,,,,D,,,-0.272906531,-1.387529373,-0.598504908,0.464014962,,C1,,,,,,,,,
Mp3g17110,Mp3g17110,Mp3g17110,,,,,U,,,-0.262505847,2.044946176,-0.054201998,-1.116798443,,C5,,,,,,,,,
Mp7g03090,Mp7g03090,Mp7g03090,,,,,,U,U,1.218010805,0.624458247,0.500392631,-0.066657658,,C4,,,,,,,,,
Mp1g11660,Mp1g11660,Mp1g11660,MpHD6,HD,"transcription factor, HD",U,U,U,U,0.968865573,0.557497187,0.348850512,1.743499359,,C4,,,,,,,,,
Mp1g27960,Mp1g27960,Mp1g27960,,,,D,D,D,D,-0.778323376,-0.622627291,-0.129811093,-0.965589322,,C1,,,,,,,,,
Mp2g17120,Mp2g17120,Mp2g17120,,,,D,,,,-1.472829631,-0.904640366,0.103496906,-0.532068222,chr2.18198955.18199090,C6,3' UTR,,,,up,-0.178128597,1.526599335,0.799790785,1.041860332
Mp6g10840,Mp6g10840,Mp6g10840,,,,D,,D,,-1.548603384,0.150979373,-1.223809332,0.346400095,,C1,,,,,,,,,
Mp7g03790,Mp7g03790,Mp7g03790,,,,D,D,D,,-1.033402133,-1.153266053,-0.94025887,-0.072928252,,C1,,,,,,,,,
Mp4g18220,Mp4g18220,Mp4g18220,,,,D,D,D,,-0.61683311,0.394143402,-1.547635545,-0.535040525,,C1,,,,,,,,,
Mp7g14030,Mp7g14030,Mp7g14030,,,,,U,,U,0.583638923,0.997664028,0.236033855,1.403870226,,C4,,,,,,,,,
Mp8g08900,Mp8g08900,Mp8g08900,,,,U,,U,,1.268195487,-0.223025334,1.695956062,-0.15930608,,C2,,,,,,,,,
Mp7g05830,Mp7g05830,Mp7g05830,,,,,U,,,0.413432019,1.689407522,0.328423801,-0.103364257,,C5,,,,,,,,,
Mp4g00180,Mp4g00180,Mp4g00180,MpWRKY13,WRKY,"transcription factor, WRKY",,D,D,,-0.272010444,-1.179401241,-1.064718181,-0.149648738,,C1,,,,,,,,,
Mp5g20790,Mp5g20790,Mp5g20790,,,,,,,D,-0.574490413,-0.111085823,-1.025977276,-1.20146998,,C6,,,,,,,,,
Mp2g13170,Mp2g13170,Mp2g13170,,,,,D,,,1.704693084,-1.951024256,0.261519286,0.446199731,,C2,,,,,,,,,
Mp6g17260,Mp6g17260,Mp6g17260,,,,,D,,,-0.710547226,-1.323927902,0.575259908,0.389280442,,C7,,,,,,,,,
Mp7g19700,Mp7g19700,Mp7g19700,,,,,D,D,,-0.806553138,-1.494131366,-0.032830042,0.601060007,,C7,,,,,,,,,
Mp2g02190,Mp2g02190,Mp2g02190,,,,D,,,,-0.953828598,-1.409172833,0.625584642,-0.583326927,,C1,,,,,,,,,
Mp4g08220,Mp4g08220,Mp4g08220,,,,,D,,D,-0.817877826,-1.719298726,1.417963194,-1.29005377,chr4.9091867.9092009,C8,Promoter,,,,down,-0.035685887,-1.041765973,-0.873688649,-1.751734635
Mp5g03560,Mp5g03560,Mp5g03560,,,,D,D,,D,-1.155867687,-1.413064026,-0.450129412,-0.336528709,,C6,,,,,,,,,
Mp1g16520,Mp1g16520,Mp1g16520,,,,U,U,U,D,0.66798941,0.347895884,1.250829367,-1.287275623,,C2,,,,,,,,,
Mp7g16420,Mp7g16420,Mp7g16420,,,,U,,U,,1.19577463,-1.297184442,2.782811656,-0.111953126,,C3,,,,,,,,,
Mp6g13210,Mp6g13210,Mp6g13210,,,,,,D,,0.387432236,-0.727147625,-1.775248329,-0.699084739,,C1,,,,,,,,,
Mp1g23740,Mp1g23740,Mp1g23740,,,,U,U,U,U,1.015427345,1.638345405,0.008914881,0.924786305,,C4,,,,,,,,,
Mp6g14990,Mp6g14990,Mp6g14990,,,,,D,,,-0.892103828,-1.300506364,-0.668821941,0.152303572,,C6,,,,,,,,,
Mp5g18690,Mp5g18690,Mp5g18690,,,,U,,,,1.411986564,-0.378370825,1.082922046,-0.42367108,,C3,,,,,,,,,
Mp6g04930,Mp6g04930,Mp6g04930,,,,D,D,D,D,-0.870362837,-0.415527645,-1.52520055,-0.838267685,,C1,,,,,,,,,
Mp6g06600,Mp6g06600,Mp6g06600,,,,,D,,,0.676445822,-1.917383675,3.95603848576485E-4,-0.138095088,,C2,,,,,,,,,
Mp4g12000,Mp4g12000,Mp4g12000,,,,D,D,D,D,-0.522597562,-0.51735953,-1.007480167,-0.81416573,,C6,,,,,,,,,
Mp2g10590,Mp2g10590,Mp2g10590,,,,,D,D,,0.966395007,0.2201615,-2.036171368,0.303672481,chr2.10863064.10863407,C1,3' UTR,,up,,up,-0.742979962,1.247864434,0.514444503,1.366610634
Mp4g09980,Mp4g09980,Mp4g09980,,,,,,,U,0.327887066,0.025114233,1.768383707,1.005021979,,C3,,,,,,,,,
Mp6g08190,Mp6g08190,Mp6g08190,,,,,,,U,0.949898203,1.423318604,-0.340775622,1.906278129,,C4,,,,,,,,,
Mp8g14240,Mp8g14240,Mp8g14240,,,,,,,U,0.775436143,1.13813062,-0.44507954,1.704048579,,C4,,,,,,,,,
Mp1g09860,Mp1g09860,Mp1g09860,,,,,U,,,0.695041066,2.019981546,0.541561803,-0.163360738,,C5,,,,,,,,,
Mp2g19400,Mp2g19400,Mp2g19400,,,,,D,D,D,-0.570743084,-1.690285033,-0.929013495,-0.552464424,,C6,,,,,,,,,
Mp7g01970,Mp7g01970,Mp7g01970,,,,U,U,U,U,1.090380686,0.40526966,1.458547208,0.186391836,chr7.2606947.2607095,C3,Promoter,,,up,,0.387268313,0.171978361,1.33467615,0.78857138
Mp8g16250,Mp8g16250,Mp8g16250,,,,,,,U,0.378222078,0.358180431,-0.601560998,2.138839285,chr8.18325215.18326370,C4,3' UTR,,up,,up,-0.105613188,0.797737048,0.462475747,1.53516445
Mp2g21290,Mp2g21290,Mp2g21290,,,,,U,,,0.413357173,1.381783127,1.000272707,0.829175503,,C4,,,,,,,,,
Mp3g15770,Mp3g15770,Mp3g15770,,,,,U,U,U,-0.31700491,-0.12313745,2.155071119,1.031173535,,C8,,,,,,,,,
Mp1g24740,Mp1g24740,Mp1g24740,,,,,D,,,0.499626175,-2.018617685,-0.671162893,0.070064086,,C1,,,,,,,,,
Mp5g00690,Mp5g00690,Mp5g00690,,,,U,D,U,D,1.237030847,-1.260740061,1.259079278,-0.839347628,chr5.1007332.1007949,C2,Promoter,,,up,,1.175197597,-0.564881628,1.671849252,-0.833768908
Mp3g02550,Mp3g02550,Mp3g02550,,,,D,D,D,,-1.181822881,-0.695454465,-1.472376278,0.88545061,,C1,,,,,,,,,
Mp8g01290,Mp8g01290,Mp8g01290,,,,D,D,D,D,-0.627856535,-0.561933008,-1.105060209,-0.611746709,,C1,,,,,,,,,
Mp3g05150,Mp3g05150,Mp3g05150,,,,U,D,U,,1.322188475,-1.281041775,1.156747069,-0.735690802,,C2,,,,,,,,,
Mp5g11430,Mp5g11430,Mp5g11430,,,,D,D,D,,-0.926889629,-0.51754181,-1.332098329,0.762520714,,C1,,,,,,,,,
Mp1g09820,Mp1g09820,Mp1g09820,,,,U,,U,,1.83744766,-0.107590573,0.862755729,-0.076377083,,C2,,,,,,,,,
Mp4g15940,Mp4g15940,Mp4g15940,,,,U,,U,,1.572710818,-0.408044005,1.342170005,-0.848501987,,C2,,,,,,,,,
Mp5g01910,Mp5g01910,Mp5g01910,,,,,D,,,-0.877457366,-1.419934109,1.234637534,-0.514854694,chr5.2484645.2485265,C6,3' UTR,up,up,up,up,1.100948636,0.819997143,0.850702014,0.75065667
Mp2g10010,Mp2g10010,Mp2g10010,,,,U,U,U,U,0.923774966,1.739235908,0.116284406,0.90256164,,C5,,,,,,,,,
Mp5g00860,Mp5g00860,Mp5g00860,,,,D,D,,,-1.071554489,-1.992441673,0.843055086,-0.643438942,,C6,,,,,,,,,
Mp7g05050,Mp7g05050,Mp7g05050,,,,D,D,,,-0.938276166,-1.707787999,0.199356391,-0.406910713,,C7,,,,,,,,,
Mp8g05280,Mp8g05280,Mp8g05280,,,,,U,D,,0.34409759,2.56491317,-1.599635383,-0.042810829,chr8.6033562.6034197,C5,Promoter,,,,down,-0.12158861,-0.733937275,-0.572020363,-1.681044531
MpVg00720,MpVg00720,MpVg00720,,,,U,U,U,U,2.049944193,0.547406817,0.335555079,0.188220645,,C2,,,,,,,,,
Mp8g09330,Mp8g09330,Mp8g09330,,,,D,D,,D,-0.500517865,-1.97231225,0.012903476,-0.646553185,,C1,,,,,,,,,
Mp7g11850,Mp7g11850,Mp7g11850,,,,U,,U,,1.77665912,0.147505698,0.739576119,0.137807705,,C2,,,,,,,,,
Mp7g11410,Mp7g11410,Mp7g11410,,,,U,,U,U,1.619569306,-0.03398436,1.029488055,0.427209125,,C2,,,,,,,,,
Mp8g08780,Mp8g08780,Mp8g08780,,,,D,U,D,,-1.514019786,1.546248316,-1.2554769,0.745994557,,C6,,,,,,,,,
Mp4g08070,Mp4g08070,Mp4g08070,,,,,D,D,,-0.02604314,-0.691176815,-1.801225195,1.271399895,chr4.8987949.8988312,C1,3' UTR,,up,,up,0.369092665,1.299171628,0.445514843,-0.12695729
Mp2g12890,Mp2g12890,Mp2g12890,,,,,U,,,0.274924379,1.740781604,-0.233591347,0.83858952,,C4,,,,,,,,,
Mp4g21220,Mp4g21220,Mp4g21220,MpGARP7,GARP,"transcription factor, GARP",U,,,U,1.547070426,0.344764828,-0.077939309,1.278858331,,C4,,,,,,,,,
Mp7g04390,Mp7g04390,Mp7g04390,,,,U,U,U,,1.588738359,0.527312158,0.520506774,-0.893889483,,C2,,,,,,,,,
Mp8g09430,Mp8g09430,Mp8g09430,,,,U,,,U,1.270859898,0.046289689,0.513817745,1.394258034,,C4,,,,,,,,,
Mp1g25000,Mp1g25000,Mp1g25000,,,,,,D,,-0.748370225,-0.200039905,-1.117002861,0.331673359,,C1,,,,,,,,,
Mp3g09290,Mp3g09290,Mp3g09290,,,,,U,,U,0.928769504,0.712507438,-0.366121798,1.026079878,,C4,,,,,,,,,
Mp1g18780,Mp1g18780,Mp1g18780,,,,D,,D,D,-1.12311351,-0.592048638,-0.955032152,-0.856244053,,C6,,,,,,,,,
Mp1g09500,Mp1g09500,Mp1g09500,MpIDDL6,IDD-related,"transcription factor, IDD-related",D,,D,D,-1.206561584,-0.143042589,-0.934582305,-0.976608997,chr1.9836150.9836214,C1,Promoter,,,,down,-0.524090164,0.637119984,-0.920433548,-1.769343402
Mp1g20130,Mp1g20130,Mp1g20130,,,,D,D,,,-1.101767819,-0.773047974,-0.92686796,-0.175069997,,C6,,,,,,,,,
Mp8g18590,Mp8g18590,Mp8g18590,,,,D,D,D,,-1.133817187,-1.15257737,-1.009965694,-0.047939479,chr8.20726376.20727656,C6,Promoter,,,down,,-0.74306002,-0.216931611,-1.675952119,-0.543733372
Mp8g14150,Mp8g14150,Mp8g14150,,,,D,D,D,,-1.289557183,-1.255598714,-0.298056631,0.172924052,,C6,,,,,,,,,
Mp2g22690,Mp2g22690,Mp2g22690,,,,U,,U,,1.471475344,-0.40260545,1.552709591,0.171966783,chr2.24797144.24797649,C2,Promoter,up,up,up,,0.754517736,0.581826664,1.390712591,0.452918559
