shared.name,interaction,source,target,MI,pvalue,weight,presence,source_TF,target_TF,presence_rna,presence_rna_revised
Mp1g15660 (interacts with) Mp5g13090,interacts with,Mp1g15660,Mp5g13090,1.026955368,1.2337530996831e-10,0.032012372,,IDD-related,NA,,
Mp7g12630 (interacts with) Mp7g17690,interacts with,Mp7g12630,Mp7g17690,0.985051152,0.000519722,0.11133034,,GRAS,NA,,
Mp1g15660 (interacts with) Mp3g20970,interacts with,Mp1g15660,Mp3g20970,1.050506214,0,0.031999665,,IDD-related,NA,,
Mp1g15660 (interacts with) Mp2g05760,interacts with,Mp1g15660,Mp2g05760,0.98857995,4.77781991630177e-05,0.031440607,,IDD-related,NA,,
Mp7g12630 (interacts with) Mp8g15410,interacts with,Mp7g12630,Mp8g15410,0.949940382,4.77781991630177e-05,0.081401711,,GRAS,NA,,
Mp1g15660 (interacts with) Mp7g00970,interacts with,Mp1g15660,Mp7g00970,0.999456791,0,0.030875948,,IDD-related,NA,,
Mp7g12630 (interacts with) Mp4g11950,interacts with,Mp7g12630,Mp4g11950,0.901769136,0.000519722,0.072595132,,GRAS,NA,,
Mp1g15660 (interacts with) Mp2g03250,interacts with,Mp1g15660,Mp2g03250,0.936725869,0.000519722,0.030371815,,IDD-related,NA,,
Mp7g12630 (interacts with) Mp7g08620,interacts with,Mp7g12630,Mp7g08620,0.901207241,0,0.059294039,,GRAS,NA,,
Mp1g15660 (interacts with) Mp6g03450,interacts with,Mp1g15660,Mp6g03450,0.986970357,0.049115235,0.030314376,,IDD-related,NA,,
Mp7g12630 (interacts with) Mp7g07050,interacts with,Mp7g12630,Mp7g07050,0.932727508,0.000519722,0.055327923,,GRAS,NA,,
Mp3g20870 (interacts with) Mp6g16310,interacts with,Mp3g20870,Mp6g16310,0.983232465,0.000519722,0.057914995,,Trihelix,NA,,
Mp2g07150 (interacts with) Mp6g09570,interacts with,Mp2g07150,Mp6g09570,1.058911054,0,0.076613775,RNA-seq,bHLH,NA,source,source
Mp3g20870 (interacts with) Mp4g17840,interacts with,Mp3g20870,Mp4g17840,0.945841972,0.000519722,0.056455104,,Trihelix,NA,,
Mp2g07150 (interacts with) Mp2g09820,interacts with,Mp2g07150,Mp2g09820,0.840132695,0.000519722,0.072115563,RNA-seq,bHLH,NA,source,source
Mp3g20870 (interacts with) Mp6g19380,interacts with,Mp3g20870,Mp6g19380,1.039069321,0.049115235,0.055905114,RNA-seq,Trihelix,NA,source,source
Mp2g07150 (interacts with) Mp7g06880,interacts with,Mp2g07150,Mp7g06880,0.974013928,0.000519722,0.051038849,RNA-seq,bHLH,NA,source,source
Mp3g20870 (interacts with) Mp6g04780,interacts with,Mp3g20870,Mp6g04780,0.905677586,0.049115235,0.040330208,source,Trihelix,NA,source,source
Mp2g07150 (interacts with) Mp5g11300,interacts with,Mp2g07150,Mp5g11300,0.943979527,0.00525517,0.049501687,RNA-seq,bHLH,NA,source,source
Mp2g07150 (interacts with) Mp8g05280,interacts with,Mp2g07150,Mp8g05280,0.866716289,0.000519722,0.045805605,source,bHLH,NA,source,source
Mp7g13760 (interacts with) Mp6g19230,interacts with,Mp7g13760,Mp6g19230,1.05076364,3.30563580508425e-07,0.075145735,,AP2/ERF,NA,,
Mp2g07150 (interacts with) Mp7g02340,interacts with,Mp2g07150,Mp7g02340,0.929021772,3.30563580508425e-07,0.043308244,RNA-seq,bHLH,NA,source,source
Mp7g13760 (interacts with) Mp1g09300,interacts with,Mp7g13760,Mp1g09300,0.819736179,0.049115235,0.067527926,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp1g28000,interacts with,Mp2g07170,Mp1g28000,0.995321065,0.00525517,0.122233364,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp2g19730,interacts with,Mp7g13760,Mp2g19730,0.892690199,4.77781991630177e-05,0.066890897,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp5g05900,interacts with,Mp2g07170,Mp5g05900,1.046261373,0.049115235,0.106963907,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp6g18200,interacts with,Mp7g13760,Mp6g18200,0.924143526,0,0.059948194,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp1g12420,interacts with,Mp2g07170,Mp1g12420,1.036030024,3.30563580508425e-07,0.101955024,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp3g13910,interacts with,Mp7g13760,Mp3g13910,0.970159962,0.000519722,0.059616642,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp4g14980,interacts with,Mp2g07170,Mp4g14980,1.10775102,0,0.099273497,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp3g19100,interacts with,Mp7g13760,Mp3g19100,1.056072275,0.000519722,0.057851967,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp4g23700,interacts with,Mp2g07170,Mp4g23700,1.026205267,3.30563580508425e-07,0.095521431,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp1g18140,interacts with,Mp7g13760,Mp1g18140,1.039720771,0.00525517,0.057723352,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp1g06910,interacts with,Mp2g07170,Mp1g06910,1.018044561,0,0.095206845,RNA-seq,bZIP,NA,source,source
Mp2g07170 (interacts with) Mp1g11770,interacts with,Mp2g07170,Mp1g11770,1.018144615,0.049115235,0.094621499,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp3g08200,interacts with,Mp7g13760,Mp3g08200,1.049494203,0,0.051135183,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp8g10660,interacts with,Mp2g07170,Mp8g10660,0.98368166,2.50863130268897e-08,0.092123013,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp5g19570,interacts with,Mp7g13760,Mp5g19570,0.945224432,2.50863130268897e-08,0.048025122,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp1g17610,interacts with,Mp2g07170,Mp1g17610,1.021512754,0,0.089723322,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp4g20540,interacts with,Mp7g13760,Mp4g20540,0.988045987,0.000519722,0.047261712,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp6g14340,interacts with,Mp2g07170,Mp6g14340,1.014160082,0.00525517,0.085408341,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp4g06390,interacts with,Mp7g13760,Mp4g06390,0.966372395,0.049115235,0.041493197,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp6g17450,interacts with,Mp2g07170,Mp6g17450,1.08818896,1.80950454620188e-09,0.085105452,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp2g10860,interacts with,Mp7g13760,Mp2g10860,0.978924594,4.10292818320279e-06,0.041250309,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp2g10120,interacts with,Mp2g07170,Mp2g10120,0.957985,0.000519722,0.083289091,source,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp6g07010,interacts with,Mp7g13760,Mp6g07010,0.986318907,0.049115235,0.040976639,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp7g12440,interacts with,Mp2g07170,Mp7g12440,0.953414804,0.00525517,0.083128336,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp3g03030,interacts with,Mp7g13760,Mp3g03030,0.955771847,0.049115235,0.040846949,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp7g06530,interacts with,Mp2g07170,Mp7g06530,0.984068915,0,0.082654288,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp1g28310,interacts with,Mp7g13760,Mp1g28310,0.999501004,0.049115235,0.040370526,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp4g05170,interacts with,Mp2g07170,Mp4g05170,0.974252736,4.10292818320279e-06,0.080622384,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp3g03860,interacts with,Mp7g13760,Mp3g03860,0.983362299,0.049115235,0.037574034,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp5g02800,interacts with,Mp2g07170,Mp5g02800,1.051263009,1.80950454620188e-09,0.078296526,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp4g12000,interacts with,Mp7g13760,Mp4g12000,1.036181208,0.000519722,0.037498837,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp1g27930,interacts with,Mp2g07170,Mp1g27930,1.03605014,0,0.076436249,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp2g21290,interacts with,Mp7g13760,Mp2g21290,1.042095629,0,0.03742243,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp2g25120,interacts with,Mp2g07170,Mp2g25120,1.024685217,0.049115235,0.070905153,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp3g14290,interacts with,Mp7g13760,Mp3g14290,0.990604704,0.049115235,0.0365973,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp2g23680,interacts with,Mp2g07170,Mp2g23680,1.070512842,0.000519722,0.06703555,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp3g04300,interacts with,Mp7g13760,Mp3g04300,1.027585125,4.10292818320279e-06,0.035875764,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp7g12690,interacts with,Mp2g07170,Mp7g12690,0.979048078,4.77781991630177e-05,0.064796096,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp8g08450,interacts with,Mp7g13760,Mp8g08450,1.026596202,2.50863130268897e-08,0.035729915,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp1g04940,interacts with,Mp2g07170,Mp1g04940,0.95742568,3.30563580508425e-07,0.064424284,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp5g14750,interacts with,Mp7g13760,Mp5g14750,1.049783235,4.77781991630177e-05,0.035564711,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp1g08290,interacts with,Mp2g07170,Mp1g08290,0.860783693,4.77781991630177e-05,0.060871735,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp1g25870,interacts with,Mp7g13760,Mp1g25870,1.044169175,2.50863130268897e-08,0.035054437,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp2g08650,interacts with,Mp2g07170,Mp2g08650,1.080083971,0,0.060435536,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp1g20160,interacts with,Mp7g13760,Mp1g20160,1.065992155,3.30563580508425e-07,0.033159349,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp4g15170,interacts with,Mp2g07170,Mp4g15170,0.947604297,0,0.060428194,RNA-seq,bZIP,GARP,source,source
Mp7g13760 (interacts with) Mp3g21090,interacts with,Mp7g13760,Mp3g21090,1.082824024,1.2337530996831e-10,0.032959448,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp8g16790,interacts with,Mp2g07170,Mp8g16790,1.054639072,2.50863130268897e-08,0.06040323,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp3g11880,interacts with,Mp7g13760,Mp3g11880,0.939772356,0.049115235,0.032077406,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp7g06030,interacts with,Mp2g07170,Mp7g06030,0.947596674,2.50863130268897e-08,0.060073382,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp8g14870,interacts with,Mp7g13760,Mp8g14870,0.977334455,0.00525517,0.03197411,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp4g19370,interacts with,Mp2g07170,Mp4g19370,1.065288705,1.2337530996831e-10,0.057371908,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp8g16120,interacts with,Mp7g13760,Mp8g16120,0.906127136,0.00525517,0.030980425,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp6g21240,interacts with,Mp2g07170,Mp6g21240,0.945853993,4.77781991630177e-05,0.056968575,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp5g18320,interacts with,Mp7g13760,Mp5g18320,1.046715583,0.00525517,0.030535468,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp5g19150,interacts with,Mp2g07170,Mp5g19150,1.043155556,0.049115235,0.055372333,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp4g21450,interacts with,Mp7g13760,Mp4g21450,1.020771804,4.77781991630177e-05,0.030398149,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp7g01300,interacts with,Mp2g07170,Mp7g01300,1.001495453,4.77781991630177e-05,0.054776943,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp1g05150,interacts with,Mp7g13760,Mp1g05150,0.963111205,4.10292818320279e-06,0.030333888,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp4g05080,interacts with,Mp2g07170,Mp4g05080,0.924121636,0.049115235,0.051251294,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp4g09760,interacts with,Mp7g13760,Mp4g09760,1.008672582,0,0.030018455,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp1g21830,interacts with,Mp2g07170,Mp1g21830,0.989652799,0.049115235,0.050124026,RNA-seq,bZIP,NA,source,source
Mp7g13760 (interacts with) Mp1g22530,interacts with,Mp7g13760,Mp1g22530,1.005535385,0.000519722,0.030003853,,AP2/ERF,NA,,
Mp2g07170 (interacts with) Mp6g08020,interacts with,Mp2g07170,Mp6g08020,1.037391361,0.049115235,0.046219739,RNA-seq,bZIP,NA,source,source
Mp1g05310 (interacts with) Mp6g16380,interacts with,Mp1g05310,Mp6g16380,1.021740641,0.000519722,0.062404988,,GATA,NA,,
Mp2g07170 (interacts with) Mp1g18910,interacts with,Mp2g07170,Mp1g18910,0.936821788,2.50863130268897e-08,0.046087206,RNA-seq,bZIP,NA,source,source
Mp1g05310 (interacts with) Mp2g15090,interacts with,Mp1g05310,Mp2g15090,1.048753595,0,0.058210229,,GATA,NA,,
Mp1g19590 (interacts with) Mp3g17870,interacts with,Mp1g19590,Mp3g17870,0.968648974,4.77781991630177e-05,0.076373843,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp3g17100,interacts with,Mp1g05310,Mp3g17100,1.019092842,0,0.057742496,,GATA,NA,,
Mp1g19590 (interacts with) Mp4g13720,interacts with,Mp1g19590,Mp4g13720,0.954231064,0.049115235,0.075549313,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp5g07500,interacts with,Mp1g05310,Mp5g07500,1.018201078,0.000519722,0.057207607,,GATA,NA,,
Mp1g19590 (interacts with) Mp3g03970,interacts with,Mp1g19590,Mp3g03970,0.91233599,3.30563580508425e-07,0.073809279,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp1g20130,interacts with,Mp1g05310,Mp1g20130,1.045609923,3.30563580508425e-07,0.054910839,,GATA,NA,,
Mp1g19590 (interacts with) Mp8g19020,interacts with,Mp1g19590,Mp8g19020,0.848882835,4.77781991630177e-05,0.063480091,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp5g12880,interacts with,Mp1g05310,Mp5g12880,1.112404307,0,0.05349955,,GATA,NA,,
Mp1g19590 (interacts with) Mp1g15860,interacts with,Mp1g19590,Mp1g15860,0.817934062,0.000519722,0.06192723,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp2g12520,interacts with,Mp1g05310,Mp2g12520,0.989485385,3.30563580508425e-07,0.053089788,,GATA,NA,,
Mp1g19590 (interacts with) Mp7g16830,interacts with,Mp1g19590,Mp7g16830,0.918446303,0.049115235,0.061033827,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp2g19400,interacts with,Mp1g05310,Mp2g19400,0.991208459,0.00525517,0.052297589,,GATA,NA,,
Mp1g19590 (interacts with) Mp5g14430,interacts with,Mp1g19590,Mp5g14430,0.833314872,3.30563580508425e-07,0.05855017,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp4g23140,interacts with,Mp1g05310,Mp4g23140,1.074679357,0.000519722,0.049134527,,GATA,NA,,
Mp1g19590 (interacts with) Mp3g13640,interacts with,Mp1g19590,Mp3g13640,0.902363272,0.00525517,0.053389089,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp7g10710,interacts with,Mp1g05310,Mp7g10710,1.083119464,0.00525517,0.048825299,,GATA,NA,,
Mp1g19590 (interacts with) Mp5g05730,interacts with,Mp1g19590,Mp5g05730,0.875841815,4.77781991630177e-05,0.049010768,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp1g21700,interacts with,Mp1g05310,Mp1g21700,0.977676429,0,0.044532887,,GATA,NA,,
Mp1g19590 (interacts with) Mp7g03090,interacts with,Mp1g19590,Mp7g03090,0.887973848,0.049115235,0.044703914,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp7g08450,interacts with,Mp1g05310,Mp7g08450,1.021410617,0,0.044188444,,GATA,NA,,
Mp1g19590 (interacts with) Mp2g22390,interacts with,Mp1g19590,Mp2g22390,1.018144615,0.049115235,0.040864016,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp2g24920,interacts with,Mp1g05310,Mp2g24920,1.026579884,0,0.043586159,,GATA,NA,,
Mp1g19590 (interacts with) Mp1g11940,interacts with,Mp1g19590,Mp1g11940,0.958966525,0.049115235,0.038058114,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp6g09900,interacts with,Mp1g05310,Mp6g09900,0.993820918,0.000519722,0.043471599,,GATA,NA,,
Mp1g19590 (interacts with) Mp2g04050,interacts with,Mp1g19590,Mp2g04050,0.85191492,0.049115235,0.03556231,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp4g07630,interacts with,Mp1g05310,Mp4g07630,1.026540095,3.30563580508425e-07,0.038911885,,GATA,NA,,
Mp1g19590 (interacts with) Mp7g12060,interacts with,Mp1g19590,Mp7g12060,1.013007807,0.049115235,0.033817183,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp4g16310,interacts with,Mp1g05310,Mp4g16310,0.893926313,3.30563580508425e-07,0.038479077,,GATA,NA,,
Mp1g19590 (interacts with) Mp8g08270,interacts with,Mp1g19590,Mp8g08270,0.944683315,0.049115235,0.03146099,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp8g15060,interacts with,Mp1g05310,Mp8g15060,1.04385634,0,0.037507974,,GATA,NA,,
Mp1g19590 (interacts with) Mp2g05380,interacts with,Mp1g19590,Mp2g05380,0.874261341,0.00525517,0.031326123,RNA-seq,bHLH,NA,source,source
Mp1g05310 (interacts with) Mp3g10230,interacts with,Mp1g05310,Mp3g10230,0.997307913,2.50863130268897e-08,0.036058136,,GATA,NA,,
Mp7g03150 (interacts with) Mp1g29480,interacts with,Mp7g03150,Mp1g29480,1.032611864,0,0.086766691,,CAMTA,NA,,
Mp1g05310 (interacts with) Mp5g17610,interacts with,Mp1g05310,Mp5g17610,1.013897139,0.049115235,0.034633681,,GATA,NA,,
Mp7g03150 (interacts with) Mp2g22600,interacts with,Mp7g03150,Mp2g22600,1.039918193,4.10292818320279e-06,0.058130276,source,CAMTA,NA,source,source
Mp1g05310 (interacts with) Mp4g05950,interacts with,Mp1g05310,Mp4g05950,0.990027858,0.049115235,0.034393907,,GATA,NA,,
Mp7g03150 (interacts with) Mp4g08700,interacts with,Mp7g03150,Mp4g08700,0.904007529,0.000519722,0.053539468,RNA-seq,CAMTA,GARP,source,source
Mp1g05310 (interacts with) Mp7g13830,interacts with,Mp1g05310,Mp7g13830,1.062825677,0,0.033076934,,GATA,NA,,
Mp7g03150 (interacts with) Mp8g15900,interacts with,Mp7g03150,Mp8g15900,0.940052245,0.00525517,0.044668214,RNA-seq,CAMTA,NA,source,source
Mp1g05310 (interacts with) Mp8g15840,interacts with,Mp1g05310,Mp8g15840,1.037273684,3.30563580508425e-07,0.032787063,,GATA,NA,,
Mp7g03150 (interacts with) Mp1g13140,interacts with,Mp7g03150,Mp1g13140,1.010298741,0.00525517,0.038905933,,CAMTA,NA,,
Mp1g05310 (interacts with) Mp4g18900,interacts with,Mp1g05310,Mp4g18900,0.921921075,0.00525517,0.031994044,,GATA,NA,,
Mp7g03150 (interacts with) Mp1g04530,interacts with,Mp7g03150,Mp1g04530,0.965123366,0.00525517,0.035611371,RNA-seq,CAMTA,NA,source,source
Mp1g05310 (interacts with) Mp3g02080,interacts with,Mp1g05310,Mp3g02080,1.0741906,0.049115235,0.031943573,,GATA,NA,,
Mp2g08260 (interacts with) Mp3g16520,interacts with,Mp2g08260,Mp3g16520,0.953919199,0,0.101324969,,B3,NA,,
Mp1g05310 (interacts with) Mp2g23775,interacts with,Mp1g05310,Mp2g23775,1.012113597,0.000519722,0.031076177,,GATA,NA,,
Mp2g08260 (interacts with) Mp1g21660,interacts with,Mp2g08260,Mp1g21660,0.933301041,2.50863130268897e-08,0.098476526,,B3,NA,,
Mp2g08260 (interacts with) Mp1g28780,interacts with,Mp2g08260,Mp1g28780,1.061953597,0,0.096135847,,B3,NA,,
Mp1g05310 (interacts with) Mp8g15290,interacts with,Mp1g05310,Mp8g15290,1.093927239,4.77781991630177e-05,0.030354588,,GATA,NA,,
Mp2g08260 (interacts with) Mp3g00450,interacts with,Mp2g08260,Mp3g00450,1.025543791,1.80950454620188e-09,0.096083101,,B3,NA,,
Mp2g00890 (interacts with) Mp4g12110,interacts with,Mp2g00890,Mp4g12110,0.918947148,0.00525517,0.074053943,RNA-seq,bHLH,NA,source,source
Mp2g08260 (interacts with) Mp7g01230,interacts with,Mp2g08260,Mp7g01230,1.046853139,0,0.095218121,,B3,NA,,
Mp2g00890 (interacts with) Mp2g21040,interacts with,Mp2g00890,Mp2g21040,0.941980537,4.10292818320279e-06,0.07316278,RNA-seq,bHLH,NA,source,source
Mp2g08260 (interacts with) Mp2g14870,interacts with,Mp2g08260,Mp2g14870,0.996106764,0.049115235,0.092538301,,B3,NA,,
Mp2g00890 (interacts with) Mp8g00320,interacts with,Mp2g00890,Mp8g00320,0.959840556,3.30563580508425e-07,0.072863804,RNA-seq,bHLH,NA,source,source
Mp2g08260 (interacts with) Mp5g02090,interacts with,Mp2g08260,Mp5g02090,0.922746988,4.10292818320279e-06,0.089385717,,B3,NA,,
Mp2g08260 (interacts with) Mp4g18290,interacts with,Mp2g08260,Mp4g18290,0.940782726,0.049115235,0.088535054,,B3,NA,,
Mp2g00890 (interacts with) Mp1g21440,interacts with,Mp2g00890,Mp1g21440,0.980191605,1.2337530996831e-10,0.069786316,RNA-seq,bHLH,NA,source,source
Mp2g08260 (interacts with) Mp1g12800,interacts with,Mp2g08260,Mp1g12800,1.013231281,0.000519722,0.087192778,,B3,NA,,
Mp2g00890 (interacts with) Mp3g00510,interacts with,Mp2g00890,Mp3g00510,0.927697062,4.10292818320279e-06,0.068970246,RNA-seq,bHLH,NA,source,source
Mp2g08260 (interacts with) Mp7g16830,interacts with,Mp2g08260,Mp7g16830,1.046549795,0,0.08314592,,B3,NA,,
Mp2g00890 (interacts with) Mp1g17600,interacts with,Mp2g00890,Mp1g17600,0.963946693,4.77781991630177e-05,0.063106563,RNA-seq,bHLH,NA,source,source
Mp2g08260 (interacts with) Mp7g05750,interacts with,Mp2g08260,Mp7g05750,0.97176153,0.049115235,0.082859191,,B3,NA,,
Mp2g00890 (interacts with) Mp1g02010,interacts with,Mp2g00890,Mp1g02010,0.929075704,4.10292818320279e-06,0.062506219,RNA-seq,bHLH,NA,source,source
Mp2g08260 (interacts with) Mp4g09230,interacts with,Mp2g08260,Mp4g09230,0.971820521,0.000519722,0.080720061,,B3,NA,,
Mp2g00890 (interacts with) Mp4g06840,interacts with,Mp2g00890,Mp4g06840,1.000684869,0,0.061179042,RNA-seq,bHLH,NA,source,source
Mp2g08260 (interacts with) Mp3g21370,interacts with,Mp2g08260,Mp3g21370,0.943364275,0.049115235,0.060965596,,B3,NA,,
Mp2g00890 (interacts with) Mp7g08450,interacts with,Mp2g00890,Mp7g08450,1.046977939,0,0.061175657,RNA-seq,bHLH,NA,source,source
Mp2g08260 (interacts with) Mp5g14430,interacts with,Mp2g08260,Mp5g14430,0.905074795,0.000519722,0.055690789,,B3,NA,,
Mp2g00890 (interacts with) Mp5g18350,interacts with,Mp2g00890,Mp5g18350,0.913499186,3.30563580508425e-07,0.060406602,RNA-seq,bHLH,NA,source,source
Mp2g00890 (interacts with) Mp6g20000,interacts with,Mp2g00890,Mp6g20000,0.89830298,4.10292818320279e-06,0.05936543,RNA-seq,bHLH,NA,source,source
Mp2g08260 (interacts with) Mp6g01060,interacts with,Mp2g08260,Mp6g01060,0.944422049,0,0.053059879,,B3,NA,,
Mp2g08260 (interacts with) Mp8g19020,interacts with,Mp2g08260,Mp8g19020,0.922553681,1.2337530996831e-10,0.052272477,,B3,NA,,
Mp2g00890 (interacts with) Mp2g19350,interacts with,Mp2g00890,Mp2g19350,1.035574188,0.049115235,0.059029553,RNA-seq,bHLH,NA,source,source
Mp2g08260 (interacts with) Mp4g20690,interacts with,Mp2g08260,Mp4g20690,0.909273612,0.049115235,0.044354832,,B3,NA,,
Mp2g00890 (interacts with) Mp3g10230,interacts with,Mp2g00890,Mp3g10230,1.039075402,4.77781991630177e-05,0.05878381,RNA-seq,bHLH,NA,source,source
Mp2g08260 (interacts with) Mp8g08570,interacts with,Mp2g08260,Mp8g08570,0.868121897,0.049115235,0.039747077,,B3,NA,,
Mp2g00890 (interacts with) Mp1g27920,interacts with,Mp2g00890,Mp1g27920,0.976793648,0,0.057884827,source,bHLH,NA,source,source
Mp2g08260 (interacts with) Mp7g05210,interacts with,Mp2g08260,Mp7g05210,0.831192502,0.00525517,0.035322792,,B3,NA,,
Mp2g00890 (interacts with) Mp2g21170,interacts with,Mp2g00890,Mp2g21170,1.016180782,1.80950454620188e-09,0.057815746,RNA-seq,bHLH,NA,source,source
Mp1g09420 (interacts with) Mp3g00450,interacts with,Mp1g09420,Mp3g00450,1.006392574,4.10292818320279e-06,0.109941561,RNA-seq,MYB,NA,source,source
Mp2g00890 (interacts with) Mp6g04880,interacts with,Mp2g00890,Mp6g04880,0.848480135,0.049115235,0.056948584,RNA-seq,bHLH,AP2/ERF,source,source
Mp1g09420 (interacts with) Mp4g18290,interacts with,Mp1g09420,Mp4g18290,1.073704527,1.2337530996831e-10,0.106687353,RNA-seq,MYB,NA,source,source
Mp2g00890 (interacts with) Mp2g23775,interacts with,Mp2g00890,Mp2g23775,0.983655805,4.77781991630177e-05,0.056331375,RNA-seq,bHLH,NA,source,source
Mp1g09420 (interacts with) Mp7g11550,interacts with,Mp1g09420,Mp7g11550,1.050784357,0,0.10636246,RNA-seq,MYB,NA,source,source
Mp2g00890 (interacts with) Mp3g20300,interacts with,Mp2g00890,Mp3g20300,0.983031534,0,0.05632544,RNA-seq,bHLH,NA,source,source
Mp1g09420 (interacts with) Mp1g20870,interacts with,Mp1g09420,Mp1g20870,1.051263009,1.80950454620188e-09,0.101052124,RNA-seq,MYB,NA,source,source
Mp2g00890 (interacts with) Mp7g05050,interacts with,Mp2g00890,Mp7g05050,1.082603699,0,0.055188835,RNA-seq,bHLH,NA,source,source
Mp1g09420 (interacts with) Mp7g17110,interacts with,Mp1g09420,Mp7g17110,0.992859509,0.000519722,0.100496554,RNA-seq,MYB,NA,source,source
Mp2g00890 (interacts with) Mp3g04860,interacts with,Mp2g00890,Mp3g04860,1.038433657,0,0.05510491,RNA-seq,bHLH,NA,source,source
Mp1g09420 (interacts with) Mp7g03880,interacts with,Mp1g09420,Mp7g03880,1.033251099,4.10292818320279e-06,0.096886625,RNA-seq,MYB,NA,source,source
