seqnames	start	end	width	strand	Peak	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	distanceToTSS (log10)
chr8	14289533	14289847	315	*	tak1-hs-merge_peak_29415	Exon (Mp8g12710.1/Mp8g12710, exon 3 of 3)	9	14290968	14292129	1162	1	Mp8g12720	-1121	-0.326540668516562
chr8	14301147	14302042	896	*	tak1-hs-merge_peak_29416	Exon (Mp8g12730.1/Mp8g12730, exon 1 of 2)	9	14301936	14304853	2918	1	Mp8g12730	0	0
chr8	14304977	14305499	523	*	tak1-hs-merge_peak_29417	Downstream (<=300bp)	9	14301936	14304853	2918	1	Mp8g12730	3041	0.606488850442648
chr8	14312007	14312730	724	*	tak1-hs-merge_peak_29418	Exon (Mp8g12750.1/Mp8g12750, exon 1 of 4)	9	14306305	14312156	5852	2	Mp8g12750	0	0
chr8	14314068	14315481	1414	*	tak1-hs-merge_peak_29419	Exon (Mp8g12760.1/Mp8g12760, exon 1 of 1)	9	14313905	14314757	853	2	Mp8g12760	0	0
chr8	14330753	14330982	230	*	tak1-hs-merge_peak_29420	Exon (Mp8g12780.1/Mp8g12780, exon 1 of 2)	9	14330370	14330977	608	2	Mp8g12780	0	0
chr8	14333967	14335067	1101	*	tak1-hs-merge_peak_29421	Exon (Mp8g12790.1/Mp8g12790, exon 1 of 1)	9	14333229	14336427	3199	2	Mp8g12790	1360	0.372912002970107
chr8	14339898	14340139	242	*	tak1-hs-merge_peak_29422	Distal Intergenic	9	14333229	14336427	3199	2	Mp8g12790	-3471	-0.650404669868032
chr8	14340283	14340693	411	*	tak1-hs-merge_peak_29423	Distal Intergenic	9	14333229	14336427	3199	2	Mp8g12790	-3856	-0.686278678067201
chr8	14347229	14348996	1768	*	tak1-hs-merge_peak_29424	Exon (Mp8g12800.1/Mp8g12800, exon 1 of 5)	9	14340882	14347413	6532	2	Mp8g12800	0	0
chr8	14350918	14351585	668	*	tak1-hs-merge_peak_29425	Promoter	9	14352393	14352905	513	2	Mp8g12820	1320	0.3654879848909
chr8	14351942	14354403	2462	*	tak1-hs-merge_peak_29426	Exon (Mp8g12820.1/Mp8g12820, exon 1 of 1)	9	14352393	14352905	513	2	Mp8g12820	0	0
chr8	14354614	14355605	992	*	tak1-hs-merge_peak_29427	Promoter	9	14355677	14358072	2396	1	Mp8g12830	-72	-0.0301947853567512
chr8	14360795	14361436	642	*	tak1-hs-merge_peak_29428	Exon (Mp8g12840.1/Mp8g12840, exon 1 of 3)	9	14359063	14361019	1957	2	Mp8g12840	0	0
chr8	14373452	14374433	982	*	tak1-hs-merge_peak_29429	Exon (Mp8g12860.1/Mp8g12860, exon 1 of 4)	9	14368405	14373852	5448	2	Mp8g12860	0	0
chr8	14374644	14374912	269	*	tak1-hs-merge_peak_29430	Promoter	9	14368405	14373852	5448	2	Mp8g12860	-792	-0.253338005326106
chr8	14379167	14379624	458	*	tak1-hs-merge_peak_29431	Exon (Mp8g12870.1/Mp8g12870, exon 1 of 6)	9	14379353	14383581	4229	1	Mp8g12870	0	0
chr8	14384354	14384759	406	*	tak1-hs-merge_peak_29432	Distal Intergenic	9	14388419	14391079	2661	1	Mp8g12880	-3660	-0.66838591669
chr8	14387882	14388573	692	*	tak1-hs-merge_peak_29433	Exon (Mp8g12880.1/Mp8g12880, exon 1 of 4)	9	14388419	14391079	2661	1	Mp8g12880	0	0
chr8	14421767	14422444	678	*	tak1-hs-merge_peak_29434	Exon (Mp8g12930.1/Mp8g12930, exon 10 of 10)	9	14421417	14428144	6728	2	Mp8g12930	5700	0.826074802700826
chr8	14428318	14429771	1454	*	tak1-hs-merge_peak_29435	Promoter	9	14421417	14428144	6728	2	Mp8g12930	-174	-0.0696680969115956
chr8	14430330	14431021	692	*	tak1-hs-merge_peak_29436	Distal Intergenic	9	14421417	14428144	6728	2	Mp8g12930	-2186	-0.503245771465113
chr8	14434152	14434352	201	*	tak1-hs-merge_peak_29437	Distal Intergenic	9	14421417	14428144	6728	2	Mp8g12930	-6008	-0.845594093160024
chr8	14455047	14455298	252	*	tak1-hs-merge_peak_29438	Promoter	9	14455317	14457572	2256	1	Mp8g12940	-19	-0.00817418400642636
chr8	14463670	14463803	134	*	tak1-hs-merge_peak_29439	Distal Intergenic	9	14455317	14457572	2256	1	Mp8g12940	8353	0.970950934345424
chr8	14464017	14464907	891	*	tak1-hs-merge_peak_29440	Distal Intergenic	9	14455317	14457572	2256	1	Mp8g12940	8700	0.986771734266245
chr8	14466029	14466955	927	*	tak1-hs-merge_peak_29441	Distal Intergenic	9	14474803	14477557	2755	1	Mp8g12950	-7848	-0.946845113960623
chr8	14470793	14471285	493	*	tak1-hs-merge_peak_29442	Distal Intergenic	9	14474803	14477557	2755	1	Mp8g12950	-3518	-0.654946226584344
chr8	14474360	14475284	925	*	tak1-hs-merge_peak_29443	Exon (Mp8g12950.1/Mp8g12950, exon 1 of 2)	9	14474803	14477557	2755	1	Mp8g12950	0	0
chr8	14486955	14488079	1125	*	tak1-hs-merge_peak_29444	Exon (Mp8g12960.2/Mp8g12960, exon 1 of 10)	9	14483042	14487710	4669	2	Mp8g12960	0	0
chr8	14490463	14491238	776	*	tak1-hs-merge_peak_29445	Distal Intergenic	9	14483042	14487710	4669	2	Mp8g12960	-2753	-0.574378564413082
chr8	14492971	14493501	531	*	tak1-hs-merge_peak_29446	Distal Intergenic	9	14483042	14487710	4669	2	Mp8g12960	-5261	-0.796643703785117
chr8	14494796	14495043	248	*	tak1-hs-merge_peak_29447	Distal Intergenic	9	14495532	14500415	4884	2	Mp8g12970	5372	0.804275767129094
chr8	14499981	14500948	968	*	tak1-hs-merge_peak_29448	Exon (Mp8g12970.1/Mp8g12970, exon 1 of 13)	9	14495532	14500415	4884	2	Mp8g12970	0	0
chr8	14511377	14513115	1739	*	tak1-hs-merge_peak_29449	Exon (Mp8g12980.1/Mp8g12980, exon 1 of 18)	9	14512732	14521922	9191	1	Mp8g12980	0	0
chr8	14522665	14523230	566	*	tak1-hs-merge_peak_29450	Distal Intergenic	9	14524973	14536738	11766	1	Mp8g12990	-1743	-0.43822580760453
chr8	14524294	14525427	1134	*	tak1-hs-merge_peak_29451	Exon (Mp8g12990.1/Mp8g12990, exon 1 of 19)	9	14524973	14536738	11766	1	Mp8g12990	0	0
chr8	14553959	14556964	3006	*	tak1-hs-merge_peak_29452	Distal Intergenic	9	14557687	14565516	7830	2	Mp8g13000	8552	0.980094313785294
chr8	14565184	14566504	1321	*	tak1-hs-merge_peak_29453	Exon (Mp8g13000.1/Mp8g13000, exon 1 of 7)	9	14557687	14565516	7830	2	Mp8g13000	0	0
chr8	14566926	14568596	1671	*	tak1-hs-merge_peak_29454	Promoter	9	14557687	14565516	7830	2	Mp8g13000	-1410	-0.382017042574868
chr8	14574536	14577239	2704	*	tak1-hs-merge_peak_29455	Exon (Mp8g13020.1/Mp8g13020, exon 1 of 1)	9	14575555	14577630	2076	2	Mp8g13020	391	0.143327129992046
chr8	14577367	14577484	118	*	tak1-hs-merge_peak_29456	Exon (Mp8g13020.1/Mp8g13020, exon 1 of 1)	9	14575555	14577630	2076	2	Mp8g13020	146	0.0591846176313711
chr8	14589311	14590064	754	*	tak1-hs-merge_peak_29457	Exon (Mp8g13030.1/Mp8g13030, exon 1 of 6)	9	14589798	14592812	3015	1	Mp8g13030	0	0
chr8	14637771	14638441	671	*	tak1-hs-merge_peak_29458	Distal Intergenic	9	14633850	14635030	1181	1	Mp8g13080	3921	0.692053365034081
chr8	14644159	14644428	270	*	tak1-hs-merge_peak_29459	Exon (Mp8g13090.1/Mp8g13090, exon 1 of 3)	9	14644252	14648300	4049	1	Mp8g13090	0	0
chr8	14653978	14654428	451	*	tak1-hs-merge_peak_29460	Distal Intergenic	9	14650866	14651990	1125	1	Mp8g13100	3112	0.614053105987219
chr8	14655068	14655403	336	*	tak1-hs-merge_peak_29461	Distal Intergenic	9	14658689	14659847	1159	1	Mp8g13110	-3286	-0.63205216670581
chr8	14656131	14656837	707	*	tak1-hs-merge_peak_29462	Distal Intergenic	9	14658689	14659847	1159	1	Mp8g13110	-1852	-0.455149521179828
chr8	14657479	14657866	388	*	tak1-hs-merge_peak_29463	Promoter	9	14658689	14659847	1159	1	Mp8g13110	-823	-0.260786668654976
chr8	14658167	14658494	328	*	tak1-hs-merge_peak_29464	Promoter	9	14658689	14659847	1159	1	Mp8g13110	-195	-0.0773679052841565
chr8	14658881	14659489	609	*	tak1-hs-merge_peak_29465	Exon (Mp8g13110.1/Mp8g13110, exon 2 of 2)	9	14658689	14659847	1159	1	Mp8g13110	192	0.0762762554042176
chr8	14661893	14663936	2044	*	tak1-hs-merge_peak_29466	Promoter	9	14665118	14666714	1597	1	Mp8g13120	-1182	-0.338854746252323
chr8	14665006	14666584	1579	*	tak1-hs-merge_peak_29467	Exon (Mp8g13120.1/Mp8g13120, exon 1 of 2)	9	14665118	14666714	1597	1	Mp8g13120	0	0
chr8	14671391	14672910	1520	*	tak1-hs-merge_peak_29468	Distal Intergenic	9	14665118	14666714	1597	1	Mp8g13120	6273	0.861713587571434
chr8	14673085	14673308	224	*	tak1-hs-merge_peak_29469	Distal Intergenic	9	14665118	14666714	1597	1	Mp8g13120	7967	0.952647169758943
chr8	14673503	14674817	1315	*	tak1-hs-merge_peak_29470	Distal Intergenic	9	14665118	14666714	1597	1	Mp8g13120	8385	0.972434276957365
chr8	14682026	14682977	952	*	tak1-hs-merge_peak_29471	Exon (Mp8g13130.1/Mp8g13130, exon 1 of 1)	9	14682683	14683791	1109	2	Mp8g13130	814	0.258637282724076
chr8	14683481	14685604	2124	*	tak1-hs-merge_peak_29472	Exon (Mp8g13140.1/Mp8g13140, exon 1 of 1)	9	14682683	14683791	1109	2	Mp8g13130	0	0
chr8	14698074	14698198	125	*	tak1-hs-merge_peak_29473	Distal Intergenic	9	14704149	14712594	8446	1	Mp8g13150	-5951	-0.842047288509638
chr8	14702045	14702254	210	*	tak1-hs-merge_peak_29474	Distal Intergenic	9	14704149	14712594	8446	1	Mp8g13150	-1895	-0.461648568063455
chr8	14703822	14704339	518	*	tak1-hs-merge_peak_29475	Exon (Mp8g13150.1/Mp8g13150, exon 1 of 14)	9	14704149	14712594	8446	1	Mp8g13150	0	0
chr8	14713585	14714388	804	*	tak1-hs-merge_peak_29476	Exon (Mp8g13160.1/Mp8g13160, exon 10 of 10)	9	14712918	14722794	9877	2	Mp8g13160	8406	0.973404974410061
chr8	14721439	14721779	341	*	tak1-hs-merge_peak_29477	Exon (Mp8g13160.1/Mp8g13160, exon 1 of 10)	9	14712918	14722794	9877	2	Mp8g13160	1015	0.304275050477128
chr8	14722025	14722278	254	*	tak1-hs-merge_peak_29478	Exon (Mp8g13160.1/Mp8g13160, exon 1 of 10)	9	14712918	14722794	9877	2	Mp8g13160	516	0.180699201296035
chr8	14726619	14728141	1523	*	tak1-hs-merge_peak_29479	Exon (Mp8g13180.1/Mp8g13180, exon 1 of 4)	9	14724857	14726797	1941	2	Mp8g13180	0	0
chr8	14735418	14736010	593	*	tak1-hs-merge_peak_29480	Exon (Mp8g13190.4/Mp8g13190, exon 1 of 8)	9	14735613	14741396	5784	1	Mp8g13190	0	0
chr8	14770805	14771430	626	*	tak1-hs-merge_peak_29481	Distal Intergenic	9	14738585	14739450	866	2	Mp8g13200	-31355	-1.50994140415823
chr8	14771596	14771879	284	*	tak1-hs-merge_peak_29482	Distal Intergenic	9	14738585	14739450	866	2	Mp8g13200	-32146	-1.52043112602154
chr8	14772057	14772433	377	*	tak1-hs-merge_peak_29483	Distal Intergenic	9	14738585	14739450	866	2	Mp8g13200	-32607	-1.52642974598342
chr8	14773297	14773449	153	*	tak1-hs-merge_peak_29484	Distal Intergenic	9	14738585	14739450	866	2	Mp8g13200	-33847	-1.54216539536008
chr8	14859933	14860057	125	*	tak1-hs-merge_peak_29485	Exon (Mp8g13210.2/Mp8g13210, exon 1 of 7)	9	14855996	14860019	4024	2	Mp8g13210	0	0
chr8	14865974	14866283	310	*	tak1-hs-merge_peak_29486	Exon (Mp8g13225a.1/Mp8g13225a, exon 1 of 2)	9	14865963	14866049	87	1	Mp8g13225a	11	0.00475115559100102
chr8	14879546	14879868	323	*	tak1-hs-merge_peak_29487	Exon (Mp8g13240.1/Mp8g13240, exon 1 of 1)	9	14879272	14879859	588	1	Mp8g13240	274	0.105169427999332
chr8	14880134	14880701	568	*	tak1-hs-merge_peak_29488	Promoter	9	14879272	14879859	588	1	Mp8g13240	862	0.269979676645324
chr8	14889466	14890814	1349	*	tak1-hs-merge_peak_29489	Exon (Mp8g13250.1/Mp8g13250, exon 1 of 8)	9	14890104	14893999	3896	1	Mp8g13250	0	0
chr8	14893309	14893840	532	*	tak1-hs-merge_peak_29490	Exon (Mp8g13250.1/Mp8g13250, exon 8 of 8)	9	14890104	14893999	3896	1	Mp8g13250	3205	0.623766000133931
chr8	14930396	14931034	639	*	tak1-hs-merge_peak_29491	Exon (Mp8g13260.1/Mp8g13260, exon 1 of 2)	9	14929888	14935493	5606	1	Mp8g13260	508	0.178401341533755
chr8	14932423	14932617	195	*	tak1-hs-merge_peak_29492	Exon (Mp8g13260.1/Mp8g13260, exon 1 of 2)	9	14929888	14935493	5606	1	Mp8g13260	2535	0.548389418132918
chr8	14934119	14934514	396	*	tak1-hs-merge_peak_29493	Exon (Mp8g13260.1/Mp8g13260, exon 2 of 2)	9	14938352	14939240	889	1	Mp8g13270	-3838	-0.684665864025861
chr8	14935002	14935207	206	*	tak1-hs-merge_peak_29494	Exon (Mp8g13260.1/Mp8g13260, exon 2 of 2)	9	14938352	14939240	889	1	Mp8g13270	-3145	-0.617524534886292
chr8	14935725	14936193	469	*	tak1-hs-merge_peak_29495	Downstream (<=300bp)	9	14938352	14939240	889	1	Mp8g13270	-2159	-0.499549625905149
chr8	14936876	14938706	1831	*	tak1-hs-merge_peak_29496	Exon (Mp8g13270.1/Mp8g13270, exon 1 of 1)	9	14938352	14939240	889	1	Mp8g13270	0	0
chr8	14939846	14939984	139	*	tak1-hs-merge_peak_29497	Promoter	9	14938352	14939240	889	1	Mp8g13270	1494	0.396896449142524
chr8	14943527	14943950	424	*	tak1-hs-merge_peak_29498	Distal Intergenic	9	14946025	14947380	1356	2	Mp8g13280	3430	0.64640372622307
chr8	14944350	14944768	419	*	tak1-hs-merge_peak_29499	Distal Intergenic	9	14946025	14947380	1356	2	Mp8g13280	2612	0.557747741641468
chr8	14946099	14946676	578	*	tak1-hs-merge_peak_29500	Exon (Mp8g13280.1/Mp8g13280, exon 2 of 2)	9	14946025	14947380	1356	2	Mp8g13280	704	0.231469590430681
chr8	14948416	14949048	633	*	tak1-hs-merge_peak_29501	Promoter	9	14947597	14947618	22	2	Mp8g13285	-798	-0.25478968739721
chr8	14951470	14951796	327	*	tak1-hs-merge_peak_29502	Exon (Mp8g13290.1/Mp8g13290, exon 1 of 1)	9	14950674	14951993	1320	1	Mp8g13290	796	0.254306332331286
chr8	14953304	14955060	1757	*	tak1-hs-merge_peak_29503	Distal Intergenic	9	14950674	14951993	1320	1	Mp8g13290	2630	0.559906625036113
chr8	14956226	14957582	1357	*	tak1-hs-merge_peak_29504	Distal Intergenic	9	14950674	14951993	1320	1	Mp8g13290	5552	0.816373888752362
chr8	14958192	14958406	215	*	tak1-hs-merge_peak_29505	Distal Intergenic	9	14950674	14951993	1320	1	Mp8g13290	7518	0.93033763573773
chr8	14975266	14975540	275	*	tak1-hs-merge_peak_29506	Distal Intergenic	9	14975571	14992750	17180	2	Mp8g13300	17210	1.26030994579492
chr8	14992490	14993891	1402	*	tak1-hs-merge_peak_29507	Exon (Mp8g13300.1/Mp8g13300, exon 1 of 7)	9	14975571	14992750	17180	2	Mp8g13300	0	0
chr8	15009111	15010743	1633	*	tak1-hs-merge_peak_29508	Exon (Mp8g13310.1/Mp8g13310, exon 1 of 8)	9	15010484	15014424	3941	1	Mp8g13310	0	0
chr8	15015305	15015486	182	*	tak1-hs-merge_peak_29509	Distal Intergenic	9	15010484	15014424	3941	1	Mp8g13310	4821	0.76499759928488
chr8	15016998	15017217	220	*	tak1-hs-merge_peak_29510	Distal Intergenic	9	15010484	15014424	3941	1	Mp8g13310	6514	0.875871190727366
chr8	15017947	15018510	564	*	tak1-hs-merge_peak_29511	Distal Intergenic	9	15010484	15014424	3941	1	Mp8g13310	7463	0.927524340875029
chr8	15034820	15035044	225	*	tak1-hs-merge_peak_29512	Exon (Mp8g13330.1/Mp8g13330, exon 1 of 1)	9	15032664	15035471	2808	2	Mp8g13330	427	0.154423973114647
chr8	15035688	15036875	1188	*	tak1-hs-merge_peak_29513	Promoter	9	15032664	15035471	2808	2	Mp8g13330	-217	-0.085290578230065
chr8	15049295	15049802	508	*	tak1-hs-merge_peak_29514	Promoter	9	15051194	15052594	1401	1	Mp8g13340	-1392	-0.378761175316373
chr8	15053070	15053225	156	*	tak1-hs-merge_peak_29515	Distal Intergenic	9	15051194	15052594	1401	1	Mp8g13340	1876	0.458788881710845
chr8	15055517	15058063	2547	*	tak1-hs-merge_peak_29516	Exon (Mp8g13350.1/Mp8g13350, exon 2 of 2)	9	15056569	15059531	2963	2	Mp8g13350	1468	0.392345155361204
chr8	15061022	15061479	458	*	tak1-hs-merge_peak_29517	Exon (Mp8g13360.1/Mp8g13360, exon 5 of 5)	9	15056569	15059531	2963	2	Mp8g13350	-1491	-0.396373727536507
chr8	15066975	15067241	267	*	tak1-hs-merge_peak_29518	Exon (Mp8g13370.1/Mp8g13370, exon 1 of 1)	9	15067146	15068020	875	1	Mp8g13370	0	0
chr8	15082503	15082803	301	*	tak1-hs-merge_peak_29519	Exon (Mp8g13385c.1/Mp8g13385c, exon 1 of 1)	9	15082754	15082825	72	2	Mp8g13385c	22	0.00945089579869393
chr8	15083197	15083337	141	*	tak1-hs-merge_peak_29520	Promoter	9	15082754	15082825	72	2	Mp8g13385c	-372	-0.137354111370733
chr8	15084433	15084675	243	*	tak1-hs-merge_peak_29521	Distal Intergenic	9	15082754	15082825	72	2	Mp8g13385c	-1608	-0.416307587059883
chr8	15092199	15093523	1325	*	tak1-hs-merge_peak_29522	Exon (Mp8g13390.1/Mp8g13390, exon 3 of 3)	9	15096989	15105887	8899	1	Mp8g13400	-3466	-0.649918718735419
chr8	15094298	15094959	662	*	tak1-hs-merge_peak_29523	Intron (Mp8g13390.1/Mp8g13390, intron 2 of 2)	9	15096989	15105887	8899	1	Mp8g13400	-2030	-0.481442628502305
chr8	15097074	15097449	376	*	tak1-hs-merge_peak_29524	Exon (Mp8g13400.1/Mp8g13400, exon 1 of 6)	9	15090943	15097299	6357	2	Mp8g13390	0	0
chr8	15101295	15101885	591	*	tak1-hs-merge_peak_29525	Exon (Mp8g13400.1/Mp8g13400, exon 1 of 6)	9	15090943	15097299	6357	2	Mp8g13390	-3996	-0.698622429702098
chr8	15106232	15106501	270	*	tak1-hs-merge_peak_29526	Distal Intergenic	9	15109185	15112676	3492	2	Mp8g13410	6175	0.85582190540603
chr8	15107990	15108505	516	*	tak1-hs-merge_peak_29527	Distal Intergenic	9	15109185	15112676	3492	2	Mp8g13410	4171	0.71357453777207
chr8	15112074	15113020	947	*	tak1-hs-merge_peak_29528	Exon (Mp8g13410.2/Mp8g13410, exon 1 of 1)	9	15109185	15112676	3492	2	Mp8g13410	0	0
chr8	15129028	15129508	481	*	tak1-hs-merge_peak_29529	Promoter	9	15129930	15137659	7730	1	Mp8g13430	-422	-0.152899596393747
chr8	15129927	15130567	641	*	tak1-hs-merge_peak_29530	Exon (Mp8g13430.1/Mp8g13430, exon 1 of 4)	9	15129930	15137659	7730	1	Mp8g13430	0	0
chr8	15144201	15144528	328	*	tak1-hs-merge_peak_29531	Distal Intergenic	9	15141308	15141328	21	2	Mp8g13435	-2873	-0.588047496986083
chr8	15206486	15209074	2589	*	tak1-hs-merge_peak_29532	Distal Intergenic	9	15216637	15216936	300	1	Mp8g13480	-7563	-0.932625944021782
chr8	15211840	15212514	675	*	tak1-hs-merge_peak_29533	Exon (Mp8g13470.1/Mp8g13470, exon 2 of 2)	9	15216637	15216936	300	1	Mp8g13480	-4123	-0.709524355876341
chr8	15216585	15217642	1058	*	tak1-hs-merge_peak_29534	Exon (Mp8g13480.1/Mp8g13480, exon 1 of 1)	9	15216637	15216936	300	1	Mp8g13480	0	0
chr8	15217882	15219181	1300	*	tak1-hs-merge_peak_29535	Promoter	9	15212352	15216766	4415	2	Mp8g13470	-1116	-0.325515663363148
chr8	15222992	15223402	411	*	tak1-hs-merge_peak_29536	Distal Intergenic	9	15212352	15216766	4415	2	Mp8g13470	-6226	-0.858897957232003
chr8	15223531	15224569	1039	*	tak1-hs-merge_peak_29537	Distal Intergenic	9	15212352	15216766	4415	2	Mp8g13470	-6765	-0.890141460064577
chr8	15225235	15226561	1327	*	tak1-hs-merge_peak_29538	Distal Intergenic	9	15212352	15216766	4415	2	Mp8g13470	-8469	-0.976304116552003
chr8	15229305	15229970	666	*	tak1-hs-merge_peak_29539	Distal Intergenic	9	15212352	15216766	4415	2	Mp8g13470	-12539	-1.13158658823981
chr8	15234057	15234225	169	*	tak1-hs-merge_peak_29540	Distal Intergenic	9	15249323	15254345	5023	1	Mp8g13490	-15098	-1.20677192305558
chr8	15255340	15255708	369	*	tak1-hs-merge_peak_29541	Exon (Mp8g13500.1/Mp8g13500, exon 1 of 7)	9	15255468	15259027	3560	1	Mp8g13500	0	0
chr8	15275362	15275654	293	*	tak1-hs-merge_peak_29542	Promoter	9	15273986	15275332	1347	2	Mp8g13540	-30	-0.0128372247051722
chr8	15281621	15282059	439	*	tak1-hs-merge_peak_29543	Promoter	9	15280325	15281613	1289	2	Mp8g13550	-8	-0.00346053210950649
chr8	15284367	15285056	690	*	tak1-hs-merge_peak_29544	Exon (Mp8g13560.1/Mp8g13560, exon 1 of 3)	9	15282951	15284373	1423	2	Mp8g13560	0	0
chr8	15286603	15286882	280	*	tak1-hs-merge_peak_29545	Distal Intergenic	9	15282951	15284373	1423	2	Mp8g13560	-2230	-0.509202522331103
chr8	15290315	15290490	176	*	tak1-hs-merge_peak_29546	Distal Intergenic	9	15282951	15284373	1423	2	Mp8g13560	-5942	-0.841484609335393
chr8	15300154	15301868	1715	*	tak1-hs-merge_peak_29547	Exon (Mp8g13580.1/Mp8g13580, exon 1 of 4)	9	15301483	15304626	3144	1	Mp8g13580	0	0
chr8	15306912	15307759	848	*	tak1-hs-merge_peak_29548	Distal Intergenic	9	15301483	15304626	3144	1	Mp8g13580	5429	0.808143425761491
chr8	15308896	15309815	920	*	tak1-hs-merge_peak_29549	Distal Intergenic	9	15315535	15320875	5341	1	Mp8g13590	-5720	-0.827369273053825
chr8	15314488	15315533	1046	*	tak1-hs-merge_peak_29550	Promoter	9	15315535	15320875	5341	1	Mp8g13590	-2	-0.000867721531226913
chr8	15318884	15320607	1724	*	tak1-hs-merge_peak_29551	Exon (Mp8g13590.1/Mp8g13590, exon 7 of 9)	9	15315535	15320875	5341	1	Mp8g13590	3349	0.638389407665336
chr8	15320807	15321364	558	*	tak1-hs-merge_peak_29552	Exon (Mp8g13590.1/Mp8g13590, exon 9 of 9)	9	15315535	15320875	5341	1	Mp8g13590	5272	0.797406049676382
chr8	15329638	15329766	129	*	tak1-hs-merge_peak_29553	Exon (Mp8g13600.1/Mp8g13600, exon 1 of 3)	9	15327007	15329853	2847	2	Mp8g13600	87	0.0362295440862945
chr8	15329996	15330289	294	*	tak1-hs-merge_peak_29554	Exon (Mp8g13610.1/Mp8g13610, exon 1 of 9)	9	15329859	15335305	5447	1	Mp8g13610	137	0.0557604646877348
chr8	15333826	15335182	1357	*	tak1-hs-merge_peak_29555	Exon (Mp8g13610.1/Mp8g13610, exon 7 of 9)	9	15329859	15335305	5447	1	Mp8g13610	3967	0.696094159995223
chr8	15343354	15345119	1766	*	tak1-hs-merge_peak_29556	Exon (Mp8g13630.1/Mp8g13630, exon 7 of 9)	9	15340365	15345181	4817	1	Mp8g13630	2989	0.60086403630984
chr8	15347074	15347379	306	*	tak1-hs-merge_peak_29557	Distal Intergenic	9	15349152	15350352	1201	1	Mp8g13640	-1773	-0.442949869577862
chr8	15355293	15355677	385	*	tak1-hs-merge_peak_29558	Distal Intergenic	9	15358430	15361335	2906	1	Mp8g13650	-2753	-0.574378564413082
chr8	15404736	15405428	693	*	tak1-hs-merge_peak_29559	Exon (Mp8g13670.1/Mp8g13670, exon 2 of 3)	9	15403024	15407158	4135	2	Mp8g13670	1730	0.436162647040756
chr8	15406547	15407506	960	*	tak1-hs-merge_peak_29560	Exon (Mp8g13670.1/Mp8g13670, exon 1 of 3)	9	15403024	15407158	4135	2	Mp8g13670	0	0
chr8	15408183	15408328	146	*	tak1-hs-merge_peak_29561	Promoter	9	15403024	15407158	4135	2	Mp8g13670	-1025	-0.306425027550687
chr8	15427090	15427298	209	*	tak1-hs-merge_peak_29562	Distal Intergenic	9	15430630	15434553	3924	1	Mp8g13700	-3332	-0.636688447953283
chr8	15437401	15437584	184	*	tak1-hs-merge_peak_29563	Distal Intergenic	9	15430631	15435055	4425	1	Mp8g13710	6770	0.890421018800914
chr8	15437707	15437827	121	*	tak1-hs-merge_peak_29564	Distal Intergenic	9	15430631	15435055	4425	1	Mp8g13710	7076	0.907196310271602
chr8	15448899	15449058	160	*	tak1-hs-merge_peak_29565	Distal Intergenic	9	15449222	15452493	3272	2	Mp8g13720	3435	0.646893624167745
chr8	15452186	15453010	825	*	tak1-hs-merge_peak_29566	Exon (Mp8g13720.1/Mp8g13720, exon 1 of 5)	9	15449222	15452493	3272	2	Mp8g13720	0	0
chr8	15461410	15461538	129	*	tak1-hs-merge_peak_29567	Promoter	9	15462750	15465005	2256	1	Mp8g13740	-1212	-0.344785122632661
chr8	15461910	15463150	1241	*	tak1-hs-merge_peak_29568	Exon (Mp8g13740.1/Mp8g13740, exon 1 of 1)	9	15462750	15465005	2256	1	Mp8g13740	0	0
chr8	15465641	15466338	698	*	tak1-hs-merge_peak_29569	Exon (Mp8g13760.1/Mp8g13760, exon 1 of 1)	9	15465698	15467978	2281	1	Mp8g13760	0	0
chr8	15471612	15472389	778	*	tak1-hs-merge_peak_29570	Exon (Mp8g13780.1/Mp8g13780, exon 1 of 1)	9	15469463	15472083	2621	2	Mp8g13780	0	0
chr8	15474584	15474764	181	*	tak1-hs-merge_peak_29571	Distal Intergenic	9	15469463	15472083	2621	2	Mp8g13780	-2501	-0.544192110765033
chr8	15475276	15475746	471	*	tak1-hs-merge_peak_29572	Distal Intergenic	9	15478186	15480625	2440	1	Mp8g13800	-2440	-0.53655844257153
chr8	15476138	15476632	495	*	tak1-hs-merge_peak_29573	Distal Intergenic	9	15478186	15480625	2440	1	Mp8g13800	-1554	-0.407220892927397
chr8	15477526	15478341	816	*	tak1-hs-merge_peak_29574	Exon (Mp8g13800.1/Mp8g13800, exon 1 of 1)	9	15478186	15480625	2440	1	Mp8g13800	0	0
chr8	15482910	15484183	1274	*	tak1-hs-merge_peak_29575	Promoter	9	15484556	15487195	2640	1	Mp8g13820	-373	-0.137670537236755
chr8	15487979	15488701	723	*	tak1-hs-merge_peak_29576	Distal Intergenic	9	15484556	15487195	2640	1	Mp8g13820	3423	0.645716939369604
chr8	15506626	15507333	708	*	tak1-hs-merge_peak_29577	Promoter	9	15508035	15509615	1581	1	Mp8g13830	-702	-0.230959555748569
chr8	15507573	15508639	1067	*	tak1-hs-merge_peak_29578	Exon (Mp8g13830.1/Mp8g13830, exon 1 of 2)	9	15508035	15509615	1581	1	Mp8g13830	0	0
chr8	15508801	15509508	708	*	tak1-hs-merge_peak_29579	Exon (Mp8g13830.1/Mp8g13830, exon 2 of 2)	9	15508035	15509615	1581	1	Mp8g13830	766	0.24699069924155
