site1_chrom	site1_start	site1_end	site1_name	site1_score	site1_strand	site2_chrom	site2_start	site2_end	site2_name	site2_score	site2_strand	site_distance	site_orientation	feature	feat_strand	feat_start	feat_end	query_name	distance	feat_anchor	feat_ovl_peak	peak_ovl_feat	relative_location	transcript_id	gene_id	site1_TF	site2_TF
2	48792286	48792292	C3_C2H2_40	2.56375	-	2	48792308	48792314	C3_Homeobox_14	2.40209	+	16	divergent			NA	NA		NA		NA	NA				C2H2	Homeobox
2	51083459	51083465	C3_C2H2_40	1.79501	+	2	51083468	51083474	C3_Homeobox_14	1.69761	+	3	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
2	51084256	51084262	C3_C2H2_40	2.50147	+	2	51084324	51084330	C3_Homeobox_14	2.09673	+	62	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491004	2491010	C3_Homeobox_14	1.91972	+	18	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491034	2491040	C3_Homeobox_14	1.83262	-	48	convergent			NA	NA		NA		NA	NA				C2H2	Homeobox
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491041	2491047	C3_Homeobox_14	1.93396	-	55	convergent			NA	NA		NA		NA	NA				C2H2	Homeobox
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491085	2491091	C3_Homeobox_14	1.93557	-	99	convergent			NA	NA		NA		NA	NA				C2H2	Homeobox
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491004	2491010	C3_Homeobox_14	1.91972	+	6	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491034	2491040	C3_Homeobox_14	1.83262	-	36	convergent			NA	NA		NA		NA	NA				C2H2	Homeobox
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491041	2491047	C3_Homeobox_14	1.93396	-	43	convergent			NA	NA		NA		NA	NA				C2H2	Homeobox
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491085	2491091	C3_Homeobox_14	1.93557	-	87	convergent			NA	NA		NA		NA	NA				C2H2	Homeobox
3	2491006	2491012	C3_C2H2_40	1.81325	-	3	2491034	2491040	C3_Homeobox_14	1.83262	-	22	TF2-TF1			NA	NA		NA		NA	NA				C2H2	Homeobox
3	2491006	2491012	C3_C2H2_40	1.81325	-	3	2491041	2491047	C3_Homeobox_14	1.93396	-	29	TF2-TF1			NA	NA		NA		NA	NA				C2H2	Homeobox
3	2491006	2491012	C3_C2H2_40	1.81325	-	3	2491085	2491091	C3_Homeobox_14	1.93557	-	73	TF2-TF1			NA	NA		NA		NA	NA				C2H2	Homeobox
3	2491062	2491068	C3_C2H2_40	1.93396	+	3	2491085	2491091	C3_Homeobox_14	1.93557	-	17	convergent			NA	NA		NA		NA	NA				C2H2	Homeobox
6	49692425	49692431	C3_C2H2_40	2.88979	+	6	49692478	49692484	C3_Homeobox_14	2.35573	+	47	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
6	49692458	49692464	C3_C2H2_40	2.71316	+	6	49692478	49692484	C3_Homeobox_14	2.35573	+	14	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
6	49692470	49692476	C3_C2H2_40	2.16714	+	6	49692478	49692484	C3_Homeobox_14	2.35573	+	2	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
6	50057980	50057986	C3_C2H2_40	2.07669	+	6	50058012	50058018	C3_Homeobox_14	1.9914	-	26	convergent			NA	NA		NA		NA	NA				C2H2	Homeobox
7	66694950	66694956	C3_C2H2_40	1.79841	+	7	66694988	66694994	C3_Homeobox_14	1.13716	+	32	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
11	57256690	57256696	C3_C2H2_26	3.49915	+	11	57256728	57256734	C3_Homeobox_14	3.31546	+	32	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
11	57256834	57256840	C3_C2H2_26	3.3316	-	11	57256858	57256864	C3_Homeobox_14	3.1901	+	18	divergent			NA	NA		NA		NA	NA				C2H2	Homeobox
11	57256834	57256840	C3_C2H2_26	3.3316	-	11	57256905	57256911	C3_Homeobox_14	2.97311	-	65	TF2-TF1			NA	NA		NA		NA	NA				C2H2	Homeobox
12	6081688	6081694	C3_C2H2_26	2.41298	-	12	6081717	6081723	C3_Homeobox_14	2.41315	-	23	TF2-TF1			NA	NA		NA		NA	NA				C2H2	Homeobox
2	51084294	51084300	C3_C2H2_26	2.1086	+	2	51084324	51084330	C3_Homeobox_14	2.09673	+	24	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
10	65978894	65978900	C3_NLP_18	1.3445	-	10	65978903	65978909	C3_Homeobox_14	1.15615	-	3	TF2-TF1			NA	NA		NA		NA	NA				NLP	Homeobox
10	65978894	65978900	C3_NLP_18	1.3445	-	10	65978982	65978988	C3_Homeobox_14	1.6061	+	82	divergent			NA	NA		NA		NA	NA				NLP	Homeobox
10	65978904	65978910	C3_NLP_18	1.15084	+	10	65978982	65978988	C3_Homeobox_14	1.6061	+	72	TF1-TF2			NA	NA		NA		NA	NA				NLP	Homeobox
11	2490587	2490593	C3_NLP_18	1.57495	+	11	2490618	2490624	C3_Homeobox_14	1.76547	+	25	TF1-TF2			NA	NA		NA		NA	NA				NLP	Homeobox
11	2490597	2490603	C3_NLP_18	1.57495	+	11	2490618	2490624	C3_Homeobox_14	1.76547	+	15	TF1-TF2			NA	NA		NA		NA	NA				NLP	Homeobox
11	10982080	10982086	C3_NLP_18	1.88888	-	11	10982102	10982108	C3_Homeobox_14	1.93491	+	16	divergent			NA	NA		NA		NA	NA				NLP	Homeobox
11	12313280	12313286	C3_NLP_18	0.94451	+	11	12313326	12313332	C3_Homeobox_14	0.97211	-	40	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
11	12313300	12313306	C3_NLP_18	1.2399	+	11	12313326	12313332	C3_Homeobox_14	0.97211	-	20	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
11	53805056	53805062	C3_NLP_18	2.1859	+	11	53805094	53805100	C3_Homeobox_14	2.21998	-	32	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
11	53805056	53805062	C3_NLP_18	2.1859	+	11	53805159	53805165	C3_Homeobox_14	2.56168	-	97	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
11	53805114	53805120	C3_NLP_18	2.67101	+	11	53805159	53805165	C3_Homeobox_14	2.56168	-	39	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
11	53805144	53805150	C3_NLP_18	2.54601	-	11	53805159	53805165	C3_Homeobox_14	2.56168	-	9	TF2-TF1			NA	NA		NA		NA	NA				NLP	Homeobox
11	57256643	57256649	C3_NLP_18	3.24357	-	11	57256657	57256663	C3_Homeobox_14	3.05298	-	8	TF2-TF1			NA	NA		NA		NA	NA				NLP	Homeobox
11	57256643	57256649	C3_NLP_18	3.24357	-	11	57256728	57256734	C3_Homeobox_14	3.31546	+	79	divergent			NA	NA		NA		NA	NA				NLP	Homeobox
11	57256655	57256661	C3_NLP_18	3.05298	-	11	57256728	57256734	C3_Homeobox_14	3.31546	+	67	divergent			NA	NA		NA		NA	NA				NLP	Homeobox
11	57256860	57256866	C3_NLP_18	3.1901	+	11	57256905	57256911	C3_Homeobox_14	2.97311	-	39	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
2	7657236	7657242	C3_NLP_18	2.11769	-	2	7657304	7657310	C3_Homeobox_14	1.65944	+	62	divergent			NA	NA		NA		NA	NA				NLP	Homeobox
2	48792197	48792203	C3_NLP_18	2.55882	+	2	48792273	48792279	C3_Homeobox_14	2.43788	-	70	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
2	48792197	48792203	C3_NLP_18	2.55882	+	2	48792284	48792290	C3_Homeobox_14	2.5889	+	81	TF1-TF2			NA	NA		NA		NA	NA				NLP	Homeobox
2	51084256	51084262	C3_NLP_18	2.50147	-	2	51084324	51084330	C3_Homeobox_14	2.09673	+	62	divergent			NA	NA		NA		NA	NA				NLP	Homeobox
3	2490992	2490998	C3_NLP_18	1.84358	-	3	2491004	2491010	C3_Homeobox_14	1.91972	+	6	divergent			NA	NA		NA		NA	NA				NLP	Homeobox
3	2490992	2490998	C3_NLP_18	1.84358	-	3	2491034	2491040	C3_Homeobox_14	1.83262	-	36	TF2-TF1			NA	NA		NA		NA	NA				NLP	Homeobox
3	2490992	2490998	C3_NLP_18	1.84358	-	3	2491041	2491047	C3_Homeobox_14	1.93396	-	43	TF2-TF1			NA	NA		NA		NA	NA				NLP	Homeobox
3	2490992	2490998	C3_NLP_18	1.84358	-	3	2491085	2491091	C3_Homeobox_14	1.93557	-	87	TF2-TF1			NA	NA		NA		NA	NA				NLP	Homeobox
3	2491006	2491012	C3_NLP_18	1.81325	+	3	2491034	2491040	C3_Homeobox_14	1.83262	-	22	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
3	2491006	2491012	C3_NLP_18	1.81325	+	3	2491041	2491047	C3_Homeobox_14	1.93396	-	29	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
3	2491006	2491012	C3_NLP_18	1.81325	+	3	2491085	2491091	C3_Homeobox_14	1.93557	-	73	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
6	49692458	49692464	C3_NLP_18	2.71316	-	6	49692478	49692484	C3_Homeobox_14	2.35573	+	14	divergent			NA	NA		NA		NA	NA				NLP	Homeobox
6	49692917	49692923	C3_NLP_18	2.35359	+	6	49692928	49692934	C3_Homeobox_14	2.30235	-	5	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
6	49692917	49692923	C3_NLP_18	2.35359	+	6	49692962	49692968	C3_Homeobox_14	2.30235	+	39	TF1-TF2			NA	NA		NA		NA	NA				NLP	Homeobox
6	50057932	50057938	C3_NLP_18	1.95806	+	6	50058012	50058018	C3_Homeobox_14	1.9914	-	74	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
6	50057980	50057986	C3_NLP_18	2.07669	-	6	50058012	50058018	C3_Homeobox_14	1.9914	-	26	TF2-TF1			NA	NA		NA		NA	NA				NLP	Homeobox
10	65980149	65980156	C3_NLP_12	1.26583	+	10	65980160	65980166	C3_Homeobox_14	1.13874	+	4	TF1-TF2			NA	NA		NA		NA	NA				NLP	Homeobox
12	6081631	6081638	C3_NLP_12	2.24585	-	12	6081717	6081723	C3_Homeobox_14	2.41315	-	79	TF2-TF1			NA	NA		NA		NA	NA				NLP	Homeobox
12	6081667	6081674	C3_NLP_12	2.48617	-	12	6081717	6081723	C3_Homeobox_14	2.41315	-	43	TF2-TF1			NA	NA		NA		NA	NA				NLP	Homeobox
12	6081707	6081714	C3_NLP_12	2.23998	-	12	6081717	6081723	C3_Homeobox_14	2.41315	-	3	TF2-TF1			NA	NA		NA		NA	NA				NLP	Homeobox
2	48792286	48792293	C3_NLP_12	2.56375	+	2	48792308	48792314	C3_Homeobox_14	2.40209	+	15	TF1-TF2			NA	NA		NA		NA	NA				NLP	Homeobox
3	25236295	25236302	C3_NLP_12	1.35545	+	3	25236343	25236349	C3_Homeobox_14	1.47736	-	41	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
3	25236295	25236302	C3_NLP_12	1.35545	+	3	25236354	25236360	C3_Homeobox_14	1.29389	+	52	TF1-TF2			NA	NA		NA		NA	NA				NLP	Homeobox
5	58291009	58291016	C3_NLP_12	1.98198	+	5	58291090	58291096	C3_Homeobox_14	1.78637	-	74	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
6	49692897	49692904	C3_NLP_12	2.33832	+	6	49692928	49692934	C3_Homeobox_14	2.30235	-	24	convergent			NA	NA		NA		NA	NA				NLP	Homeobox
6	49692897	49692904	C3_NLP_12	2.33832	+	6	49692962	49692968	C3_Homeobox_14	2.30235	+	58	TF1-TF2			NA	NA		NA		NA	NA				NLP	Homeobox
7	66694949	66694956	C3_NLP_12	1.82858	-	7	66694988	66694994	C3_Homeobox_14	1.13716	+	32	divergent			NA	NA		NA		NA	NA				NLP	Homeobox
1	78804328	78804334	C3_AP2EREBP_62	1.74438	-	1	78804412	78804418	C3_NLP_20	1.8157	-	78	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	NLP
1	79839217	79839223	C3_AP2EREBP_62	2.08685	-	1	79839233	79839239	C3_NLP_20	2.08685	+	10	divergent			NA	NA		NA		NA	NA				AP2EREBP	NLP
1	79839217	79839223	C3_AP2EREBP_62	2.08685	-	1	79839271	79839277	C3_NLP_20	2.15253	+	48	divergent			NA	NA		NA		NA	NA				AP2EREBP	NLP
1	79839255	79839261	C3_AP2EREBP_62	2.15253	+	1	79839271	79839277	C3_NLP_20	2.15253	+	10	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	NLP
1	79839255	79839261	C3_AP2EREBP_62	2.15253	+	1	79839338	79839344	C3_NLP_20	2.27628	+	77	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	NLP
11	2490626	2490632	C3_AP2EREBP_62	1.65793	+	11	2490663	2490669	C3_NLP_20	1.27888	-	31	convergent			NA	NA		NA		NA	NA				AP2EREBP	NLP
12	6081584	6081590	C3_AP2EREBP_62	2.42714	+	12	6081622	6081628	C3_NLP_20	2.27159	+	32	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	NLP
2	51086156	51086162	C3_AP2EREBP_62	2.45191	+	2	51086216	51086222	C3_NLP_20	2.18111	+	54	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	NLP
10	65978849	65978855	C3_Homeobox_14	1.36625	-	10	65978894	65978900	C3_NLP_18	1.3445	-	39	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	NLP
10	65978849	65978855	C3_Homeobox_14	1.36625	-	10	65978904	65978910	C3_NLP_18	1.15084	+	49	divergent			NA	NA		NA		NA	NA				Homeobox	NLP
11	2490585	2490591	C3_Homeobox_14	1.57495	+	11	2490597	2490603	C3_NLP_18	1.57495	+	6	TF1-TF2			NA	NA		NA		NA	NA				Homeobox	NLP
11	53805094	53805100	C3_Homeobox_14	2.21998	-	11	53805114	53805120	C3_NLP_18	2.67101	+	14	divergent			NA	NA		NA		NA	NA				Homeobox	NLP
11	53805094	53805100	C3_Homeobox_14	2.21998	-	11	53805144	53805150	C3_NLP_18	2.54601	-	44	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	NLP
11	57256858	57256864	C3_Homeobox_14	3.1901	+	11	57256903	57256909	C3_NLP_18	3.00112	-	39	convergent			NA	NA		NA		NA	NA				Homeobox	NLP
11	57257336	57257342	C3_Homeobox_14	2.58694	+	11	57257395	57257401	C3_NLP_18	2.99794	-	53	convergent			NA	NA		NA		NA	NA				Homeobox	NLP
12	4634980	4634986	C3_Homeobox_14	0.99245	-	12	4635055	4635061	C3_NLP_18	1.1702	+	69	divergent			NA	NA		NA		NA	NA				Homeobox	NLP
12	67322722	67322728	C3_Homeobox_14	2.1738	-	12	67322779	67322785	C3_NLP_18	2.06588	+	51	divergent			NA	NA		NA		NA	NA				Homeobox	NLP
2	7657304	7657310	C3_Homeobox_14	1.65944	+	2	7657317	7657323	C3_NLP_18	1.65634	+	7	TF1-TF2			NA	NA		NA		NA	NA				Homeobox	NLP
2	51085716	51085722	C3_Homeobox_14	2.95379	-	2	51085812	51085818	C3_NLP_18	3.07111	-	90	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	NLP
6	50057860	50057866	C3_Homeobox_14	1.88498	-	6	50057932	50057938	C3_NLP_18	1.95806	+	66	divergent			NA	NA		NA		NA	NA				Homeobox	NLP
10	58850200	58850206	C3_Homeobox_14	1.46574	-	10	58850214	58850221	C3_NLP_12	1.46895	-	8	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	NLP
10	58850200	58850206	C3_Homeobox_14	1.46574	-	10	58850234	58850241	C3_NLP_12	1.46895	-	28	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	NLP
10	65979234	65979240	C3_Homeobox_14	2.11386	-	10	65979260	65979267	C3_NLP_12	1.91927	+	20	divergent			NA	NA		NA		NA	NA				Homeobox	NLP
11	57256905	57256911	C3_Homeobox_14	2.97311	-	11	57256974	57256981	C3_NLP_12	2.7743	-	63	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	NLP
11	57257336	57257342	C3_Homeobox_14	2.58694	+	11	57257423	57257430	C3_NLP_12	3.44233	+	81	TF1-TF2			NA	NA		NA		NA	NA				Homeobox	NLP
12	6081582	6081588	C3_Homeobox_14	2.46869	+	12	6081631	6081638	C3_NLP_12	2.24585	-	43	convergent			NA	NA		NA		NA	NA				Homeobox	NLP
12	6081582	6081588	C3_Homeobox_14	2.46869	+	12	6081667	6081674	C3_NLP_12	2.48617	-	79	convergent			NA	NA		NA		NA	NA				Homeobox	NLP
12	6081717	6081723	C3_Homeobox_14	2.41315	-	12	6081727	6081734	C3_NLP_12	2.44472	+	4	divergent			NA	NA		NA		NA	NA				Homeobox	NLP
12	67322722	67322728	C3_Homeobox_14	2.1738	-	12	67322733	67322740	C3_NLP_12	2.03759	-	5	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	NLP
2	48792273	48792279	C3_Homeobox_14	2.43788	-	2	48792286	48792293	C3_NLP_12	2.56375	+	7	divergent			NA	NA		NA		NA	NA				Homeobox	NLP
2	51084324	51084330	C3_Homeobox_14	2.09673	+	2	51084400	51084407	C3_NLP_12	2.69909	-	70	convergent			NA	NA		NA		NA	NA				Homeobox	NLP
2	51085814	51085820	C3_Homeobox_14	2.94544	-	2	51085895	51085902	C3_NLP_12	1.9922	-	75	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	NLP
5	58291090	58291096	C3_Homeobox_14	1.78637	-	5	58291114	58291121	C3_NLP_12	1.45843	+	18	divergent			NA	NA		NA		NA	NA				Homeobox	NLP
5	58291090	58291096	C3_Homeobox_14	1.78637	-	5	58291144	58291151	C3_NLP_12	1.48028	+	48	divergent			NA	NA		NA		NA	NA				Homeobox	NLP
6	49692478	49692484	C3_Homeobox_14	2.35573	+	6	49692508	49692515	C3_NLP_12	2.28901	+	24	TF1-TF2			NA	NA		NA		NA	NA				Homeobox	NLP
7	51913635	51913641	C3_Homeobox_14	1.69174	+	7	51913698	51913705	C3_NLP_12	1.14595	+	57	TF1-TF2			NA	NA		NA		NA	NA				Homeobox	NLP
1	78804329	78804335	C3_Trihelix_1	1.74438	+	1	78804412	78804418	C3_NLP_20	1.8157	-	77	convergent			NA	NA		NA		NA	NA				Trihelix	NLP
1	79839218	79839224	C3_Trihelix_1	2.08685	+	1	79839233	79839239	C3_NLP_20	2.08685	+	9	TF1-TF2			NA	NA		NA		NA	NA				Trihelix	NLP
1	79839218	79839224	C3_Trihelix_1	2.08685	+	1	79839271	79839277	C3_NLP_20	2.15253	+	47	TF1-TF2			NA	NA		NA		NA	NA				Trihelix	NLP
1	79839254	79839260	C3_Trihelix_1	2.15253	-	1	79839271	79839277	C3_NLP_20	2.15253	+	11	divergent			NA	NA		NA		NA	NA				Trihelix	NLP
1	79839254	79839260	C3_Trihelix_1	2.15253	-	1	79839338	79839344	C3_NLP_20	2.27628	+	78	divergent			NA	NA		NA		NA	NA				Trihelix	NLP
11	2490619	2490625	C3_Trihelix_1	1.76547	-	11	2490663	2490669	C3_NLP_20	1.27888	-	38	TF2-TF1			NA	NA		NA		NA	NA				Trihelix	NLP
11	2490625	2490631	C3_Trihelix_1	1.71662	-	11	2490663	2490669	C3_NLP_20	1.27888	-	32	TF2-TF1			NA	NA		NA		NA	NA				Trihelix	NLP
12	6081583	6081589	C3_Trihelix_1	2.46869	-	12	6081622	6081628	C3_NLP_20	2.27159	+	33	divergent			NA	NA		NA		NA	NA				Trihelix	NLP
2	51086155	51086161	C3_Trihelix_1	2.42406	-	2	51086216	51086222	C3_NLP_20	2.18111	+	55	divergent			NA	NA		NA		NA	NA				Trihelix	NLP
1	72693488	72693494	C3_WRKY_8	2.5437	+	1	72693494	72693500	C3_NLP_20	2.54905	+	0	TF1-TF2			NA	NA		NA		NA	NA				WRKY	NLP
1	78804329	78804335	C3_WRKY_8	1.74438	-	1	78804412	78804418	C3_NLP_20	1.8157	-	77	TF2-TF1			NA	NA		NA		NA	NA				WRKY	NLP
1	79839218	79839224	C3_WRKY_8	2.08685	-	1	79839233	79839239	C3_NLP_20	2.08685	+	9	divergent			NA	NA		NA		NA	NA				WRKY	NLP
1	79839218	79839224	C3_WRKY_8	2.08685	-	1	79839271	79839277	C3_NLP_20	2.15253	+	47	divergent			NA	NA		NA		NA	NA				WRKY	NLP
1	79839254	79839260	C3_WRKY_8	2.15253	+	1	79839271	79839277	C3_NLP_20	2.15253	+	11	TF1-TF2			NA	NA		NA		NA	NA				WRKY	NLP
1	79839254	79839260	C3_WRKY_8	2.15253	+	1	79839338	79839344	C3_NLP_20	2.27628	+	78	TF1-TF2			NA	NA		NA		NA	NA				WRKY	NLP
11	2490619	2490625	C3_WRKY_8	1.76547	+	11	2490663	2490669	C3_NLP_20	1.27888	-	38	convergent			NA	NA		NA		NA	NA				WRKY	NLP
11	2490625	2490631	C3_WRKY_8	1.71662	-	11	2490663	2490669	C3_NLP_20	1.27888	-	32	TF2-TF1			NA	NA		NA		NA	NA				WRKY	NLP
12	6081583	6081589	C3_WRKY_8	2.46869	+	12	6081622	6081628	C3_NLP_20	2.27159	+	33	TF1-TF2			NA	NA		NA		NA	NA				WRKY	NLP
2	51086155	51086161	C3_WRKY_8	2.42406	+	2	51086216	51086222	C3_NLP_20	2.18111	+	55	TF1-TF2			NA	NA		NA		NA	NA				WRKY	NLP
1	72693493	72693499	C3_AP2EREBP_62	2.5437	+	1	72693526	72693532	C3_Trihelix_1	2.54233	-	27	convergent			NA	NA		NA		NA	NA				AP2EREBP	Trihelix
1	72693493	72693499	C3_AP2EREBP_62	2.5437	+	1	72693539	72693545	C3_Trihelix_1	2.42756	-	40	convergent			NA	NA		NA		NA	NA				AP2EREBP	Trihelix
1	72693527	72693533	C3_AP2EREBP_62	2.52929	+	1	72693539	72693545	C3_Trihelix_1	2.42756	-	6	convergent			NA	NA		NA		NA	NA				AP2EREBP	Trihelix
1	79839217	79839223	C3_AP2EREBP_62	2.08685	-	1	79839254	79839260	C3_Trihelix_1	2.15253	-	31	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	Trihelix
1	79839255	79839261	C3_AP2EREBP_62	2.15253	+	1	79839336	79839342	C3_Trihelix_1	2.27628	-	75	convergent			NA	NA		NA		NA	NA				AP2EREBP	Trihelix
1	72693493	72693499	C3_ARF_6	2.5437	-	1	72693526	72693532	C3_Trihelix_1	2.54233	-	27	TF2-TF1			NA	NA		NA		NA	NA				ARF	Trihelix
1	72693493	72693499	C3_ARF_6	2.5437	-	1	72693539	72693545	C3_Trihelix_1	2.42756	-	40	TF2-TF1			NA	NA		NA		NA	NA				ARF	Trihelix
1	78804298	78804304	C3_ARF_6	1.73804	+	1	78804329	78804335	C3_Trihelix_1	1.74438	+	25	TF1-TF2			NA	NA		NA		NA	NA				ARF	Trihelix
1	78804416	78804422	C3_ARF_6	1.8157	+	1	78804471	78804477	C3_Trihelix_1	1.59874	-	49	convergent			NA	NA		NA		NA	NA				ARF	Trihelix
1	79839185	79839191	C3_ARF_6	1.92432	-	1	79839218	79839224	C3_Trihelix_1	2.08685	+	27	divergent			NA	NA		NA		NA	NA				ARF	Trihelix
1	79839185	79839191	C3_ARF_6	1.92432	-	1	79839254	79839260	C3_Trihelix_1	2.15253	-	63	TF2-TF1			NA	NA		NA		NA	NA				ARF	Trihelix
1	79839231	79839237	C3_ARF_6	2.08685	+	1	79839254	79839260	C3_Trihelix_1	2.15253	-	17	convergent			NA	NA		NA		NA	NA				ARF	Trihelix
1	79839231	79839237	C3_ARF_6	2.08685	+	1	79839336	79839342	C3_Trihelix_1	2.27628	-	99	convergent			NA	NA		NA		NA	NA				ARF	Trihelix
1	79839270	79839276	C3_ARF_6	2.15253	-	1	79839336	79839342	C3_Trihelix_1	2.27628	-	60	TF2-TF1			NA	NA		NA		NA	NA				ARF	Trihelix
2	48792269	48792275	C3_ARF_6	2.40759	-	2	48792324	48792330	C3_Trihelix_1	2.166	-	49	TF2-TF1			NA	NA		NA		NA	NA				ARF	Trihelix
7	66694593	66694599	C3_ARF_6	1.00026	+	7	66694625	66694631	C3_Trihelix_1	1.07061	-	26	convergent			NA	NA		NA		NA	NA				ARF	Trihelix
1	72693494	72693500	C3_NLP_20	2.54905	+	1	72693526	72693532	C3_Trihelix_1	2.54233	-	26	convergent			NA	NA		NA		NA	NA				NLP	Trihelix
1	72693494	72693500	C3_NLP_20	2.54905	+	1	72693539	72693545	C3_Trihelix_1	2.42756	-	39	convergent			NA	NA		NA		NA	NA				NLP	Trihelix
1	78804412	78804418	C3_NLP_20	1.8157	-	1	78804471	78804477	C3_Trihelix_1	1.59874	-	53	TF2-TF1			NA	NA		NA		NA	NA				NLP	Trihelix
1	79839186	79839192	C3_NLP_20	1.89976	+	1	79839218	79839224	C3_Trihelix_1	2.08685	+	26	TF1-TF2			NA	NA		NA		NA	NA				NLP	Trihelix
1	79839186	79839192	C3_NLP_20	1.89976	+	1	79839254	79839260	C3_Trihelix_1	2.15253	-	62	convergent			NA	NA		NA		NA	NA				NLP	Trihelix
1	79839233	79839239	C3_NLP_20	2.08685	+	1	79839254	79839260	C3_Trihelix_1	2.15253	-	15	convergent			NA	NA		NA		NA	NA				NLP	Trihelix
1	79839233	79839239	C3_NLP_20	2.08685	+	1	79839336	79839342	C3_Trihelix_1	2.27628	-	97	convergent			NA	NA		NA		NA	NA				NLP	Trihelix
1	79839271	79839277	C3_NLP_20	2.15253	+	1	79839336	79839342	C3_Trihelix_1	2.27628	-	59	convergent			NA	NA		NA		NA	NA				NLP	Trihelix
11	10982381	10982387	C3_NLP_20	1.75879	-	11	10982436	10982442	C3_Trihelix_1	2.04833	-	49	TF2-TF1			NA	NA		NA		NA	NA				NLP	Trihelix
12	6081521	6081527	C3_NLP_20	2.47108	-	12	6081583	6081589	C3_Trihelix_1	2.46869	-	56	TF2-TF1			NA	NA		NA		NA	NA				NLP	Trihelix
7	66697747	66697753	C3_NLP_20	1.12178	-	7	66697766	66697772	C3_Trihelix_1	1.28542	-	13	TF2-TF1			NA	NA		NA		NA	NA				NLP	Trihelix
1	72693488	72693494	C3_WRKY_8	2.5437	+	1	72693526	72693532	C3_Trihelix_1	2.54233	-	32	convergent			NA	NA		NA		NA	NA				WRKY	Trihelix
1	72693488	72693494	C3_WRKY_8	2.5437	+	1	72693539	72693545	C3_Trihelix_1	2.42756	-	45	convergent			NA	NA		NA		NA	NA				WRKY	Trihelix
1	72693526	72693532	C3_WRKY_8	2.54233	+	1	72693539	72693545	C3_Trihelix_1	2.42756	-	7	convergent			NA	NA		NA		NA	NA				WRKY	Trihelix
1	79839218	79839224	C3_WRKY_8	2.08685	-	1	79839254	79839260	C3_Trihelix_1	2.15253	-	30	TF2-TF1			NA	NA		NA		NA	NA				WRKY	Trihelix
1	79839254	79839260	C3_WRKY_8	2.15253	+	1	79839336	79839342	C3_Trihelix_1	2.27628	-	76	convergent			NA	NA		NA		NA	NA				WRKY	Trihelix
11	2490619	2490625	C3_WRKY_8	1.76547	+	11	2490625	2490631	C3_Trihelix_1	1.71662	-	0	convergent			NA	NA		NA		NA	NA				WRKY	Trihelix
1	72693493	72693499	C3_AP2EREBP_62	2.5437	+	1	72693526	72693532	C3_WRKY_8	2.54233	+	27	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	WRKY
